SED_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
SED23901,301,7,3,8,307,35,0,346,0,0,0,0,3,0,0,0,3,0,3,7,1405,127,15,19,1567,32,4,43,1606,78,10,1693,251,30,7,5,293,4,0,6,295,16,0,312,379,35,8,3,412,7,0,7,421,15,0,434,6,0,0,0,3,0,0,0,3,0,0,7,4,0,0,7,13,0,0,0,13,0,0,12,634,65,13,8,721,9,0,12,731,29,0,762,5,3,0,0,9,0,0,0,9,0,0,9,12,3,0,0,16,3,0,3,16,3,0,20,14,4,0,0,22,3,0,3,25,3,0,29,648,69,13,8,740,11,0,17,762,31,0,790,121,23,0,5,149,9,0,9,158,29,0,187,0,0,0,0,0,0,0,0,0,0,0,0,772,94,12,16,893,24,3,25,914,63,3,976,338,57,7,7,403,13,0,12,417,33,0,451,511,35,7,3,556,9,0,9,562,26,0,596
SED24006,398,12,8,15,414,42,0,456,3,3,0,0,6,0,0,0,6,0,0,6,1663,168,22,28,1882,37,15,50,1925,111,3,2037,370,49,3,0,415,8,4,7,427,17,0,450,466,49,3,4,522,13,3,15,534,16,0,550,15,3,0,0,13,0,0,0,13,0,0,13,6,0,0,5,16,0,0,0,18,0,0,18,853,95,6,7,967,17,3,24,987,36,0,1026,11,0,0,0,11,3,0,3,20,0,0,20,19,0,0,0,25,0,0,0,25,0,0,28,36,0,0,0,41,3,0,5,47,0,0,47,886,98,6,12,1005,24,4,30,1034,34,0,1069,217,32,10,4,259,7,0,10,268,36,0,303,0,0,0,0,0,0,0,0,0,0,0,0,1104,127,14,13,1263,27,11,36,1304,70,0,1373,569,54,3,0,622,16,0,14,637,37,0,677,694,68,7,3,775,13,3,15,793,35,0,827
SED24105,431,23,6,31,461,142,0,603,0,0,0,0,3,0,0,0,3,0,4,7,1260,240,7,36,1545,77,14,86,1632,210,7,1849,325,45,0,0,373,12,0,15,387,28,0,413,247,54,3,0,304,3,0,5,311,23,0,337,7,3,0,0,12,0,0,0,12,0,0,16,3,3,0,8,13,4,0,4,13,0,0,17,583,106,3,8,707,16,0,20,722,53,0,781,20,5,0,0,27,3,0,3,27,3,0,33,9,0,0,0,11,3,3,5,23,3,0,22,26,12,0,0,37,10,3,10,52,6,0,57,609,116,10,14,746,23,8,30,776,65,0,841,218,62,0,4,281,12,0,20,298,100,0,397,0,0,0,0,5,0,0,0,5,0,0,4,828,179,10,17,1029,39,10,45,1081,160,0,1243,494,65,8,5,567,14,0,14,584,34,0,618,333,77,6,4,417,11,4,17,433,31,0,464
SED24207,594,29,3,35,627,150,0,779,4,0,0,8,16,0,0,0,16,4,15,30,1763,342,43,63,2209,92,19,112,2323,242,16,2582,366,47,6,4,421,6,3,8,433,20,0,453,350,70,7,4,422,11,0,15,436,30,0,469,10,0,0,0,13,0,0,0,19,0,0,20,4,3,0,15,28,0,0,0,28,0,0,28,732,122,13,19,887,19,6,23,915,50,0,965,6,3,0,0,12,5,3,10,22,0,0,26,25,13,0,0,34,3,4,3,36,3,0,44,28,15,3,3,49,9,8,15,63,7,0,68,768,134,13,27,935,27,12,38,975,54,0,1035,245,72,5,6,336,29,0,27,361,89,0,455,4,0,0,3,8,0,0,0,8,0,8,14,1017,206,23,37,1274,53,15,70,1348,148,8,1503,518,58,5,13,594,20,5,29,624,37,0,661,456,100,4,7,569,7,9,9,584,41,0,624
SED24308,292,16,3,16,310,100,0,413,7,0,0,0,6,0,0,0,6,0,6,9,1032,131,28,28,1220,41,9,50,1268,158,11,1434,219,15,0,0,233,5,5,12,246,14,0,258,312,32,3,3,347,6,0,4,354,20,0,376,7,3,0,0,9,0,0,0,9,0,0,12,0,0,0,7,5,0,0,0,5,0,0,5,536,46,7,12,599,9,6,16,614,40,0,649,11,3,0,0,15,4,0,4,13,0,0,13,16,0,0,0,16,3,0,3,14,0,0,15,23,7,0,0,26,10,0,10,35,0,0,31,561,53,7,12,624,18,6,19,645,37,0,686,134,28,4,5,171,12,4,9,184,51,0,238,5,0,0,0,5,0,0,0,5,0,3,10,696,81,13,10,806,26,9,33,839,96,3,935,271,25,5,0,295,8,0,8,304,20,0,326,395,34,10,3,447,10,0,10,456,33,0,491
SED24408,199,3,3,6,207,51,0,261,0,0,0,0,3,0,0,0,3,0,3,5,1132,119,21,23,1297,21,9,29,1329,97,3,1423,246,19,0,0,272,7,0,9,273,14,0,291,352,41,3,3,402,7,0,7,408,10,0,413,9,0,3,0,13,0,0,0,13,3,0,19,3,0,0,5,6,0,0,0,6,0,0,8,614,58,5,10,694,9,0,13,699,28,0,732,5,0,0,0,3,3,0,3,7,0,0,7,3,0,0,0,3,0,0,0,6,3,0,9,5,0,0,0,10,3,0,0,14,3,0,16,622,55,5,10,700,9,3,12,714,32,0,739,81,20,0,0,105,3,0,7,110,28,0,139,0,0,0,0,0,0,0,0,0,0,0,0,706,78,11,14,805,14,3,19,825,57,0,882,337,26,11,4,371,3,0,6,375,12,0,393,467,70,14,3,553,4,0,4,556,27,0,589
SED24504,305,3,0,3,306,23,4,334,0,0,0,0,0,0,0,0,0,0,5,11,1483,212,35,20,1750,17,10,26,1778,64,11,1854,262,35,4,0,308,4,0,5,313,9,0,318,376,60,5,8,447,3,0,3,447,23,0,472,8,3,3,0,16,0,0,0,16,0,0,15,3,0,0,6,13,0,0,0,13,0,0,13,653,100,17,13,777,7,0,13,785,34,0,821,7,0,0,0,7,0,0,0,7,0,0,7,20,0,0,0,22,0,0,0,25,0,0,25,29,0,0,0,33,0,0,0,32,0,0,33,680,97,13,13,809,12,0,16,821,36,0,856,146,15,7,3,170,0,0,4,172,28,0,196,3,0,0,0,3,0,0,0,3,0,9,15,826,116,22,16,977,10,3,15,995,62,9,1059,357,39,10,0,412,11,0,16,427,10,3,440,538,75,12,6,633,13,0,10,644,28,0,675
SED24606,384,5,0,5,386,14,0,399,0,0,0,0,0,0,0,0,0,0,0,0,1401,93,3,14,1515,27,0,25,1536,46,3,1591,273,17,0,0,295,6,0,4,299,14,0,314,352,25,3,4,382,7,0,7,391,10,0,398,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,4,9,0,0,0,9,0,0,4,633,44,3,7,682,16,0,13,700,23,0,726,8,0,0,0,8,0,0,0,8,0,0,10,12,0,0,0,12,0,0,0,12,3,0,9,16,0,0,0,16,0,0,0,17,3,0,22,651,44,3,7,697,16,0,16,713,26,0,740,163,12,0,0,183,3,0,3,187,6,0,192,0,0,0,0,3,0,0,0,3,0,0,0,813,55,3,12,880,21,0,23,903,31,0,942,371,25,0,0,395,8,0,9,401,15,0,418,479,50,5,9,539,6,0,6,550,14,0,567
SED24703,145,7,3,11,154,41,0,193,0,0,0,0,0,0,0,0,0,0,0,0,484,90,10,11,590,27,4,31,622,72,3,696,118,12,0,0,135,4,0,8,140,13,0,156,100,21,0,0,129,3,0,4,131,4,0,132,4,0,3,0,10,0,0,0,10,0,0,10,0,0,0,3,5,0,0,0,5,0,0,5,223,37,4,3,270,6,3,14,280,20,0,302,0,0,0,0,3,0,0,0,3,3,0,6,7,0,0,0,6,0,0,0,4,0,0,7,10,3,0,0,8,0,0,0,13,3,0,10,234,36,4,3,283,9,3,10,293,17,0,314,49,18,0,0,70,0,6,8,77,25,0,101,0,0,0,0,0,0,0,0,0,3,3,3,280,62,7,6,349,13,9,17,366,48,4,415,171,22,3,0,194,3,3,7,199,21,0,225,113,26,0,0,141,3,0,3,147,8,0,151
SED24808,504,27,3,29,535,134,5,679,4,0,0,0,4,0,0,0,4,0,14,17,1544,172,35,28,1775,64,12,74,1851,194,19,2067,298,22,4,4,332,12,3,9,339,13,0,356,352,28,0,5,389,8,3,14,402,14,0,422,17,0,4,0,23,0,0,0,22,0,0,22,4,0,0,4,7,0,0,0,7,0,0,11,670,49,13,18,746,17,3,26,775,32,0,802,12,3,0,0,21,6,0,6,23,0,0,28,25,3,0,0,26,0,3,3,35,0,0,33,44,3,0,0,46,6,3,12,55,3,0,58,708,56,13,17,798,23,6,34,828,32,0,865,223,31,8,9,277,15,3,13,292,86,4,381,3,0,0,0,8,0,0,0,8,0,7,12,937,88,18,25,1074,39,11,48,1126,121,7,1251,413,52,7,10,480,10,0,14,495,35,0,527,449,41,8,0,500,6,3,10,507,23,0,533
SED24904,232,21,12,30,265,87,5,364,7,0,0,0,13,0,0,0,14,4,3,18,1189,103,29,31,1351,50,14,61,1417,145,13,1574,256,26,3,0,290,5,0,5,301,13,0,312,313,32,4,4,351,5,0,5,360,22,0,378,4,0,0,0,12,0,0,0,12,0,0,12,0,0,0,5,9,0,0,0,9,0,0,14,585,58,10,9,660,16,0,16,679,31,3,711,11,3,0,0,8,3,0,3,15,0,0,15,10,0,0,0,10,3,4,11,20,0,0,20,15,3,0,0,20,7,4,10,32,0,0,34,600,60,10,9,687,25,4,26,713,35,3,747,110,14,3,6,140,6,3,9,149,55,3,206,5,0,0,0,5,0,0,0,5,0,0,4,717,79,16,18,824,29,6,35,862,95,7,955,398,44,7,4,452,8,0,8,461,25,0,491,466,51,8,6,532,14,0,16,543,37,0,579
SED25003,416,14,4,18,432,118,3,549,3,0,0,6,8,0,0,0,11,0,3,15,1531,224,25,41,1833,41,9,50,1881,187,5,2071,305,28,3,8,344,11,0,11,351,24,0,379,399,66,3,4,469,11,0,11,477,20,0,500,14,3,3,0,18,0,0,0,18,0,0,18,8,0,0,8,15,0,0,0,15,0,0,15,722,96,10,19,847,15,0,21,865,46,0,915,8,0,0,0,8,0,0,0,10,0,0,10,23,8,0,0,30,0,3,9,35,3,0,37,35,8,0,0,42,7,3,5,47,3,0,54,758,101,10,19,884,22,6,29,911,53,0,967,205,26,0,12,247,10,6,12,255,71,0,333,0,0,0,0,5,0,0,0,6,0,5,8,963,132,8,33,1132,29,11,43,1177,120,11,1309,478,48,7,0,534,11,3,13,549,40,0,586,534,76,6,6,626,10,0,11,640,31,0,670
SED25102,320,8,0,6,326,24,0,349,3,0,0,3,8,0,0,0,8,0,3,10,1410,141,39,25,1614,34,6,37,1647,73,5,1730,247,30,3,0,282,11,0,11,288,14,0,307,469,56,10,3,531,3,0,5,536,8,0,549,12,0,4,0,15,0,0,0,15,0,0,15,3,3,0,7,13,0,0,0,14,0,0,14,729,83,15,5,836,13,3,17,854,26,3,879,6,0,0,0,6,0,0,0,6,0,0,6,14,3,0,0,17,3,0,3,21,0,0,19,21,3,0,0,23,3,0,3,22,0,0,27,751,87,15,10,857,16,3,21,875,21,3,905,162,22,0,0,188,3,0,7,192,10,0,207,0,0,0,0,0,0,0,0,0,0,0,3,918,106,16,10,1053,17,0,22,1074,32,3,1111,392,47,9,3,452,13,0,11,467,28,0,491,577,75,12,9,672,6,4,12,684,9,3,693
SED25205,230,6,6,8,242,9,0,254,0,0,0,3,4,0,0,0,4,0,0,4,1515,154,15,30,1714,29,4,33,1745,46,0,1791,354,36,3,0,394,5,0,7,403,16,0,415,458,38,7,7,510,9,0,9,517,20,0,536,3,3,3,0,7,0,0,0,7,0,0,9,0,0,0,3,9,0,0,0,9,0,0,10,818,79,13,12,920,10,0,10,930,36,0,970,6,0,0,0,10,0,0,0,9,0,0,10,12,0,0,0,13,0,0,0,14,0,0,14,20,0,0,0,24,3,0,4,23,0,0,25,843,83,13,12,943,17,3,14,957,37,0,998,110,19,0,0,128,0,3,4,133,13,0,149,0,0,0,0,3,0,0,0,3,0,0,3,948,97,10,12,1072,18,6,19,1090,52,0,1147,447,53,8,0,516,15,3,17,534,18,0,550,523,48,8,6,578,3,0,3,590,16,0,602
SED25302,277,3,4,9,282,27,0,310,0,0,0,0,0,0,0,0,0,0,4,5,1638,149,14,22,1828,26,4,31,1857,76,6,1937,297,25,0,0,328,3,0,3,331,5,0,340,543,57,13,6,620,10,0,10,629,12,0,640,9,0,3,0,7,0,0,0,7,0,0,10,11,0,0,0,11,0,0,0,11,0,0,11,858,92,17,7,968,7,0,10,977,21,0,1003,9,0,0,0,9,0,0,0,10,0,0,10,9,0,0,0,13,0,0,0,9,0,0,10,20,0,0,0,22,0,0,0,23,0,0,21,880,93,17,7,991,15,0,11,1002,18,0,1020,136,14,3,0,148,3,0,4,154,18,0,166,0,0,0,0,0,0,0,0,0,0,3,3,1010,100,18,7,1137,11,0,18,1153,39,3,1195,486,32,6,5,538,7,3,12,544,18,0,565,633,61,9,3,707,12,0,12,720,30,0,749
SED25402,242,22,5,24,264,66,0,328,0,0,0,3,5,0,0,0,5,0,9,6,1098,122,21,36,1277,65,13,70,1352,119,6,1474,202,20,0,4,227,10,3,11,234,14,0,249,366,26,15,3,413,12,0,7,422,25,0,450,12,0,0,0,12,3,0,3,8,0,0,10,0,0,0,0,4,0,0,0,4,0,0,4,577,48,15,9,648,20,4,25,672,40,0,714,6,5,0,0,13,3,0,3,19,0,0,19,17,5,0,0,17,0,3,3,20,3,0,23,22,6,0,0,29,3,3,8,38,3,0,40,601,52,20,9,683,27,4,33,711,42,0,755,110,7,4,5,126,14,3,16,142,33,0,178,0,0,0,0,0,0,0,0,0,0,3,4,707,63,19,18,812,40,12,47,858,77,3,935,299,26,3,3,327,8,3,15,343,17,0,365,495,45,14,9,560,10,0,12,571,34,0,605
SED25501,350,17,3,23,378,57,0,428,3,0,0,0,3,0,0,0,3,3,0,6,1463,200,25,16,1706,72,10,80,1786,106,0,1894,349,32,3,6,386,14,3,19,402,23,0,427,374,51,0,4,432,15,3,17,452,6,0,461,3,0,0,0,5,0,0,0,6,0,0,6,12,0,0,3,11,0,0,0,11,0,0,11,733,86,8,7,839,28,5,35,877,31,0,908,15,5,0,0,19,6,0,6,25,0,0,31,31,11,0,0,36,0,4,5,44,5,0,46,47,11,0,0,61,8,4,13,73,6,0,75,782,98,7,7,899,40,13,50,947,39,0,986,201,17,3,0,227,12,5,10,238,33,0,273,0,0,0,0,0,0,0,0,0,0,3,3,984,119,11,12,1126,49,13,62,1185,74,3,1259,477,67,9,7,560,19,5,22,586,34,0,621,490,86,7,8,586,12,5,12,605,19,0,623
SED25605,268,14,4,17,290,86,3,371,0,0,0,0,3,0,0,0,3,0,4,8,1059,180,11,28,1275,37,13,50,1328,135,5,1466,238,27,0,0,268,7,0,7,275,11,0,294,273,37,8,4,327,11,0,6,331,7,0,342,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,6,524,66,4,5,601,15,0,17,614,26,0,644,3,0,0,0,13,3,0,3,11,0,0,16,13,3,0,0,16,0,7,7,24,0,0,22,21,4,0,0,29,3,7,5,37,0,0,33,545,75,4,6,628,13,5,23,647,28,0,679,123,25,0,0,149,3,0,8,155,58,0,215,0,0,0,0,0,0,0,0,0,0,0,0,665,99,10,8,781,21,4,29,802,87,0,895,383,41,3,3,432,18,3,17,450,42,0,492,365,62,4,7,428,13,3,16,444,20,0,465
SED25704,213,6,0,6,217,47,3,268,3,0,0,0,3,0,0,0,3,0,5,7,1213,121,31,21,1392,18,4,24,1416,101,18,1534,313,25,3,3,341,4,0,4,348,12,0,360,397,32,9,7,448,0,0,3,447,14,7,466,17,0,4,0,30,0,0,0,30,0,0,30,8,0,0,10,19,0,0,0,19,0,0,20,733,62,21,19,833,9,0,6,838,28,5,876,4,0,0,0,7,0,0,0,7,3,0,7,9,0,0,0,5,0,0,0,8,0,0,8,13,0,0,0,16,0,0,0,13,3,0,21,744,59,21,22,847,9,3,8,853,34,5,890,114,18,7,4,143,3,0,3,145,43,0,187,0,0,0,0,0,0,0,0,0,0,4,11,860,79,25,29,994,10,3,13,1000,70,13,1085,467,35,12,3,517,8,0,8,527,20,0,552,536,49,13,5,598,6,3,8,607,23,4,636
SED25802,326,11,3,15,341,44,0,378,0,0,3,4,3,0,0,0,3,0,0,7,1378,147,26,27,1580,38,7,45,1623,102,3,1726,246,19,4,6,280,3,0,7,281,11,0,292,425,47,6,7,485,4,0,10,488,18,0,514,13,0,0,0,17,0,0,0,19,0,0,19,0,0,3,4,12,0,0,0,12,0,0,15,692,67,14,16,786,10,3,16,801,35,0,839,8,0,0,0,11,0,0,0,11,3,0,12,10,0,0,0,14,0,0,0,18,3,0,18,21,3,0,0,23,0,0,0,24,3,0,27,709,69,14,16,811,10,0,14,826,36,0,865,156,27,3,3,192,4,4,9,206,41,0,246,0,0,0,0,3,0,0,0,3,0,0,3,866,101,16,23,1005,17,7,23,1035,76,0,1111,391,31,4,0,425,8,3,7,432,24,0,459,599,62,4,10,673,7,0,8,675,26,0,704
SED25905,503,19,5,23,525,124,0,655,0,0,0,4,3,0,0,0,3,0,5,8,1405,226,16,36,1676,46,10,60,1736,197,9,1947,263,37,5,0,300,3,0,4,306,16,0,322,364,69,0,6,438,12,0,12,445,16,0,466,9,4,0,0,10,0,0,0,14,0,0,14,6,0,0,7,9,0,0,0,10,3,3,18,637,106,9,8,761,18,3,15,777,37,3,818,8,0,0,0,16,0,0,0,16,4,0,17,22,0,0,0,21,3,0,3,23,0,0,26,35,0,0,0,41,5,0,5,38,4,0,47,671,110,9,11,799,17,3,19,817,44,3,859,210,60,3,10,288,14,0,21,304,72,0,375,3,0,0,0,3,0,0,0,3,3,0,3,887,164,14,24,1084,36,6,38,1121,118,4,1245,438,49,3,3,498,6,3,7,509,30,0,543,573,75,9,3,654,8,0,8,666,33,0,700
SED26005,795,25,10,35,830,185,7,1018,3,0,0,0,4,0,0,0,4,3,13,19,2405,364,36,60,2868,87,23,114,2981,302,21,3304,493,57,9,7,555,15,3,21,575,27,0,605,524,62,10,3,603,17,4,19,622,18,0,643,23,3,0,0,25,0,0,0,25,0,0,28,7,0,0,13,22,0,0,0,18,0,0,22,1044,121,17,25,1204,30,9,36,1242,48,3,1292,21,4,0,0,25,9,0,9,36,3,0,38,34,4,0,0,40,3,0,6,42,3,0,47,56,6,3,0,67,15,0,17,79,3,0,81,1094,129,18,28,1268,43,7,52,1323,52,3,1375,345,63,5,12,431,11,0,9,448,123,4,573,0,0,0,0,0,0,0,0,0,0,9,11,1443,196,22,38,1705,51,10,62,1766,178,12,1960,751,89,9,5,852,14,4,17,869,40,0,910,749,101,11,8,875,11,7,21,896,27,0,924
SED26102,205,9,0,12,211,36,0,249,0,0,0,0,0,0,0,0,0,0,5,9,855,198,28,26,1101,28,4,26,1125,79,11,1217,148,34,0,0,182,0,0,0,179,14,0,196,289,61,3,3,355,4,0,4,353,15,0,376,7,0,3,0,15,0,0,0,15,0,0,15,4,0,0,0,7,0,0,0,7,0,0,7,446,93,4,3,550,3,0,3,551,29,0,581,6,0,0,0,6,0,0,0,6,3,0,11,11,0,0,0,6,0,0,0,7,0,0,10,11,0,0,0,17,0,0,0,18,4,0,20,458,94,4,3,562,5,0,5,566,35,0,602,64,11,3,3,78,0,3,4,85,26,0,108,0,0,0,0,0,0,0,0,0,0,3,3,526,101,7,7,640,5,3,7,656,63,5,717,244,45,4,5,296,12,0,7,307,15,0,326,348,69,4,0,426,4,0,4,433,16,0,448
SED26207,256,5,0,6,264,34,0,306,0,0,0,0,4,0,0,0,4,0,3,4,1294,126,21,23,1467,33,8,42,1509,76,3,1588,272,25,3,3,298,3,0,3,300,16,0,316,383,14,7,3,413,7,0,7,415,18,0,433,3,0,3,0,9,0,0,0,9,3,0,10,0,0,0,4,4,0,0,0,4,0,0,4,658,40,14,10,727,10,0,6,734,31,0,763,6,0,0,0,6,0,0,0,6,3,0,6,9,0,0,0,10,0,0,4,12,0,0,17,13,0,0,0,14,0,0,4,16,3,0,21,670,41,20,10,740,10,3,10,752,35,0,792,130,16,6,5,154,3,0,9,160,16,0,180,0,0,0,0,0,0,0,0,0,0,0,3,807,58,19,14,896,16,5,14,914,51,0,975,417,45,3,8,471,6,0,9,473,19,0,496,502,42,6,8,556,9,0,13,568,22,0,591
SED26303,180,12,0,13,188,35,0,223,0,0,0,0,3,0,0,0,3,0,0,0,1188,188,14,17,1410,31,6,33,1447,75,3,1526,223,36,4,3,266,8,0,8,274,10,0,287,356,33,3,3,396,3,0,3,404,5,0,411,4,0,0,0,6,0,0,0,6,0,0,6,0,0,0,4,8,0,0,0,8,0,0,3,588,68,8,8,671,8,0,12,681,17,0,704,4,0,0,0,4,0,0,0,6,0,0,6,16,0,0,0,16,0,0,0,21,0,0,21,16,0,0,0,20,0,0,0,24,0,0,24,607,74,8,8,695,13,0,15,704,17,0,722,96,25,0,0,118,0,0,4,117,16,0,142,0,0,0,0,3,0,0,0,3,0,4,3,703,92,8,10,813,11,3,15,825,35,5,871,297,51,5,3,355,7,0,7,361,24,0,384,417,44,9,0,467,8,0,6,479,24,0,501
