SED_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
SED22404,0,0,0,3,0,0,3,114,0,61,65,24,4,0,0,3,4,0,0,4,4,0,11,175,0,0,0,3,4,6,11,10,0,3,0,0,7,0,0,47,0,0,0,0,0,0,6,3,0,3,0,3,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,0,9,8,17,10,6,4,0,0,7,0,4,8,0,80,0,28,15,4,3,0,0,0,0,0,0,0,0,0,4,54,0,125,137,48,44,17,26,6,0,0,0,0,0,0,8,417,4,8,24,88,198,120,146,46,10,6,10,5,7,0,49,729,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,3,10,10,12,16,3,0,5,10,3,3,3,80,0,9,14,3,24,12,7,5,0,0,0,10,0,0,0,80,0,0,0,7,3,4,3,0,0,3,0,0,0,0,7,30
SED22501,5,8,3,0,3,0,0,185,3,201,317,136,13,12,6,11,0,6,0,0,3,0,26,738,0,4,3,0,0,4,28,16,0,3,3,0,0,5,3,70,0,0,0,3,3,6,22,17,0,0,0,0,0,0,4,51,0,3,3,21,16,17,3,0,0,3,0,0,0,0,0,65,0,0,7,38,55,83,43,36,7,0,3,7,0,0,5,305,0,33,54,16,3,3,0,6,0,0,0,0,0,0,3,115,0,61,44,10,12,3,17,10,0,8,0,3,3,0,0,182,9,10,16,58,89,108,168,85,21,23,11,7,8,3,21,627,0,0,0,0,0,9,9,5,0,10,0,0,3,3,0,32,0,0,0,7,37,29,9,16,4,3,0,4,3,0,0,111,0,10,11,10,16,8,6,0,0,0,0,0,0,0,0,69,0,0,7,11,11,10,22,8,6,0,4,12,0,0,12,103
SED22607,31,18,15,10,4,15,6,303,12,417,710,361,31,13,22,27,14,9,23,24,16,12,54,1740,0,0,0,0,10,23,40,27,12,3,12,9,6,11,3,147,0,0,0,0,11,11,31,60,4,12,18,9,6,10,10,184,0,3,12,50,26,12,15,4,0,0,0,0,0,0,3,127,0,0,5,29,52,56,95,90,14,15,13,20,14,21,10,447,0,62,67,44,17,10,3,0,0,0,0,0,0,0,10,212,0,18,20,10,9,8,10,0,3,5,0,0,3,5,4,87,0,3,8,64,93,113,236,189,63,63,49,46,45,19,23,1019,0,0,0,0,0,10,10,17,17,14,13,13,18,12,0,130,0,0,0,7,38,62,45,61,8,18,12,32,23,14,12,332,0,16,22,11,25,22,5,7,5,0,0,0,3,0,0,119,0,0,0,8,15,13,37,33,3,0,6,11,8,4,5,148
SED22704,7,6,3,0,0,0,4,123,3,71,99,54,6,3,0,0,0,3,4,0,0,0,10,258,0,0,0,0,0,7,0,9,3,0,0,3,3,0,3,31,0,0,0,0,0,0,9,3,0,0,4,0,3,0,7,25,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,13,3,0,7,4,9,3,3,6,0,0,3,15,7,3,6,72,0,31,40,17,7,3,0,0,0,0,0,0,0,0,3,107,0,117,88,18,21,0,6,9,0,0,0,0,0,0,13,267,3,11,23,62,137,113,117,53,13,10,13,0,3,8,38,591,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,0,5,15,50,30,34,38,29,24,8,19,18,19,290,0,13,9,3,0,7,0,4,0,0,0,0,0,0,3,39,0,0,0,5,6,0,5,4,0,0,0,0,3,0,0,23
SED22802,0,4,3,0,0,0,3,122,7,185,211,105,11,10,11,6,0,0,0,0,0,0,21,568,0,0,0,0,3,4,7,7,3,0,0,6,0,0,0,31,0,0,0,0,0,4,7,6,0,0,0,3,0,0,0,19,0,0,0,5,11,3,7,3,0,0,0,0,3,0,3,40,0,0,7,9,13,19,6,35,8,3,0,0,0,3,3,112,0,15,20,0,3,0,0,0,0,0,0,0,0,0,3,45,0,184,191,51,67,15,10,12,0,5,4,0,0,5,13,558,0,0,12,58,120,122,151,67,21,28,16,12,3,8,30,637,0,0,0,0,0,3,3,3,0,0,0,5,0,0,0,11,0,0,0,0,21,52,52,41,10,10,16,16,9,0,9,234,0,6,21,12,22,21,9,5,0,0,0,0,0,0,0,104,0,0,0,5,9,0,16,17,0,0,0,0,0,0,3,53
SED22901,6,0,6,0,0,3,8,152,0,76,157,85,13,3,6,0,0,0,0,3,0,0,12,362,0,3,0,3,3,9,14,12,0,3,0,0,0,4,0,63,0,0,0,0,3,23,78,102,17,4,14,10,18,3,3,283,0,3,3,9,20,10,3,0,0,0,0,0,0,0,3,48,4,0,13,74,188,457,322,354,61,56,30,37,33,23,15,1672,0,21,26,12,3,3,0,0,0,0,0,0,0,0,0,68,0,106,128,27,21,4,4,10,3,0,0,0,0,0,14,319,6,6,19,57,118,119,171,110,20,19,6,14,14,10,26,717,0,0,0,0,3,10,28,20,12,0,7,8,3,0,0,86,0,0,0,19,72,127,71,93,4,12,22,28,11,8,15,478,0,9,15,11,48,43,12,6,0,3,0,0,0,0,3,148,3,0,6,10,34,54,131,160,16,23,24,9,21,13,9,511
SED23007,11,0,3,4,7,3,5,166,6,192,417,227,25,13,10,11,9,14,19,16,7,7,59,1035,0,4,0,0,3,10,39,39,8,3,12,10,15,14,4,160,0,0,0,0,5,15,58,74,10,7,7,7,15,16,7,226,0,0,0,18,23,29,11,8,0,0,0,0,0,3,6,108,0,0,5,11,61,99,175,142,37,38,62,47,71,51,38,838,0,196,338,143,30,8,3,3,0,0,0,3,0,0,43,767,0,16,17,13,8,9,11,3,3,0,0,3,0,3,0,92,0,0,6,46,98,164,364,250,93,120,86,68,59,34,64,1463,0,0,0,0,0,5,29,110,44,135,102,86,60,20,27,627,0,0,3,24,149,439,188,158,28,65,73,83,85,45,34,1373,0,34,31,36,89,55,19,6,3,3,6,3,0,3,8,289,0,0,0,3,9,30,69,30,7,13,6,6,9,5,8,199
SED23101,9,9,3,0,3,0,3,125,3,153,259,117,8,7,15,0,3,0,0,3,0,0,21,596,0,0,0,3,17,28,39,11,3,6,4,9,11,5,3,136,0,0,0,0,0,36,122,137,27,29,24,11,11,6,7,399,0,3,3,13,10,14,7,3,0,0,0,0,0,0,4,69,0,5,27,95,248,479,370,302,79,64,77,60,51,45,32,1917,0,33,18,3,6,0,0,0,0,0,0,0,0,0,0,56,0,62,48,4,14,7,4,8,0,0,0,0,0,0,6,160,5,11,19,48,115,84,158,91,37,12,27,8,7,11,19,655,0,0,0,0,3,11,25,39,6,11,7,9,23,5,4,147,0,0,0,8,49,124,51,57,29,28,13,24,25,13,14,414,0,20,20,17,37,52,9,4,0,0,0,0,0,0,3,167,0,3,9,17,29,84,105,117,20,22,13,8,21,17,21,494
SED23205,10,0,3,3,0,0,5,221,0,76,95,56,18,3,3,5,3,3,5,0,5,0,19,285,0,0,0,0,0,5,22,9,0,0,0,0,3,0,3,44,0,0,0,0,0,7,7,14,8,0,0,0,0,0,3,44,0,0,3,13,15,11,8,0,0,0,0,0,0,0,3,62,0,0,5,14,25,22,30,20,3,0,7,0,12,8,3,150,0,21,11,8,3,0,0,0,0,0,0,0,0,0,3,50,0,101,95,28,16,6,8,12,4,0,0,0,0,0,10,280,3,8,24,94,242,250,279,200,54,60,37,24,42,7,61,1388,0,0,3,10,0,3,0,4,3,3,11,4,3,0,0,51,0,0,0,10,31,82,63,70,8,13,11,30,17,21,12,371,0,6,16,5,65,46,15,4,0,0,6,0,0,0,4,164,0,0,0,3,7,10,24,4,3,0,3,0,0,3,0,65
SED23308,14,10,8,5,3,0,8,179,3,153,232,106,17,6,7,3,0,8,0,10,5,3,21,572,0,0,0,0,0,3,12,12,3,3,0,0,6,0,3,41,0,0,0,0,0,3,17,15,0,5,9,4,3,3,0,57,0,0,0,5,10,5,0,0,0,0,0,0,0,0,0,14,0,0,3,14,11,18,20,27,11,14,14,13,9,8,8,172,0,23,11,4,0,3,0,0,0,0,0,0,0,0,3,43,0,177,94,14,13,0,14,5,6,0,0,0,0,7,10,346,4,4,11,57,104,110,149,68,17,19,5,16,3,8,22,597,0,0,0,0,0,0,3,27,3,21,5,5,6,3,9,90,0,0,0,3,31,34,38,68,4,6,12,8,36,16,3,268,0,21,14,8,13,9,0,3,0,0,0,0,0,0,7,80,0,0,0,8,8,7,12,11,0,0,0,0,0,0,3,59
SED23402,10,10,0,3,5,0,5,187,6,77,118,85,13,3,8,4,0,0,4,3,0,0,17,331,0,3,0,0,0,3,8,7,0,0,0,0,0,0,3,36,0,0,0,0,3,0,17,28,8,0,6,3,0,4,0,68,0,0,0,9,0,10,3,4,0,0,5,0,0,0,0,37,0,0,7,12,20,24,22,43,9,6,0,0,4,3,0,156,0,30,20,12,8,0,0,0,0,0,0,0,0,0,3,75,0,169,158,33,48,25,7,18,0,0,0,0,0,7,15,478,3,7,22,71,159,178,270,140,49,40,23,45,19,8,34,1075,0,0,0,0,10,8,12,39,18,3,9,6,3,6,3,118,0,0,0,7,35,64,39,117,14,12,29,3,13,9,9,341,0,6,5,7,48,30,8,0,0,0,0,3,6,0,0,120,0,0,0,9,4,16,26,32,0,11,5,3,15,3,5,138
SED23502,0,8,0,0,0,0,6,78,4,74,58,10,9,5,0,5,0,3,0,0,0,0,14,175,0,3,0,0,3,3,3,0,0,0,0,0,0,3,0,15,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,8,14,0,0,3,13,3,0,3,57,0,29,18,6,3,0,0,0,0,0,0,0,0,0,0,61,0,146,182,25,16,9,3,6,0,0,0,0,0,0,22,406,3,12,33,64,130,86,105,48,14,13,15,13,5,3,50,589,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,3,19,35,25,25,10,15,12,19,21,14,11,207,0,11,5,9,3,4,4,0,0,0,0,3,0,0,4,48,0,0,0,6,0,0,0,3,0,3,0,0,3,0,0,24
SED23602,7,3,3,0,4,0,7,111,4,96,94,48,8,3,0,0,0,0,0,3,3,0,25,288,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,5,3,0,3,5,3,0,3,24,0,0,3,4,3,0,0,0,0,0,0,0,0,0,9,17,0,0,9,13,17,7,13,12,3,3,5,3,4,9,14,107,0,16,10,3,0,0,0,0,0,0,0,0,0,0,5,37,0,151,191,37,29,19,3,8,3,7,3,0,0,0,10,459,8,8,26,71,144,100,127,105,9,21,18,4,18,3,53,710,0,0,0,0,0,0,4,6,3,7,0,0,4,0,0,23,0,0,0,0,29,45,16,31,23,11,17,9,29,9,24,247,0,9,4,9,12,16,0,0,0,0,0,0,0,0,5,56,0,0,0,0,0,3,5,10,0,0,0,0,3,0,9,24
SED23702,5,5,9,0,0,0,3,182,0,59,97,54,6,5,13,8,0,0,0,0,0,0,10,250,0,0,0,0,0,0,7,4,0,4,0,0,0,4,0,27,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,6,0,0,0,12,12,13,5,0,0,0,0,0,0,0,3,48,0,0,9,3,20,16,11,7,5,0,0,4,0,0,0,79,0,20,22,12,3,0,0,0,0,0,0,0,0,0,0,60,0,149,151,58,40,10,10,3,0,0,0,0,0,0,16,438,0,3,27,90,219,188,212,93,28,15,16,12,7,6,30,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,19,39,37,42,13,15,9,31,19,12,12,259,0,11,16,5,26,16,6,3,0,0,0,0,0,0,0,82,0,3,0,11,4,4,9,5,0,0,0,0,0,0,0,37
SED23806,23,19,8,6,3,3,4,223,6,130,170,47,17,10,10,9,4,9,13,7,13,4,18,464,0,0,0,4,13,30,40,23,13,10,4,9,13,3,6,161,0,0,0,0,4,24,76,78,13,13,17,15,7,20,9,280,0,0,7,12,3,9,0,3,0,0,0,0,0,0,0,39,7,4,25,84,222,216,137,111,20,39,35,52,49,81,36,1113,0,13,10,7,0,0,0,0,0,0,0,0,0,0,0,41,0,26,23,9,8,6,15,10,3,0,0,4,5,0,5,118,4,17,32,91,132,141,254,163,52,80,56,50,58,29,32,1186,0,0,0,3,0,11,5,20,4,12,5,4,23,6,3,95,0,0,0,4,30,47,27,26,9,10,23,14,27,23,12,244,0,23,22,8,25,24,10,5,0,0,0,0,4,0,3,131,0,0,4,21,53,48,77,50,13,11,4,11,26,21,4,350
SED23901,16,9,3,0,0,0,6,217,17,408,524,190,46,15,19,3,8,4,7,3,5,0,48,1310,0,0,0,5,9,23,46,27,3,3,3,3,5,8,6,153,0,0,0,0,3,13,33,50,9,0,6,10,5,0,4,137,0,5,23,62,67,61,18,7,4,0,0,0,0,3,15,262,0,3,9,43,118,135,136,82,22,23,29,11,29,9,10,649,0,33,40,7,4,0,0,0,0,0,0,0,0,0,0,92,0,34,27,9,16,3,15,16,3,0,8,0,0,0,3,123,0,8,17,49,107,139,182,120,43,32,20,9,14,35,28,807,0,0,0,3,3,10,20,40,0,13,10,7,18,6,5,130,0,0,3,10,42,60,57,57,10,17,10,13,15,11,18,332,3,14,13,11,45,41,12,8,3,0,0,0,0,3,6,160,0,0,7,15,16,21,64,39,3,11,4,7,4,4,0,193
SED24006,8,16,3,4,0,0,5,168,16,259,334,92,19,3,17,8,3,7,4,8,5,0,27,798,0,0,6,5,11,29,46,20,6,0,3,6,5,5,9,159,0,0,0,3,19,30,88,58,22,12,13,10,15,16,4,287,0,0,9,25,14,9,0,4,0,0,0,0,0,0,0,65,3,6,23,189,325,382,240,184,45,35,41,25,49,19,28,1592,0,15,19,3,0,0,0,0,0,0,0,0,0,0,3,37,0,34,28,5,16,6,21,11,0,0,0,3,0,0,0,121,8,17,25,64,111,115,205,107,24,33,24,29,26,9,29,839,0,0,0,9,3,23,8,7,6,4,3,0,8,0,8,89,0,0,5,8,27,28,20,30,7,10,16,9,5,3,11,188,11,35,24,17,23,22,4,4,0,0,0,3,0,3,4,152,3,0,11,34,36,81,101,56,23,4,12,15,12,11,7,420
SED24105,3,0,0,0,0,0,4,123,0,109,261,154,29,7,8,5,0,0,3,3,0,0,25,606,0,0,0,7,3,11,22,21,3,0,3,0,3,0,4,80,0,0,0,0,3,6,31,34,12,6,5,8,3,0,3,112,0,0,0,32,45,33,22,11,0,6,0,3,0,0,3,152,0,0,5,19,62,119,98,90,11,52,44,27,56,38,31,643,0,64,46,19,11,0,0,0,0,0,0,0,0,0,3,135,0,51,60,12,12,3,3,0,5,0,0,0,0,0,3,145,0,7,9,27,81,151,299,192,23,59,51,45,43,15,39,1041,0,0,0,3,22,18,33,63,16,33,37,23,40,17,5,308,0,0,0,4,77,246,171,132,28,27,48,38,46,7,20,846,0,5,23,25,93,60,21,3,0,0,0,0,0,0,10,245,0,0,3,6,11,20,57,33,3,9,14,3,4,3,5,169
SED24207,0,4,8,0,0,0,0,74,0,110,235,213,39,19,24,20,3,3,4,9,5,0,25,706,0,0,0,0,0,3,19,7,7,6,4,3,4,0,3,58,0,0,0,0,0,7,30,41,7,3,8,3,12,0,3,110,0,0,0,22,35,56,37,20,0,3,9,3,0,8,17,215,0,0,0,14,33,81,127,108,46,18,19,18,13,17,20,510,3,247,542,450,168,48,39,37,3,9,0,3,6,3,46,1616,0,19,17,9,11,4,3,8,3,4,0,0,0,0,0,83,0,0,4,15,75,169,351,374,118,143,113,112,75,66,112,1726,0,0,0,6,10,31,156,167,45,95,96,65,59,48,19,798,0,0,0,43,348,1132,997,951,130,147,101,100,145,67,86,4244,0,20,24,22,99,146,49,13,3,0,3,3,3,0,3,390,0,0,0,7,9,9,60,34,4,3,0,3,8,9,3,155
SED24308,3,11,0,0,0,0,8,120,0,141,232,94,20,4,17,3,0,3,3,0,0,4,40,568,0,3,0,0,0,3,6,0,3,3,0,0,0,3,3,19,0,0,0,0,0,10,8,11,0,7,0,0,0,3,0,35,0,0,0,6,5,3,3,3,0,0,0,0,0,3,17,48,0,0,3,10,11,17,19,10,0,3,3,5,3,5,11,98,0,30,30,21,6,0,0,0,0,0,0,0,0,0,4,101,0,201,157,22,23,9,4,0,0,0,0,0,0,0,26,440,0,3,5,46,90,105,141,90,23,15,11,9,9,3,58,605,0,0,0,0,3,3,3,40,9,24,77,16,35,9,15,232,0,0,0,5,45,105,191,161,20,25,19,25,17,16,26,653,0,38,55,17,57,33,11,4,0,3,0,0,0,0,22,237,0,0,3,5,8,8,29,20,0,0,0,4,0,0,3,88
SED24408,0,9,3,3,0,0,0,50,3,24,35,7,7,0,0,0,0,0,0,0,0,0,11,83,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,0,3,3,8,0,0,0,0,0,3,3,29,0,3,8,4,0,0,0,0,0,0,0,0,0,0,0,21,0,71,72,15,5,3,10,8,0,0,0,0,0,0,10,193,0,4,8,43,79,67,119,79,8,11,20,15,5,4,21,489,0,0,0,0,0,0,3,7,0,4,3,0,0,0,0,17,0,0,0,0,12,19,23,62,5,18,5,14,26,21,12,221,0,5,4,0,8,0,0,3,0,0,0,0,0,0,0,29,0,0,0,3,0,0,4,0,0,0,0,0,0,0,4,18
SED24504,3,3,3,0,0,0,7,148,0,77,99,52,7,7,0,3,0,0,0,3,0,3,6,263,0,0,0,0,0,4,13,3,0,3,0,0,0,0,0,18,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,16,0,0,8,9,19,9,5,5,0,0,0,0,0,0,3,69,0,67,86,38,18,11,4,0,0,0,0,0,0,0,11,225,0,65,62,17,24,11,17,17,0,0,0,0,0,0,6,236,3,3,24,57,173,152,168,85,18,10,8,9,13,3,42,768,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,3,9,18,14,3,9,11,21,16,8,0,7,125,0,3,7,3,21,9,3,3,0,0,0,0,0,0,3,58,0,0,5,4,3,6,12,14,0,0,0,0,0,0,0,50
SED24606,27,13,11,8,5,6,0,212,6,102,137,58,15,6,11,14,3,7,3,4,0,0,15,387,0,0,0,3,15,34,44,29,0,4,11,14,13,11,10,188,0,0,0,0,9,12,54,34,10,14,10,14,8,3,4,170,0,0,4,14,3,10,4,0,0,0,0,0,0,0,0,37,3,7,15,62,126,119,115,62,17,28,18,24,51,21,24,688,0,11,5,5,0,0,0,0,0,0,0,0,0,0,0,25,0,33,22,4,9,13,8,9,4,0,3,3,0,0,3,112,7,9,34,65,112,125,246,108,36,53,42,34,47,23,30,976,0,0,0,0,3,3,6,9,3,3,4,9,5,5,0,59,0,0,0,8,29,35,30,47,15,7,21,9,31,19,10,261,35,96,46,21,52,26,7,0,0,0,0,0,3,0,0,287,0,3,6,19,32,27,76,31,11,23,5,15,17,9,7,287
SED24703,31,33,15,21,38,9,7,337,8,169,259,89,21,12,22,58,29,57,87,98,113,70,49,1141,0,0,0,8,8,39,118,88,23,51,43,84,127,132,121,841,0,0,0,3,12,43,290,451,120,175,223,291,351,356,275,2591,0,3,5,17,13,18,9,6,0,4,5,0,0,5,5,84,0,3,10,56,115,257,611,783,219,381,457,779,939,882,235,5715,0,18,42,15,3,3,0,0,0,0,0,0,0,0,8,87,0,28,23,11,15,5,17,17,0,9,5,11,9,22,16,184,3,0,24,57,159,211,369,340,136,148,150,164,210,172,90,2232,0,0,0,4,4,4,26,28,8,18,10,28,36,39,3,200,0,0,0,12,36,139,86,119,37,50,62,79,113,101,29,853,3,8,14,3,27,30,9,9,3,3,6,9,17,7,4,161,0,0,6,14,30,66,233,222,85,106,128,204,241,278,62,1668
SED24808,0,0,3,6,0,0,0,166,0,63,135,78,15,13,12,3,0,0,3,0,0,0,16,343,0,0,3,0,0,0,11,3,0,0,0,0,0,0,0,24,0,0,0,0,5,7,17,15,0,3,0,3,3,0,0,53,0,0,0,21,20,9,17,7,0,0,0,0,3,0,3,80,0,0,0,15,16,24,26,34,7,5,0,3,5,3,4,155,0,147,262,159,88,37,24,22,17,8,0,6,7,0,28,798,0,55,92,15,24,0,16,8,0,7,0,0,0,0,14,228,0,3,13,64,155,221,422,342,109,150,99,79,56,36,97,1842,0,0,0,0,4,7,35,70,5,14,14,0,5,3,3,160,0,0,0,4,59,130,158,366,31,33,42,54,60,20,21,991,0,9,7,3,51,39,12,15,0,0,0,0,0,0,6,155,0,0,0,8,5,7,20,23,0,3,0,0,5,0,0,78
SED24904,0,0,0,0,4,3,0,49,13,208,268,96,13,4,0,0,6,7,5,3,4,4,52,690,0,0,0,0,0,0,0,9,0,4,0,0,0,6,17,37,0,0,0,0,0,0,19,11,0,0,0,0,4,18,18,63,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,9,11,23,5,15,19,31,54,74,73,320,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,39,38,6,5,4,3,3,0,0,3,0,3,0,11,114,0,3,9,43,81,100,146,48,14,17,33,8,18,11,25,552,0,0,0,0,0,0,4,7,5,11,0,3,7,7,0,46,0,0,0,4,19,49,40,57,18,14,21,24,15,10,3,274,0,7,0,3,5,6,0,0,0,0,0,0,0,0,0,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9
SED25003,3,7,4,0,0,7,11,133,3,260,693,545,60,36,38,35,10,3,7,17,10,3,190,1923,0,0,0,3,4,7,18,8,0,0,3,0,0,0,3,50,0,0,0,0,7,8,26,39,0,0,5,3,0,0,3,99,0,0,3,90,85,156,87,51,9,3,4,6,8,3,20,528,0,0,8,15,55,119,67,51,13,5,14,23,17,0,10,389,0,92,163,70,33,9,0,0,0,0,0,3,0,0,7,377,0,16,24,3,3,0,0,3,0,0,0,0,0,0,5,61,0,0,5,24,75,94,213,97,43,54,61,40,37,12,25,784,0,0,3,4,8,25,65,82,9,16,28,21,17,16,3,288,0,0,3,10,79,261,189,175,21,34,42,38,17,11,26,908,0,5,18,7,38,24,11,3,0,0,8,0,0,0,0,114,0,0,0,5,4,28,33,27,0,3,7,3,10,8,0,133
SED25102,0,0,0,0,5,0,3,133,0,63,91,29,6,3,3,12,0,5,0,0,0,0,14,232,0,0,4,0,4,7,22,8,3,0,0,0,3,0,0,53,0,0,0,0,3,4,12,12,0,4,8,0,0,0,3,44,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,14,0,0,13,10,19,12,20,17,3,3,3,3,8,0,5,110,0,14,19,6,5,0,0,0,0,0,0,0,0,0,0,51,3,181,252,90,69,26,35,16,6,0,0,0,0,0,33,716,3,3,30,74,145,145,149,88,10,13,11,3,7,6,38,718,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,3,17,45,35,18,4,0,11,12,8,7,4,148,0,9,11,13,41,17,11,8,0,3,0,0,0,0,4,111,0,0,7,5,9,5,7,4,9,5,0,0,0,0,0,49
SED25205,25,30,16,6,3,0,9,325,7,108,170,105,27,4,10,5,5,11,4,11,4,3,17,493,0,0,3,0,3,26,41,8,5,5,0,0,0,3,8,104,0,0,0,0,5,3,18,18,0,0,0,0,0,0,0,54,0,3,4,22,18,11,8,9,3,0,0,0,0,0,0,69,0,0,3,21,45,49,30,25,0,4,3,0,0,6,0,187,0,19,24,8,7,0,0,0,0,0,0,0,0,0,5,59,0,52,35,12,20,11,11,16,0,0,0,4,0,3,4,178,3,3,13,87,179,160,289,132,46,43,29,17,10,12,26,1055,0,0,0,4,3,4,7,15,3,0,0,3,9,3,0,53,0,0,0,5,50,138,58,56,16,13,18,7,21,12,4,414,0,9,7,14,82,75,16,11,0,3,0,3,3,0,9,234,0,0,3,8,9,31,23,19,0,0,0,0,0,0,0,97
