POA_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA3108,7559,8278,15836,236,252,490,36,28,58,1036,1012,2048,22,28,49,21,27,48,27,27,60,5,4,8,3,0,3,8,8,12,0,0,0,1152,1131,2284,330,412,744,20,27,45,1741,1813,3557,601,646,1248,9897,10737,20636
POA3109,11128,11899,23021,172,206,371,24,24,43,1084,1159,2246,19,17,34,32,44,71,22,27,43,0,0,0,0,0,0,0,5,6,0,0,0,1177,1275,2454,374,425,801,16,20,33,1739,1918,3664,679,767,1442,13545,14582,28131
POA3111,4857,5385,10241,53,57,108,8,6,14,454,452,907,12,17,31,3,4,9,4,4,4,0,0,0,0,0,0,0,3,3,0,0,0,477,484,969,65,68,136,5,10,15,601,620,1229,375,407,782,5835,6412,12248
POA3113,3578,3570,7147,37,47,78,7,10,16,250,250,503,6,12,18,0,0,0,3,0,4,0,0,0,3,3,8,0,0,0,0,0,0,268,276,545,23,22,49,7,8,8,336,348,691,316,252,571,4229,4178,8405
POA3114,1730,1578,3306,27,25,48,0,3,6,101,122,224,4,3,8,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,112,131,241,11,10,15,4,0,4,146,162,311,95,83,186,1976,1826,3802
POA3115,1672,1623,3300,17,14,27,4,0,4,105,107,213,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,114,227,4,5,9,0,3,3,129,130,263,108,105,211,1911,1866,3776
POA3116,4028,4083,8115,38,46,88,0,8,6,427,436,864,7,18,20,3,0,3,6,4,15,0,0,0,3,0,6,0,0,0,0,0,0,455,464,914,31,43,75,8,0,8,536,551,1084,283,278,559,4846,4917,9765
POA3121,9895,10424,20318,599,624,1219,136,133,272,1749,1914,3662,94,104,196,31,43,66,88,86,167,16,17,31,7,3,11,24,14,41,0,0,0,2147,2304,4449,459,489,946,37,30,71,3233,3457,6690,1565,1577,3142,14689,15457,30150
POA3122,7573,8107,15680,444,460,902,70,61,135,1499,1535,3031,49,60,109,27,18,42,44,32,78,16,8,22,3,7,11,23,27,46,0,0,0,1733,1747,3476,541,545,1082,30,13,42,2738,2770,5508,1029,1082,2108,11340,11960,23297
POA3123,4764,5237,9999,172,179,351,33,47,85,944,1014,1955,23,25,46,12,16,28,26,35,64,7,8,17,0,0,0,8,3,12,0,0,0,1053,1152,2211,235,305,540,15,19,38,1477,1656,3137,499,525,1026,6741,7415,14159
POA3124,8048,9241,17293,174,205,377,27,40,71,960,1094,2056,25,26,54,12,14,27,22,26,52,8,10,13,6,10,7,15,11,24,0,0,0,1070,1229,2306,239,302,543,20,31,49,1506,1764,3273,640,703,1344,10196,11714,21907
POA3125,4888,5641,10533,202,211,409,34,39,72,808,808,1622,17,18,35,12,9,25,15,14,25,10,14,26,0,10,5,11,4,24,0,0,3,915,914,1834,566,587,1160,18,9,23,1702,1718,3427,440,502,943,7036,7861,14895
POA3126,3001,3406,6410,61,73,126,11,16,28,330,375,701,6,3,10,0,3,5,4,7,15,3,9,9,0,0,0,4,3,9,0,0,0,359,414,776,93,88,187,4,7,13,520,585,1098,242,257,498,3759,4247,8005
POA3127,7025,7682,14708,112,148,262,28,23,52,784,881,1665,29,30,64,15,13,26,19,10,32,3,0,3,3,8,6,4,6,9,0,0,0,878,976,1857,193,220,408,4,3,13,1190,1349,2541,513,539,1053,8729,9566,18301
POA3128,6579,7156,13736,332,342,671,32,34,72,1059,1136,2190,27,21,48,23,18,46,8,9,16,9,9,18,0,3,3,6,3,6,0,0,0,1162,1237,2401,654,676,1322,22,17,37,2162,2269,4437,730,756,1481,9465,10185,19652
POA3129,6489,7085,13576,154,173,327,25,27,50,785,768,1556,15,16,32,10,6,14,21,16,38,0,3,3,0,3,3,0,8,9,0,0,0,854,846,1702,279,329,608,13,5,24,1304,1360,2661,459,493,949,8257,8934,17191
POA3130,12425,13492,25911,262,274,529,29,28,56,1376,1323,2698,19,17,36,17,19,35,15,19,38,4,5,8,6,3,8,14,10,27,0,0,0,1479,1431,2908,293,318,605,18,19,34,2046,2034,4082,918,950,1866,15385,16477,31858
POA3131,8511,9305,17822,118,128,242,25,32,58,1048,1000,2051,24,29,51,10,9,16,17,12,29,0,3,6,0,0,0,4,0,6,0,0,0,1127,1086,2216,241,265,499,19,14,35,1504,1486,2986,658,790,1453,10673,11583,22256
POA3132,6208,6600,12812,134,143,273,26,28,60,695,739,1433,20,14,36,13,24,34,9,17,23,0,3,4,0,0,0,3,3,3,0,0,0,765,827,1594,139,168,309,14,6,18,1047,1143,2193,442,496,941,7702,8245,15948
POA3133,8927,9563,18491,120,132,256,18,23,44,776,823,1598,18,25,44,7,10,18,16,19,32,4,9,11,3,0,8,5,3,4,0,0,0,851,903,1759,203,218,421,12,5,17,1184,1262,2448,501,524,1024,10611,11348,21965
POA3134,12937,13531,26469,189,214,405,34,31,71,1393,1423,2817,35,41,76,11,18,22,9,14,21,3,9,13,7,5,10,3,6,12,0,0,0,1490,1544,3037,234,256,494,33,23,54,1949,2034,3989,968,975,1945,15858,16541,32402
POA3135,7829,8275,16108,128,128,258,21,18,37,839,857,1693,13,13,29,7,5,11,15,17,34,3,3,8,0,3,3,0,0,0,0,0,0,894,919,1816,138,162,305,27,21,47,1190,1227,2425,580,593,1175,9599,10100,19700
POA3136,16734,18354,35090,280,304,590,29,36,70,2108,2346,4455,30,39,65,18,24,39,11,17,36,9,10,12,13,4,16,7,10,23,0,0,0,2233,2490,4716,194,235,425,47,35,86,2754,3066,5818,1315,1580,2891,20803,22996,43799
POA3137,5450,5792,11236,67,60,128,8,10,18,547,648,1193,5,5,7,3,3,4,9,4,13,3,3,4,0,0,0,0,0,0,0,0,0,577,678,1256,36,24,62,12,10,26,694,777,1469,461,505,966,6605,7070,13677
POA3138,8820,8948,17766,209,228,437,16,9,22,864,958,1819,14,21,27,5,10,11,6,0,10,0,0,0,0,0,0,0,0,0,0,3,3,901,998,1899,78,79,163,19,8,31,1211,1311,2520,661,711,1368,10688,10968,21657
POA3139,5801,5747,11548,121,129,250,7,9,14,407,424,833,18,17,33,0,0,3,3,11,15,0,0,0,0,6,4,0,0,0,0,0,0,437,458,899,4,16,28,8,8,17,572,618,1194,407,414,826,6780,6778,13559
POA3140,6484,7052,13533,159,173,335,20,23,38,629,706,1330,11,12,20,6,4,6,5,0,10,4,0,8,0,0,3,0,0,0,0,0,0,671,742,1421,29,37,73,12,9,20,880,967,1839,511,492,1004,7873,8507,16376
POA3141,7009,7597,14605,364,436,803,169,217,384,1755,2017,3768,113,135,250,42,49,94,94,100,194,14,12,28,12,6,16,21,30,49,0,0,0,2213,2570,4782,714,882,1595,38,31,66,3325,3915,7241,1490,1608,3100,11820,13121,24946
POA3142,4288,5046,9333,172,189,364,37,41,81,640,715,1356,23,26,53,7,12,12,12,15,29,4,4,7,0,0,0,7,12,17,0,0,0,734,831,1566,120,145,266,11,7,19,1043,1174,2215,569,697,1270,5895,6923,12820
POA3143,2980,3437,6416,90,114,211,22,29,53,489,646,1133,11,20,38,10,6,20,8,5,18,4,4,8,3,3,4,7,12,16,0,0,0,554,735,1285,86,120,210,0,10,8,734,982,1717,383,442,821,4092,4863,8960
POA3144,3849,4314,8164,131,139,271,17,23,37,560,582,1145,17,17,32,3,9,12,20,24,45,5,3,11,3,0,5,3,0,4,0,0,0,635,660,1294,104,134,238,13,5,15,882,933,1821,384,418,808,5122,5660,10787
POA3145,8587,9115,17699,205,255,457,33,39,77,1092,1145,2237,29,36,60,10,14,21,22,14,29,7,7,12,3,3,7,12,12,20,0,0,0,1198,1258,2456,415,620,1037,12,11,25,1831,2143,3969,680,738,1423,11096,11993,23095
POA3146,9599,10265,19870,265,286,558,45,40,91,1097,1181,2282,28,33,63,12,12,18,20,16,40,4,8,12,4,4,6,4,6,16,0,0,0,1225,1299,2521,253,271,523,15,11,29,1756,1860,3624,761,787,1552,12122,12918,25036
POA3147,5528,5884,11416,113,109,215,37,23,56,634,660,1294,17,12,28,8,6,18,12,4,14,0,0,0,0,0,0,3,3,6,0,0,0,705,712,1412,158,156,310,8,13,24,981,986,1963,544,567,1116,7052,7441,14496
POA3148,3065,3191,6258,85,76,157,8,15,29,497,461,956,10,6,20,0,4,9,13,11,19,4,0,5,9,7,13,0,3,3,0,0,0,546,504,1050,167,183,351,7,3,14,806,765,1574,339,355,692,4207,4310,8516
POA3149,12687,13583,26276,307,303,611,62,51,108,1536,1470,3004,32,29,65,24,27,44,26,33,65,6,9,20,3,3,11,6,8,16,0,0,0,1699,1629,3335,551,561,1112,21,19,44,2584,2511,5099,989,981,1970,16265,17075,33346
POA3150,23464,24790,48259,568,591,1165,88,76,166,2290,2143,4432,50,39,96,31,36,66,45,61,109,5,3,6,7,3,10,13,28,42,0,0,0,2528,2395,4927,977,1075,2049,36,17,54,4115,4084,8196,1562,1672,3236,29141,30541,59680
POA3151,3970,4217,8191,56,59,117,18,14,31,444,417,856,7,9,15,9,9,22,3,3,4,0,0,0,0,0,0,0,3,3,0,0,0,482,457,935,219,202,422,9,6,14,764,721,1487,277,226,503,5013,5167,10184
POA3152,13003,14046,27048,192,240,433,33,38,73,1357,1511,2871,30,32,62,25,24,43,18,16,31,0,3,3,8,4,9,6,3,15,0,0,0,1478,1622,3099,255,303,564,18,32,50,1945,2199,4141,824,788,1613,15774,17029,32805
POA3153,7879,8197,16079,120,111,230,11,13,18,935,1024,1958,14,15,35,10,6,12,7,3,10,6,8,9,0,0,0,4,0,4,0,0,0,986,1070,2056,99,129,228,20,34,55,1221,1345,2559,755,852,1616,9859,10396,20255
POA3154,1782,1820,3605,9,12,23,0,4,3,168,161,330,3,3,8,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,176,177,349,6,10,15,3,3,4,194,197,391,181,196,372,2156,2213,4368
POA3155,8522,8990,17509,180,203,380,28,21,56,973,1064,2037,18,25,40,3,4,7,11,6,18,3,0,7,0,0,0,0,0,0,0,0,0,1042,1119,2167,79,100,179,14,16,36,1315,1443,2759,809,767,1576,10640,11207,21848
POA3156,15473,15914,31387,138,160,300,22,31,51,1253,1352,2608,20,17,34,12,7,18,12,10,30,3,10,16,8,3,8,3,3,9,4,4,8,1345,1434,2774,118,107,227,32,16,47,1630,1721,3351,1117,1169,2284,18220,18806,37022
POA3158,2807,2822,5629,33,37,73,12,10,22,213,188,396,3,3,6,0,0,0,4,5,5,5,0,3,0,0,3,0,0,0,0,0,0,234,206,440,14,14,29,3,3,7,282,267,546,201,209,407,3290,3294,6586
POA3159,1083,1101,2184,16,16,27,3,7,11,62,72,136,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,69,84,156,5,3,8,4,3,7,91,105,198,123,118,239,1298,1317,2623
POA3160,3789,3770,7556,45,46,93,10,7,18,290,310,599,12,10,16,0,0,0,3,3,10,0,0,4,0,0,3,3,4,7,0,0,0,318,330,648,29,32,57,3,3,9,389,418,806,267,295,562,4452,4474,8927
POA3161,5480,5912,11389,214,220,435,28,33,64,670,709,1383,16,29,47,8,8,21,16,14,32,6,3,12,7,7,11,0,0,0,0,0,0,754,804,1552,214,211,426,16,13,29,1195,1242,2440,609,662,1269,7286,7815,15107
POA3162,6552,7173,13725,187,192,381,32,27,59,699,744,1445,17,9,27,8,4,12,20,14,32,8,3,7,0,0,0,8,5,14,0,0,0,787,810,1593,163,206,368,26,24,51,1164,1220,2388,612,562,1176,8331,8962,17293
POA3163,11310,12060,23373,350,373,728,68,65,128,1853,1903,3757,49,48,99,22,20,41,33,21,55,11,17,33,3,3,3,14,14,24,0,0,0,2043,2088,4138,676,828,1503,31,30,65,3110,3315,6428,1089,1056,2138,15507,16438,31941
POA3165,10814,11394,22210,243,254,499,31,31,61,1134,1158,2286,33,24,52,13,15,27,20,13,35,3,4,7,0,0,3,0,7,7,0,0,0,1225,1249,2477,196,213,411,25,15,41,1687,1738,3424,800,858,1659,13306,13990,27297
POA3166,8704,9243,17947,201,210,411,52,44,94,1203,1144,2343,21,18,41,20,18,38,18,23,44,10,6,15,6,3,6,6,8,10,0,0,0,1327,1263,2596,420,445,861,15,15,29,1966,1930,3898,821,805,1626,11487,11982,23470
POA3167,3724,3789,7510,50,57,107,6,13,27,318,355,671,3,3,9,0,3,6,11,12,26,0,0,0,0,0,7,0,0,3,0,0,0,355,385,740,93,99,195,12,7,20,506,557,1063,312,289,600,4551,4628,9180
POA3168,5971,5903,11870,645,634,1285,55,40,96,1208,1059,2267,40,36,73,26,27,51,29,29,52,12,14,26,5,9,11,17,9,26,0,0,0,1382,1224,2605,1330,1480,2806,35,19,50,3397,3352,6751,715,672,1386,10085,9924,20008
POA3169,7816,7807,15622,205,189,390,46,32,75,853,698,1557,17,12,27,14,9,22,16,12,25,5,8,21,3,3,6,6,4,5,0,0,0,962,785,1741,413,415,830,19,16,38,1597,1406,3004,660,611,1269,10069,9829,19899
POA3170,7738,7917,15656,141,131,271,20,20,42,689,684,1380,23,12,40,7,12,20,10,3,12,3,5,7,4,4,9,5,4,5,0,0,0,754,749,1504,198,215,414,11,11,21,1102,1101,2204,653,634,1290,9500,9652,19155
POA3171,8257,8025,16280,463,428,890,38,15,52,846,643,1489,31,28,56,9,15,23,14,17,27,3,0,4,5,4,8,3,0,4,0,0,0,944,723,1666,455,475,930,33,24,56,1895,1648,3539,876,756,1625,11021,10426,21449
POA3172,9377,9682,19064,184,175,358,16,13,34,759,725,1481,11,20,26,3,3,4,13,10,19,3,3,5,3,0,6,0,3,5,0,0,0,811,774,1584,208,232,434,32,7,39,1228,1192,2419,698,650,1347,11308,11525,22830
POA3173,10271,10576,20849,269,283,553,26,28,54,1052,1073,2129,26,19,44,12,9,15,17,11,36,0,3,4,3,0,3,0,3,3,0,0,0,1139,1143,2283,199,261,463,22,19,39,1627,1714,3340,679,614,1294,12580,12904,25481
POA3174,14528,14769,29299,429,380,813,37,40,74,1897,1602,3497,43,29,69,27,25,50,15,14,24,6,3,16,3,4,13,5,10,14,0,0,0,2035,1722,3752,551,638,1185,62,58,125,3078,2792,5870,1449,1315,2762,19052,18875,37930
POA3175,20380,18972,39352,1206,850,2056,113,88,199,2277,1838,4112,79,62,138,80,44,128,52,29,79,22,27,45,17,19,35,9,4,10,0,0,0,2640,2096,4732,727,817,1544,64,29,84,4637,3785,8417,2516,2180,4702,27535,24943,52472
POA3177,4285,4041,8318,185,146,330,27,22,52,626,444,1068,26,11,38,29,16,46,13,8,19,3,6,8,0,0,0,0,0,0,0,0,0,734,504,1238,120,122,238,11,4,19,1046,783,1827,519,459,978,5849,5276,11123
POA3178,14112,14579,28695,142,142,281,28,26,48,1084,1132,2218,16,21,35,22,11,35,13,15,30,3,3,3,5,0,5,3,0,8,0,0,0,1170,1209,2381,142,191,328,9,8,20,1466,1551,3011,813,808,1622,16391,16935,33328
POA3179,2489,2463,4957,38,37,74,5,4,9,214,258,471,10,12,21,0,3,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,227,288,513,30,33,66,6,3,7,297,361,655,181,168,357,2975,2994,5968
POA3180,2984,3129,6117,57,52,105,3,3,5,315,297,613,4,6,15,4,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,334,315,647,33,45,81,3,0,10,431,414,838,217,209,429,3634,3756,7384
POA3181,6189,6523,12713,257,320,574,101,112,218,1303,1463,2766,79,95,174,23,37,56,69,56,130,18,18,41,12,0,14,14,12,28,0,0,0,1628,1802,3426,381,423,808,37,27,66,2299,2569,4871,1243,1242,2486,9736,10336,20072
POA3182,6829,6563,13387,443,493,938,131,114,248,1534,1552,3089,105,114,220,31,29,68,59,56,116,18,14,34,12,5,19,9,14,18,0,0,0,1900,1901,3802,586,590,1177,31,22,56,2961,3011,5969,1958,1852,3813,11743,11428,23172
POA3183,6216,6427,12644,242,207,451,58,69,131,1089,1125,2221,43,62,99,15,14,30,33,33,66,7,9,21,8,9,11,18,10,22,0,0,0,1270,1329,2601,281,312,587,33,16,48,1828,1860,3689,930,955,1886,8977,9249,18221
POA3184,4844,5374,10216,263,306,576,57,64,121,917,1092,2011,39,44,82,3,7,14,17,18,41,4,10,14,5,8,9,3,7,9,0,0,0,1046,1254,2298,193,255,449,18,16,32,1525,1829,3359,832,939,1767,7197,8148,15344
POA3185,4608,5079,9688,117,131,245,30,34,61,671,742,1413,19,25,44,0,5,7,12,11,24,0,0,3,0,0,0,5,5,6,0,0,0,742,821,1560,129,160,290,6,14,23,990,1130,2121,466,490,961,6069,6694,12766
POA3186,8230,9388,17624,383,411,797,54,54,113,907,1008,1909,37,37,72,7,14,14,14,20,33,0,0,3,0,5,3,6,8,14,0,0,0,1030,1134,2167,236,320,554,23,31,53,1673,1902,3574,871,997,1871,10780,12286,23066
POA3187,6051,6744,12796,99,104,206,22,19,45,679,713,1391,18,24,40,0,6,6,5,12,13,0,0,0,3,3,5,4,4,10,0,0,0,733,785,1515,131,141,272,7,9,17,980,1032,2010,489,586,1081,7524,8358,15883
POA3188,6793,7267,14061,169,160,326,29,36,68,757,789,1545,24,27,53,11,8,21,13,12,25,3,0,3,0,7,7,3,8,9,0,0,0,845,882,1727,163,184,352,10,15,25,1183,1239,2424,651,761,1408,8630,9269,17896
POA3189,2129,2226,4355,49,52,99,7,13,22,314,332,649,11,15,29,0,6,9,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,343,361,710,60,78,138,7,3,7,456,499,958,267,238,505,2850,2965,5815
POA3190,3832,4331,8159,73,85,158,11,14,29,457,519,975,15,16,28,4,3,7,3,8,13,0,4,4,0,0,0,0,3,3,0,0,0,494,563,1057,70,64,137,4,10,12,647,724,1367,377,406,782,4855,5461,10314
POA3191,3720,4140,7856,123,143,262,24,22,49,441,477,917,8,14,23,7,8,13,10,13,20,0,3,3,3,3,4,3,0,0,0,0,0,499,537,1036,83,94,181,3,7,14,705,788,1488,395,402,790,4817,5324,10137
POA3192,8366,9178,17541,189,202,391,35,27,62,1021,1060,2079,21,29,54,9,10,20,18,10,28,0,4,5,0,0,0,0,4,5,0,0,0,1106,1150,2251,139,191,326,15,17,30,1447,1555,2999,703,784,1482,10515,11514,22027
POA3193,7552,8157,15707,225,239,466,27,39,67,695,776,1476,12,9,23,10,4,8,11,9,21,0,4,3,3,3,3,3,4,9,0,0,0,765,841,1610,112,135,247,5,3,9,1105,1218,2329,628,713,1333,9281,10082,19363
POA3194,4719,5167,9886,127,136,260,22,18,44,668,712,1383,12,19,30,3,5,8,7,11,17,4,6,12,4,0,4,0,0,0,0,0,0,718,778,1494,115,123,240,8,5,15,968,1044,2019,452,473,922,6142,6682,12823
POA3195,14192,15055,29247,333,332,659,35,40,78,1231,1309,2534,36,28,63,9,7,15,17,15,35,4,4,5,6,6,10,3,0,6,0,0,0,1334,1418,2751,261,211,472,16,25,41,1948,1983,3931,1125,1182,2310,17256,18225,35483
POA3196,9410,10229,19640,231,268,497,28,25,56,1114,1234,2348,20,16,35,4,9,15,7,12,20,3,5,7,3,9,11,3,0,5,0,0,0,1186,1311,2496,93,120,208,22,31,49,1525,1725,3248,1006,1073,2077,11941,13024,24965
POA3197,4357,4696,9054,98,111,209,3,3,8,506,536,1044,14,12,31,0,0,0,6,6,9,4,3,6,0,0,0,0,0,0,0,0,0,537,564,1104,50,55,97,9,15,23,692,742,1437,438,494,928,5484,5932,11415
POA3198,6280,6340,12622,131,160,291,16,16,38,664,764,1433,22,25,50,5,8,8,10,7,12,3,3,4,4,0,4,3,3,8,0,0,0,730,830,1557,42,60,105,24,18,43,928,1071,1998,776,828,1604,7984,8243,16225
POA3199,19961,21393,41356,600,654,1257,52,49,101,2581,2752,5332,68,59,124,9,13,26,28,26,55,4,11,15,13,16,23,3,9,9,0,0,0,2765,2931,5700,205,235,439,65,63,130,3634,3888,7522,2245,2503,4749,25844,27791,53634
POA3200,2075,2169,4252,72,68,139,3,3,7,255,242,489,5,8,15,0,0,0,4,0,4,0,3,3,0,0,0,0,0,0,0,0,0,271,251,524,15,15,31,13,9,19,364,341,711,374,370,741,2815,2880,5700
POA3201,7989,8268,16257,231,236,462,24,17,45,774,849,1629,24,16,38,3,5,11,6,7,20,5,3,8,3,0,6,0,0,0,0,0,0,848,913,1758,54,86,145,21,15,40,1155,1253,2404,880,860,1736,10017,10379,20398
POA3202,1133,1130,2261,23,21,49,5,3,12,111,110,219,12,3,15,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,126,122,252,38,31,70,7,0,10,196,185,376,112,123,238,1440,1437,2876
POA3204,11501,12306,23803,354,327,674,44,41,81,1471,1496,2969,19,25,40,27,21,44,20,17,37,3,4,8,5,4,11,0,4,8,0,0,0,1582,1617,3202,367,405,765,15,16,29,2315,2362,4681,922,917,1842,14739,15589,30326
POA3205,3563,3793,7358,112,125,239,41,45,86,617,637,1253,38,42,78,12,7,18,23,22,47,10,4,13,0,0,0,6,6,9,0,0,0,743,759,1499,181,198,386,7,14,17,1050,1093,2139,648,649,1298,5262,5534,10793
POA3206,3799,3995,7796,159,157,319,22,19,46,403,439,839,24,21,41,7,3,11,8,6,14,0,0,0,0,0,3,5,3,6,0,0,0,472,497,967,113,112,224,15,13,22,748,781,1530,462,475,936,5009,5247,10257
POA3207,5355,5833,11186,346,363,707,55,65,125,736,799,1534,44,47,94,8,7,17,27,28,57,13,12,19,4,3,12,5,3,6,0,0,0,892,967,1862,177,218,391,22,14,28,1442,1558,3001,829,936,1763,7625,8324,15951
POA3211,539,513,1050,3,7,14,0,0,0,50,46,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,46,95,0,0,0,6,3,6,60,56,117,71,70,142,665,639,1304
POA3212,6127,6289,12410,367,411,776,13,10,28,480,522,1009,19,19,40,3,5,10,10,11,24,3,0,5,6,3,9,0,0,0,0,0,0,539,587,1118,49,64,109,8,17,29,962,1072,2036,1474,535,2004,8558,7898,16454
POA3213,1698,1704,3407,39,37,79,9,4,13,103,117,212,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,123,238,11,7,13,6,3,7,160,174,337,126,127,249,1986,2001,3989
POA3214,8778,9225,18001,590,646,1242,31,34,63,739,765,1500,37,27,62,14,17,33,9,12,21,3,5,4,3,3,9,3,0,3,0,0,0,834,862,1695,150,162,306,34,26,60,1604,1705,3303,1176,1217,2388,11555,12140,23692
POA3215,7621,8257,15881,275,311,582,19,19,38,841,920,1761,23,17,46,11,12,30,14,14,33,3,4,6,10,4,17,3,3,4,0,0,0,922,1000,1927,101,101,204,20,35,50,1319,1446,2765,810,927,1743,9754,10634,20383
POA3216,20737,22329,43067,853,888,1741,88,107,192,2634,2875,5508,80,101,182,32,32,63,45,42,84,13,32,47,22,17,39,8,15,25,0,0,0,2927,3224,6154,392,263,655,34,34,64,4202,4408,8617,1926,2068,3993,26861,28810,55670
POA3217,1975,1969,3943,177,189,367,9,13,26,763,738,1500,18,20,34,0,0,4,0,5,4,0,0,0,6,6,11,4,3,5,0,0,0,803,790,1589,15,25,33,4,5,6,994,1010,2002,238,273,509,3202,3247,6453
POA3218,4825,5272,10100,198,238,431,20,24,45,634,742,1375,26,18,49,15,12,20,12,11,15,5,4,9,3,4,13,3,3,5,0,0,0,714,816,1535,90,84,177,12,7,23,1013,1153,2167,464,524,990,6300,6953,13250
POA3219,7335,8070,15405,246,280,528,23,24,45,716,875,1592,25,26,48,4,4,7,18,14,27,3,3,5,5,7,13,4,5,8,0,0,0,795,958,1756,51,66,121,18,16,37,1117,1320,2437,794,864,1659,9249,10254,19509
POA3220,5747,6083,11831,244,274,521,42,35,77,804,940,1751,25,23,43,14,23,34,21,21,39,3,9,11,3,3,6,12,13,23,0,0,0,915,1065,1982,150,164,312,25,21,42,1332,1519,2852,734,775,1509,7805,8381,16185
POA3221,292,291,585,7,9,17,3,0,0,34,26,63,0,0,0,0,0,0,0,0,6,0,0,0,3,4,7,0,0,0,0,0,0,36,37,73,0,0,0,0,0,0,46,42,90,37,27,65,378,357,740
POA3222,5664,6041,11702,329,365,698,8,15,23,504,591,1103,21,18,47,3,0,5,17,20,30,4,3,8,3,6,12,4,3,10,0,0,0,569,663,1230,25,19,42,10,18,26,933,1065,1996,522,609,1136,7118,7709,14829
POA3223,2748,2900,5648,134,157,289,6,12,17,323,328,647,9,8,11,3,6,11,7,4,9,0,0,0,4,3,5,0,4,3,0,0,0,346,356,698,5,3,11,9,8,11,488,521,1011,348,346,698,3584,3772,7354
POA3224,5438,5770,11204,238,265,498,23,19,41,491,562,1056,23,21,43,6,3,14,11,3,8,5,3,9,0,0,0,0,0,3,0,0,0,559,622,1174,27,32,62,10,12,26,835,932,1764,503,523,1028,6778,7226,13998
POA3225,1457,1706,3162,69,83,143,3,5,9,121,139,262,7,8,15,3,3,5,3,0,7,0,0,0,3,6,7,0,0,0,0,0,0,144,160,305,10,14,23,0,3,0,225,260,483,188,201,387,1863,2166,4031
POA3226,5269,5690,10957,439,483,920,26,22,46,432,494,933,26,14,41,4,3,4,11,15,27,3,7,7,0,0,0,3,5,10,0,0,0,503,564,1071,44,49,92,8,3,12,994,1102,2096,465,499,960,6725,7290,14013
