POA_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA3161,97,318,55,38,14,745,238,59,546,93,64,41,1040,24,17,66,16,15,3,135,16,3,58,27,53,7,167,46,10,131,36,33,31,277,1158,386,3069,722,654,203,6189
POA3162,117,352,97,38,15,843,212,73,543,142,88,38,1095,11,11,58,16,20,3,114,23,3,75,48,89,14,259,30,14,112,43,51,25,276,1091,429,3196,940,861,253,6768
POA3163,212,658,122,87,29,1601,302,145,764,264,190,45,1716,43,11,90,35,42,0,224,38,9,127,76,147,10,408,96,18,184,54,77,48,480,2644,818,5734,1781,1850,373,13205
POA3165,158,490,132,91,29,1169,206,108,540,266,202,47,1370,15,6,76,37,40,4,177,18,15,70,69,183,15,370,43,10,106,60,81,46,349,1228,543,3784,1653,2071,363,9641
POA3166,136,429,87,72,12,1032,172,83,530,182,196,32,1184,15,4,59,15,23,5,123,27,7,65,52,136,12,294,44,6,112,47,56,38,302,1443,448,3432,1253,1654,254,8487
POA3167,41,117,43,31,6,318,49,31,172,78,90,19,436,5,3,20,10,23,0,55,4,3,17,22,66,9,115,6,0,45,35,43,16,143,405,145,1078,524,773,123,3055
POA3168,41,284,41,20,13,794,149,37,398,133,96,22,833,5,0,30,7,11,0,60,17,3,57,45,60,8,189,60,8,103,41,28,30,260,1494,196,2317,793,734,177,5709
POA3169,38,173,62,44,9,445,90,41,374,182,183,37,908,9,0,22,13,24,4,75,18,0,43,60,122,23,265,37,0,75,68,81,55,322,836,179,2064,1052,1414,281,5828
POA3170,76,219,85,57,10,604,91,59,351,147,154,42,842,12,0,30,18,27,0,81,18,4,49,44,131,9,261,25,0,96,43,76,34,281,805,247,2351,1088,1462,257,6208
POA3171,25,108,34,26,9,267,66,17,236,129,122,22,587,4,0,20,10,17,3,55,14,3,52,66,112,15,262,19,6,93,74,73,58,322,478,91,1662,976,1118,280,4606
POA3172,74,234,90,71,15,576,73,47,287,185,186,31,807,0,0,26,16,35,7,86,15,8,38,73,181,13,326,15,3,68,59,104,61,309,419,223,1791,1243,1908,315,5901
POA3173,67,211,59,41,12,493,120,61,399,206,204,31,1013,3,0,32,20,24,3,87,19,4,53,67,173,13,328,23,7,96,65,131,53,383,765,237,2476,1344,1911,331,7066
POA3174,69,251,105,84,25,679,117,65,480,378,434,61,1545,6,0,29,25,34,6,92,14,8,73,121,236,18,470,51,3,114,107,204,107,600,963,260,2841,2053,2845,546,9507
POA3175,84,257,132,102,22,725,139,83,660,464,569,86,2002,9,0,28,25,39,3,111,23,4,71,120,293,29,543,47,10,148,146,287,167,805,1007,311,3187,2552,3879,741,11686
POA3177,11,33,25,17,3,107,14,10,85,90,128,22,355,0,0,0,0,11,0,13,0,0,12,12,68,8,99,7,0,24,37,51,44,164,128,41,434,458,864,168,2088
POA3178,121,461,171,104,22,1103,174,108,630,346,333,62,1645,12,3,46,40,54,3,156,20,13,81,85,352,17,565,43,3,121,83,185,57,504,1140,452,3647,2211,3735,444,11621
POA3179,37,73,25,16,3,188,25,24,112,71,74,14,318,0,0,9,6,15,0,35,7,0,14,13,51,0,92,9,0,27,3,43,9,96,190,98,606,362,648,64,1967
POA3180,34,122,21,42,0,264,25,24,134,74,93,4,358,0,0,12,6,7,0,33,5,4,16,24,60,3,120,5,0,16,15,41,19,103,219,108,783,431,806,91,2423
POA3181,101,358,72,39,17,858,237,118,639,120,103,24,1236,31,12,179,58,57,6,351,18,6,79,66,109,3,288,40,18,151,45,43,37,335,1512,547,4989,1276,1285,225,9839
POA3182,152,414,83,50,10,1068,285,114,559,154,108,42,1263,44,18,185,74,66,4,397,26,8,94,72,150,12,368,42,15,191,65,72,53,427,1884,635,4854,1611,1808,334,11130
POA3183,144,441,118,69,26,1097,227,108,515,146,99,12,1115,40,12,110,40,31,8,244,23,9,77,71,91,6,276,45,11,113,50,50,38,308,1373,518,3816,1217,1228,224,8385
POA3184,117,362,63,38,11,877,209,96,497,121,72,32,1027,41,16,109,42,42,3,252,21,16,65,59,86,4,245,44,8,108,40,49,28,270,1228,523,3540,1067,1155,202,7717
POA3185,91,264,62,37,12,614,156,77,364,96,67,18,769,17,13,50,25,15,5,130,15,8,39,34,65,3,168,27,8,88,21,26,17,195,872,413,2587,695,737,143,5447
POA3186,98,343,90,37,12,833,249,81,567,117,74,37,1125,25,9,83,26,30,3,178,21,10,67,30,83,3,220,55,16,179,58,45,39,404,1556,517,4024,1072,967,261,8399
POA3187,85,245,62,33,10,597,149,67,349,102,64,31,754,8,8,50,28,20,0,123,7,9,37,21,65,4,148,33,16,100,40,41,22,250,874,356,2560,831,782,181,5588
POA3188,104,294,84,49,17,726,174,74,420,142,77,24,915,9,9,62,33,24,3,140,12,8,61,26,64,5,182,34,7,105,53,45,29,266,1070,442,2828,1018,969,175,6511
POA3189,36,117,19,13,3,231,32,19,110,66,53,5,288,4,5,15,7,11,0,41,7,3,14,18,43,3,94,6,3,28,13,22,15,83,238,112,798,377,483,67,2065
POA3190,75,179,64,32,7,458,75,57,194,101,108,13,537,15,3,34,16,10,0,79,10,3,33,32,66,4,146,10,0,40,30,46,19,141,462,242,1512,724,826,107,3877
POA3191,67,203,55,28,3,461,97,53,214,94,56,12,522,17,8,39,7,22,3,97,8,5,22,20,40,4,100,23,6,76,19,32,17,164,618,264,1653,577,598,104,3822
POA3192,128,415,101,68,12,902,135,105,465,192,174,29,1108,6,4,48,41,43,3,146,19,9,50,67,148,10,304,40,4,82,45,117,31,311,908,461,2845,1437,1970,252,7867
POA3193,111,389,86,57,12,865,152,80,368,124,84,23,828,11,4,67,26,25,6,133,4,6,43,34,66,4,160,41,9,114,53,57,29,295,940,439,2954,1127,1187,228,6876
POA3194,83,282,69,41,22,623,75,65,275,112,99,23,654,4,5,36,22,15,3,93,7,7,29,30,100,3,175,12,3,53,18,56,27,167,535,307,1761,838,1172,176,4789
POA3195,236,746,185,154,39,1713,216,164,731,301,313,53,1787,16,12,88,51,71,8,249,31,16,63,107,240,12,462,55,11,112,89,142,52,468,1386,751,4522,2402,3465,452,12971
POA3196,147,461,138,88,11,1027,118,102,458,245,280,37,1241,6,0,56,39,60,4,166,7,3,48,70,201,13,345,22,10,83,57,147,47,368,682,441,2584,1696,3008,299,8710
POA3197,53,164,57,53,8,384,48,38,208,126,143,14,575,0,0,30,11,18,3,69,3,0,20,28,96,7,159,12,0,22,30,95,26,190,254,167,1065,758,1498,153,3900
POA3198,83,227,84,74,14,575,57,38,263,204,256,26,849,7,7,26,12,24,0,75,3,4,19,39,162,15,241,3,0,37,25,122,48,241,269,212,1197,1013,2183,248,5120
POA3199,267,782,289,264,26,1904,229,193,1009,681,835,112,3057,11,8,68,66,102,13,261,22,10,64,114,423,32,669,32,15,133,121,340,109,742,963,756,4026,3312,6627,688,16372
POA3200,5,13,16,20,0,67,3,4,24,47,85,17,191,0,0,3,3,11,0,22,0,0,3,5,37,6,55,0,0,7,11,32,13,63,38,22,135,190,582,84,1041
POA3201,49,138,108,106,8,469,47,44,245,255,358,46,992,0,0,15,17,36,3,71,4,0,17,46,227,12,311,9,0,36,48,173,50,318,224,147,1014,1204,3078,290,5957
POA3202,17,40,12,9,4,92,18,8,55,23,39,5,144,6,0,0,3,6,0,14,3,0,8,7,14,0,33,6,0,11,9,17,0,46,108,50,366,170,254,20,976
POA3204,204,549,145,101,11,1397,245,117,687,266,218,59,1592,33,14,93,46,34,8,219,23,14,102,64,149,6,367,63,6,132,75,84,41,398,1981,740,4826,1793,1868,336,11545
POA3205,54,161,39,18,7,377,129,35,223,40,26,16,483,20,11,91,20,17,0,162,23,4,47,22,39,4,131,30,7,57,12,23,17,143,946,304,2302,550,521,118,4738
POA3206,40,148,22,7,4,354,158,45,240,40,16,13,516,16,8,78,22,14,3,140,14,4,33,11,28,0,88,30,4,71,22,25,21,174,849,253,2029,474,404,107,4119
POA3207,80,221,64,38,18,569,145,56,304,82,61,13,656,25,8,99,35,36,3,205,14,6,59,36,92,13,216,35,11,112,43,52,39,288,1180,452,3085,1031,1098,214,7066
POA3211,0,4,9,4,3,33,8,3,9,14,10,3,44,0,0,3,4,3,0,10,0,0,0,4,18,0,24,0,0,3,0,8,3,13,26,12,65,79,212,22,404
POA3212,60,195,83,82,16,480,32,47,199,175,242,28,734,3,0,28,17,22,4,75,5,3,21,30,123,8,194,10,0,18,38,73,29,163,199,163,1037,950,2262,206,4822
POA3213,4,42,21,25,3,107,9,8,57,44,57,11,188,0,0,3,10,10,0,14,0,0,0,11,51,3,63,3,0,9,10,27,12,59,56,40,244,237,590,71,1233
POA3214,23,122,68,91,5,362,26,24,129,150,373,31,739,0,0,4,8,18,8,42,0,0,10,33,129,6,186,0,0,12,20,103,78,224,119,85,539,652,2293,345,4035
POA3215,87,283,110,106,13,679,64,76,339,210,318,41,1050,3,6,22,11,25,3,70,3,3,34,46,158,3,254,7,3,33,30,114,35,215,298,258,1497,1058,2480,263,5856
POA3216,340,1210,346,286,48,2783,318,272,1429,601,789,105,3510,17,10,97,52,99,14,289,30,13,100,130,397,14,683,23,8,105,78,187,63,472,1511,975,5703,3141,6329,575,18231
POA3217,41,173,42,37,3,343,41,32,168,85,87,10,431,0,0,9,14,21,0,37,3,0,15,19,69,0,105,5,0,11,17,38,12,82,153,112,722,514,1019,75,2587
POA3218,101,302,91,84,8,710,95,102,398,143,173,23,947,12,10,34,18,18,3,87,8,6,32,31,98,4,179,11,3,36,32,51,19,154,439,318,1687,842,1493,160,4939
POA3219,61,183,83,106,20,502,75,86,388,213,383,39,1193,6,0,11,13,43,3,72,6,8,25,31,188,6,271,4,3,22,24,103,37,187,250,224,1210,935,2523,267,5405
POA3220,127,405,118,65,12,911,224,114,643,203,141,27,1354,3,11,38,14,27,8,104,10,5,21,42,113,4,205,11,3,61,23,57,21,175,705,422,2326,960,1402,153,5973
POA3221,8,14,0,3,0,39,8,5,16,3,3,3,38,0,0,3,4,0,0,9,0,0,9,0,6,0,17,0,0,3,3,3,0,9,24,14,103,43,83,5,284
POA3222,73,177,83,54,13,463,42,66,249,179,290,28,854,0,4,18,17,21,7,64,0,3,17,36,148,10,204,4,0,22,16,82,18,151,192,188,946,785,1974,175,4266
POA3223,25,57,26,25,5,170,22,21,81,56,92,18,284,0,0,8,3,13,5,25,0,3,6,6,34,3,53,3,0,16,9,24,14,68,87,65,333,291,688,104,1580
POA3224,29,171,98,79,4,435,30,55,247,181,292,33,844,3,0,15,11,27,0,58,7,3,14,28,156,4,213,3,0,10,22,81,17,133,159,121,843,823,2126,150,4228
POA3225,17,73,19,11,3,156,31,12,77,32,22,3,186,0,4,13,3,3,0,20,3,0,6,5,18,0,36,9,6,7,3,5,6,32,122,75,398,190,261,35,1087
POA3226,116,352,91,63,22,755,98,97,329,155,189,39,904,5,4,11,15,33,3,71,9,3,31,30,90,3,165,9,4,21,19,48,14,121,351,355,1445,852,1619,160,4774
POA3227,42,91,33,14,0,220,57,35,130,33,34,20,309,3,3,13,9,17,3,45,3,3,7,8,21,0,42,0,3,18,14,22,5,60,182,125,557,262,461,50,1634
POA3228,128,467,117,70,21,979,113,104,456,198,125,36,1031,14,5,21,25,26,3,100,4,8,35,50,111,3,211,10,7,60,33,67,31,207,554,378,2258,1145,1896,210,6438
POA3230,25,60,11,13,0,131,16,9,61,28,11,7,131,4,3,12,8,17,0,38,0,0,6,4,16,3,33,0,3,12,3,9,8,35,74,55,305,140,257,35,868
POA3231,12,34,6,5,0,62,11,5,29,13,6,0,63,0,0,7,5,3,0,17,3,0,0,0,3,0,4,0,3,8,4,5,0,22,29,21,148,77,116,21,416
POA3232,4,15,7,0,0,35,3,3,11,6,9,3,39,0,0,3,0,4,0,12,0,0,0,3,8,0,7,0,0,6,0,6,3,14,27,19,103,61,115,20,342
POA3233,14,26,5,4,0,53,6,3,22,18,18,0,72,0,0,3,0,4,0,10,0,0,0,3,6,0,13,0,0,4,7,4,0,18,27,30,134,122,246,36,601
POA3234,0,3,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,9,20,3,65
POA3235,3,3,0,0,0,10,3,3,3,11,5,3,30,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,3,0,3,0,7,13,7,27,33,53,6,144
POA3236,0,0,0,0,0,3,0,3,7,6,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20,17,22,0,74
POA3237,0,0,3,6,0,9,0,0,3,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,7,3,18,17,42,6,86
POA3238,5,5,0,0,0,13,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,28,9,18,5,77
POA3239,0,7,4,0,0,12,0,0,10,3,7,0,14,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,3,29,27,48,4,118
POA3240,8,33,19,13,3,95,10,7,35,21,36,0,107,0,0,3,3,0,0,14,0,4,7,3,29,0,39,5,0,4,4,12,4,22,53,33,182,127,321,27,739
POA3241,3,32,17,15,0,68,3,8,40,20,50,3,122,0,0,7,0,6,0,17,0,0,3,6,18,0,29,0,0,4,3,11,3,24,26,13,166,124,356,40,730
POA3242,5,9,9,3,0,27,3,3,21,10,14,0,49,0,0,3,0,0,0,3,0,0,0,0,5,0,12,0,0,3,0,3,3,11,8,10,70,54,115,18,274
POA3243,0,0,4,0,0,13,3,0,6,3,3,0,17,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,7,8,3,35,25,45,7,126
POA3249,9,35,5,8,5,73,11,8,42,46,53,8,164,0,0,0,4,4,0,12,0,0,3,5,21,0,31,0,0,3,4,15,13,42,34,24,165,176,477,74,958
POA3250,36,138,48,55,5,299,31,23,125,123,235,42,581,0,0,4,9,21,0,39,4,0,7,22,95,0,130,0,0,8,8,69,30,114,83,84,498,512,1698,204,3076
POA3251,0,6,0,0,0,7,0,0,7,3,8,3,22,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,3,0,5,0,3,21,21,71,14,130
POA3254,0,3,0,0,0,4,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,4,7,0,3,3,9,46,12,73
POA3260,13,75,20,27,0,139,7,11,61,46,77,18,215,0,0,3,0,3,0,6,0,0,0,6,42,3,55,0,3,3,3,25,8,43,41,40,248,197,621,91,1229
POA3264,14,27,11,13,3,64,4,5,29,25,41,5,106,0,0,0,0,3,0,0,0,0,3,0,20,0,30,0,0,0,0,7,8,21,17,28,97,76,274,44,532
POA3265,9,37,7,9,0,69,6,15,31,27,31,3,109,0,0,3,3,4,0,11,0,0,0,4,15,3,20,0,0,7,3,18,3,33,16,29,145,141,389,45,765
POA3266,8,26,8,9,0,54,0,4,30,19,38,8,98,0,0,3,0,0,0,3,0,0,0,0,32,0,30,0,0,3,7,18,5,35,9,28,135,107,421,49,746
POA3267,0,4,0,0,0,3,0,0,0,3,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,26,3,54
POA3268,6,32,13,10,0,66,4,3,28,21,19,4,81,0,0,0,3,4,0,10,0,0,4,4,15,0,17,0,0,0,0,3,7,12,22,21,148,116,345,49,691
POA3269,0,6,3,0,0,11,0,0,7,3,3,0,16,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,7,12,8,45,30,97,16,213
POA3270,0,3,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,21,18,30,3,70
POA3271,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,22,19,3,55
POA3272,0,18,9,5,0,42,0,0,14,24,22,0,67,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,4,0,10,15,13,64,78,190,26,381
POA3273,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,14,6,43
POA3274,0,0,0,0,0,8,0,0,4,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,15,18,30,3,68
POA3275,3,3,6,3,0,18,0,0,8,10,11,3,34,0,0,0,0,0,0,0,0,0,0,4,5,0,12,0,0,0,0,4,3,7,3,3,25,22,82,9,147
POA3276,3,3,0,0,0,11,0,0,0,3,6,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,6,0,4,22,33,69,12,145
POA3277,6,24,8,8,0,50,4,4,33,23,28,5,99,0,0,3,0,0,0,6,0,0,0,3,29,4,32,0,0,3,0,20,0,25,23,11,114,92,318,34,583
POA3278,0,0,0,0,0,8,0,3,3,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,4,8,21,38,4,82
POA3279,0,0,0,0,0,3,0,0,5,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,18,13,43,9,89
POA3280,132,550,131,180,19,1163,141,173,713,384,527,82,2016,9,5,16,32,64,10,137,7,7,28,60,258,18,373,9,7,31,25,120,46,244,413,449,2299,1474,3932,414,8977
POA3281,5,43,12,14,0,86,0,9,39,22,19,5,99,0,0,0,0,0,0,6,0,0,3,0,13,0,20,0,0,0,4,11,0,21,21,22,137,99,262,24,558
POA3282,9,31,10,11,6,83,11,18,43,26,40,10,143,0,0,0,0,4,0,6,0,0,0,3,31,3,42,0,0,0,3,6,7,17,23,33,140,114,366,40,719
POA3283,11,21,8,6,0,41,13,5,22,20,16,3,78,0,0,0,0,3,0,3,0,0,0,5,11,0,20,0,0,0,3,4,15,31,23,22,98,77,177,33,431
POA3284,14,66,14,11,0,120,24,13,72,40,38,5,187,0,3,7,0,5,0,22,0,3,0,6,12,0,20,0,0,6,3,12,0,25,64,48,290,154,366,36,963
POA3285,8,11,8,4,0,36,4,8,17,13,9,0,48,0,0,0,3,0,3,7,0,0,0,0,10,0,10,3,0,3,0,8,0,19,36,20,74,59,169,25,377
POA3286,0,4,5,4,0,17,0,0,4,7,8,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,7,5,3,22,40,75,8,151
POA3287,4,11,5,5,0,15,0,0,3,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,8,6,0,3,23,26,55,14,131
POA3289,0,8,3,3,0,18,3,5,12,11,14,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,6,8,42,42,101,30,225
POA3292,0,0,0,0,0,3,0,0,0,0,6,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,21,3,43
POA3293,0,0,0,0,0,4,0,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,17,15,35,9,86
POA3294,5,16,8,4,0,40,0,5,16,7,3,3,35,0,0,3,0,0,0,4,0,0,0,0,3,0,4,6,0,0,0,3,0,8,18,17,81,65,124,25,334
POA3300,48,148,38,74,11,361,33,47,208,127,181,15,607,0,0,8,8,19,3,32,3,3,15,22,110,5,153,0,0,3,5,43,11,70,124,131,606,423,1430,131,2834
POA3301,6,24,6,4,0,41,5,7,23,9,14,4,65,0,0,0,0,3,0,3,0,0,3,0,6,0,7,0,0,4,0,3,0,12,20,14,110,84,175,19,417
POA3302,0,0,0,0,0,3,0,0,7,7,7,0,17,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,24,18,38,8,85
POA3303,0,4,0,0,0,9,0,0,0,9,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,14,14,46,3,86
POA3304,5,15,7,8,3,43,4,7,17,19,40,3,87,0,0,0,0,4,0,4,0,0,0,3,20,0,19,0,0,3,9,20,7,37,15,15,78,101,376,49,633
POA3305,43,158,46,65,3,337,20,43,174,137,234,38,645,0,0,4,15,12,0,34,0,0,11,23,108,7,148,3,3,11,8,73,22,120,80,128,579,504,1803,187,3284
POA3309,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,7,0,27
POA3310,0,0,3,0,0,5,0,0,4,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,11,39,3,68
POA3311,3,23,3,4,0,39,7,6,20,22,28,7,89,0,0,0,0,3,0,3,0,0,0,0,15,0,13,0,0,0,0,7,6,10,13,8,53,53,180,27,339
POA3312,0,11,0,0,0,9,0,0,11,5,18,4,36,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,3,0,3,3,3,50,42,143,11,261
POA3314,0,7,7,4,3,22,0,0,11,3,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,5,7,5,35,58,76,15,194
POA3315,4,14,0,8,0,33,0,5,26,18,30,5,81,0,0,0,0,3,0,3,0,0,0,0,11,0,13,0,0,0,0,7,7,12,6,15,91,61,227,41,440
POA3317,0,3,0,0,0,3,0,0,3,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,6,19,25,3,61
POA3318,3,14,7,3,0,35,0,0,23,14,23,7,63,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,4,3,7,6,8,67,70,152,21,326
POA3319,0,5,0,0,0,12,0,3,6,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,17,18,42,7,89
POA3321,8,30,5,6,0,65,0,8,25,19,18,0,66,0,0,0,0,0,0,4,3,0,0,4,8,0,19,0,0,0,0,13,0,18,22,38,133,103,268,15,573
POA3322,0,0,0,0,0,0,0,0,4,4,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,3,30,6,52
POA3323,0,3,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,13,0,31
POA3324,3,7,0,0,0,8,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,21,17,53,14,116
POA3325,0,3,3,0,0,10,0,0,3,3,3,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,0,3,0,0,7,3,0,24,19,43,3,96
POA3328,10,35,10,5,0,63,3,10,27,16,36,11,102,0,0,0,0,7,0,7,0,0,0,4,28,0,28,0,0,0,0,10,3,20,18,40,114,96,294,35,586
POA3329,0,5,3,0,0,14,0,0,3,5,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,7,7,4,18,21,48,12,103
POA3330,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,9,28,4,41
POA3331,25,93,36,31,0,223,7,27,99,61,114,9,324,0,0,8,7,5,0,22,0,0,4,14,68,0,96,0,3,7,6,39,11,64,69,79,364,362,980,72,1926
POA3332,0,3,4,7,3,24,0,0,9,13,21,0,53,0,0,0,3,0,0,3,0,0,0,0,14,0,13,0,0,3,0,7,0,8,14,9,42,55,169,6,299
POA3333,3,8,5,3,0,21,3,3,10,7,6,0,32,0,0,0,0,3,0,4,0,0,0,0,9,0,9,0,0,0,3,6,0,10,17,11,50,38,108,21,246
POA3334,0,4,3,4,0,19,3,0,9,9,3,0,26,0,0,0,0,3,0,3,0,0,0,3,0,0,4,0,0,0,3,3,0,9,10,3,32,30,55,9,134
POA3335,16,89,22,28,4,187,18,15,123,62,49,3,279,0,0,5,7,9,0,23,3,0,10,18,44,3,80,4,0,17,14,30,27,89,142,55,587,408,614,96,1909
POA3337,89,342,134,168,21,813,55,45,297,378,449,51,1271,4,0,29,28,70,7,138,9,3,30,57,332,21,456,6,3,38,57,190,92,387,306,227,1463,1702,4651,495,8841
POA3338,59,231,79,96,12,538,52,59,231,199,279,30,854,3,7,14,16,37,7,81,8,3,15,40,176,8,252,8,0,35,54,136,44,279,345,185,1225,1088,2753,281,5876
POA3340,92,309,108,127,22,749,45,61,239,189,249,27,807,7,0,22,22,40,3,97,6,3,23,42,199,13,274,11,0,27,30,123,29,210,302,241,1232,1063,2891,265,5991
POA3341,6,24,4,10,3,63,6,7,16,14,17,0,70,0,0,3,3,3,0,11,0,0,6,3,20,3,27,0,0,3,0,12,0,18,36,22,107,88,256,32,545
POA3342,9,36,25,17,3,110,10,16,43,24,53,3,149,0,0,4,3,3,0,12,0,5,5,3,22,0,39,0,0,10,3,32,3,43,45,52,208,149,454,48,972
POA3345,9,16,7,9,0,49,0,4,11,11,6,0,40,0,0,3,3,0,0,10,0,0,0,0,3,0,8,0,0,4,3,10,3,17,19,16,87,73,163,12,371
POA3350,450,1225,321,349,38,2935,468,381,1653,664,772,103,4040,28,11,131,56,106,18,353,15,17,72,109,414,22,644,22,13,87,63,192,73,452,1609,1257,5705,3005,6429,604,18614
POA3351,37,91,40,52,6,240,22,36,141,85,134,23,439,0,0,4,10,18,0,31,0,0,3,5,74,4,89,0,0,10,11,53,21,89,75,107,436,396,1239,148,2396
POA3352,72,217,90,92,4,572,61,95,268,202,231,35,894,0,3,21,14,34,12,87,0,3,16,17,146,10,191,4,4,23,16,93,19,163,276,250,1010,831,2303,232,4902
POA3355,50,125,33,60,4,310,44,45,165,114,165,22,560,3,0,7,11,19,3,44,0,0,11,20,64,3,103,3,0,17,9,48,33,104,140,146,602,402,1271,161,2733
POA3356,30,153,70,80,6,370,31,63,205,176,299,30,801,0,0,13,9,27,0,51,3,0,12,27,137,5,180,4,0,6,17,63,12,102,112,120,697,643,2137,162,3871
POA3357,44,111,32,12,0,245,36,22,99,36,37,11,248,4,0,4,3,5,0,22,3,0,5,9,28,0,39,3,3,7,0,13,5,36,129,92,390,198,351,43,1194
POA3360,3,10,0,3,0,19,0,3,10,5,18,4,37,0,0,0,0,0,0,3,0,0,0,0,8,0,8,0,0,0,3,10,4,17,3,9,30,22,96,13,181
POA3361,0,3,6,0,0,13,0,0,6,10,11,5,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,21,31,59,6,132
