POA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
POA3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3331,9,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,15,9,18,0,0,0,0,0,0,0,45,21,10,9,3,0,0,0,0,0,3,44,5,5,6,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,28,8,17,3,0,0,0,0,0,3,66,59,5,3,0,0,0,0,0,0,4,77,11,4,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,71,11,12,0,0,0,0,3,0,4,99,92,0,3,0,4,0,0,0,0,3,100,13,0,0,0
POA3332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,15,0,3,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,7,0,0,0,0,0,0,0,26,19,0,0,0,0,0,0,0,0,0,27,0,0,0,0
POA3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,12,10,0,0,0,0,0,0,0,0,3,10,4,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,3,14,24,0,0,0,0,0,0,0,0,0,29,8,0,0,0
POA3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,11,11,0,0,0,0,0,0,0,0,0,17,4,0,0,0
POA3335,183,36,24,16,22,11,11,13,449,0,0,0,0,0,0,0,0,0,0,0,104,90,198,40,22,16,22,8,11,14,532,26,7,7,0,3,3,0,0,0,0,52,78,46,154,39,29,15,10,4,3,6,375,3,0,4,0,0,0,0,0,0,3,18,0,0,4,0,0,0,0,0,0,0,4,84,51,158,44,29,15,10,4,3,6,398,0,0,0,0,0,0,0,0,0,0,0,114,60,169,44,29,15,9,4,3,7,454,32,5,13,0,0,0,0,0,0,0,51,76,30,46,10,3,7,4,0,0,4,174,12,4,0,0,0,0,0,0,3,7,22,0,0,0,0,0,0,0,0,0,0,3,88,32,44,10,3,7,5,0,3,5,203,0,0,0,0,0,0,0,0,0,0,0,121,37,59,12,9,7,5,0,3,11,252,38,8,0,0,0,0,0,0,0,3,48,120,9,10,0
POA3337,326,47,39,55,45,38,19,24,881,0,0,0,0,0,0,0,0,0,3,3,252,201,382,59,50,63,59,49,22,39,1179,211,65,67,14,14,12,4,0,0,23,400,242,189,236,23,28,19,24,17,4,13,805,15,19,29,9,10,3,5,10,4,3,99,3,3,3,0,0,0,0,0,0,0,13,259,216,268,29,39,21,27,29,10,18,913,0,0,0,0,0,0,0,0,0,0,0,464,282,334,44,51,37,31,31,10,39,1313,444,49,41,4,7,5,3,3,0,25,584,294,108,97,5,5,10,12,12,0,11,558,36,25,20,8,3,7,3,5,3,7,102,4,0,0,0,0,0,0,0,0,0,4,332,135,116,13,10,20,15,14,0,15,665,0,0,0,0,0,0,0,0,0,0,3,781,176,151,19,20,21,18,18,0,40,1252,616,14,12,0,0,0,0,4,0,21,667,432,34,25,3
POA3338,406,58,51,56,58,37,20,12,914,0,0,0,0,0,0,0,0,0,0,0,163,153,460,70,64,65,69,48,25,22,1142,123,48,69,6,9,4,5,3,4,7,273,145,173,294,24,23,29,15,22,8,14,743,11,12,20,7,0,4,8,0,0,0,64,0,0,7,0,3,0,0,0,0,0,13,152,192,319,32,22,29,28,20,8,14,814,0,0,0,0,0,0,0,0,0,0,6,273,233,385,39,30,33,28,26,12,24,1095,247,26,52,3,3,7,3,0,0,8,358,183,67,98,7,7,0,8,15,6,9,399,17,10,21,0,3,6,0,4,10,3,75,0,0,3,0,3,0,0,0,0,0,7,205,74,121,15,16,10,6,20,10,13,485,0,0,0,0,0,0,0,0,0,0,3,446,99,175,21,20,16,10,22,12,29,843,354,13,10,4,4,0,0,0,0,6,401,197,19,18,0
POA3340,68,5,4,5,14,12,6,0,151,0,0,0,0,0,0,0,0,0,0,0,56,39,98,8,14,8,15,14,6,3,263,119,39,44,10,10,4,0,0,3,11,236,39,30,45,3,5,8,7,3,3,0,146,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,39,30,51,3,3,8,4,3,3,0,151,0,0,0,0,0,0,0,0,0,0,0,160,67,94,10,11,8,6,3,6,8,385,261,38,27,8,0,3,0,0,0,13,344,67,11,20,0,4,0,0,0,0,5,101,5,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,69,12,19,0,4,0,0,0,3,6,114,0,0,0,0,0,0,0,0,0,0,0,326,50,45,4,4,3,0,0,3,25,464,330,9,13,0,0,3,3,0,0,3,365,100,8,3,0
POA3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,13,3,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,19,28,3,3,0,0,0,0,0,0,4,42,5,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,39,3,4,0,0,0,0,0,0,4,54,34,0,0,0,0,0,0,0,0,3,38,9,0,0,0
POA3342,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,3,0,0,0,24,23,3,3,0,0,0,0,0,0,0,33,5,3,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,29,12,7,0,0,0,0,0,0,3,51,55,5,6,0,0,0,0,0,0,3,74,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,64,6,8,0,0,0,0,0,0,5,88,59,3,0,0,0,0,0,0,0,3,68,17,3,4,0
POA3345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,13,28,0,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,0,0,0,0,0,0,36,40,0,0,0,0,0,0,0,0,0,41,3,0,0,0
POA3350,319,42,67,52,45,47,28,13,702,0,0,0,0,0,0,0,0,0,0,0,132,98,374,58,101,74,52,70,43,20,1020,193,67,56,15,10,14,6,7,3,11,383,61,122,208,21,25,26,13,15,12,7,511,3,4,14,3,9,3,6,4,3,4,45,0,0,0,0,0,0,0,0,0,0,3,65,125,227,25,31,25,20,20,20,12,562,0,0,0,0,0,0,0,0,0,0,0,260,187,285,37,43,45,31,28,18,20,951,371,50,33,3,10,3,4,8,3,12,496,95,56,53,8,3,4,3,3,3,6,236,0,7,11,3,0,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,104,61,69,14,3,4,7,3,4,4,265,0,0,0,0,0,0,0,0,0,0,0,475,114,95,13,19,4,7,9,7,20,760,524,18,19,0,0,3,0,0,0,19,584,124,20,17,0
POA3351,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,10,3,0,0,0,0,0,0,26,33,9,3,3,0,0,0,0,0,0,50,7,8,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,45,13,6,3,0,0,0,0,0,0,76,98,7,5,0,0,0,0,0,0,4,120,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,110,10,12,0,0,0,0,0,0,4,135,124,3,3,0,0,0,0,0,0,8,138,33,0,0,0
POA3352,4,0,0,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,3,3,17,8,16,4,0,4,0,5,0,7,68,45,15,12,0,0,0,0,0,0,3,88,11,22,12,0,3,0,0,0,0,0,43,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,22,10,0,3,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,3,3,56,39,23,0,3,0,0,0,0,7,133,155,11,28,0,3,0,3,0,0,10,215,16,5,0,0,3,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,3,0,3,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,11,11,176,17,27,0,7,0,3,0,0,22,261,194,4,5,0,0,0,0,0,0,12,221,31,4,3,0
POA3355,37,3,16,12,4,16,12,0,125,0,0,0,0,0,0,0,0,0,0,0,26,15,45,5,18,19,7,25,12,0,167,29,8,10,3,3,0,3,0,3,0,58,16,20,29,6,11,7,6,10,3,0,97,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,21,34,6,7,7,5,10,3,0,103,0,0,0,0,0,0,0,0,0,0,0,41,28,43,9,11,10,9,10,3,0,164,65,7,3,0,4,0,3,0,0,4,88,20,17,8,3,0,3,3,3,0,0,57,3,3,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,24,19,17,5,0,3,3,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,85,28,18,7,4,3,5,3,0,4,150,88,3,0,0,0,0,0,0,0,7,100,23,4,3,0
POA3356,62,12,15,13,6,10,7,3,139,0,0,0,0,0,0,0,0,0,0,0,22,19,75,15,23,11,5,15,7,6,194,48,13,7,0,0,4,0,0,0,0,75,3,17,36,6,3,3,3,0,0,0,71,0,0,6,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,3,3,19,41,6,3,6,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,55,30,45,5,3,13,0,3,0,0,159,88,9,0,0,0,0,0,0,0,6,99,20,9,13,0,0,0,0,0,0,0,46,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,22,15,15,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,109,18,15,3,0,0,0,0,0,3,162,109,3,0,0,0,0,0,0,0,9,122,17,6,3,0
POA3357,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,3,3,0,0,20,15,14,6,0,10,3,4,0,0,3,44,4,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,15,13,12,0,10,3,4,0,0,4,56,35,9,7,0,0,0,0,0,0,0,45,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,42,11,3,0,0,0,0,0,0,0,59,51,8,4,0,0,0,0,0,0,0,63,3,0,0,0
POA3360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,24,0,0,0,0,0,0,0,0,3,26,0,0,0,0
POA3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0
POA3363,9,0,0,3,4,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,4,4,6,3,0,30,9,6,0,0,0,0,0,0,0,0,12,0,0,10,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,12,5,8,0,3,0,0,0,0,0,33,19,0,5,0,0,0,0,0,0,0,24,4,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,24,5,6,0,0,0,0,0,0,0,35,36,0,0,0,0,0,0,0,0,3,40,6,0,0,0
POA3364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,18,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,3,0,0,0,4,25,24,0,0,0,0,0,0,0,0,3,28,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,28,0,5,0,0,0,0,0,0,3,31,32,0,0,3,0,0,0,0,0,0,42,8,0,0,0
POA3370,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,10,7,4,0,0,0,0,0,0,0,0,14,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,0,0,0,0,0,0,21,25,0,0,0,0,0,0,0,0,0,26,6,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,0,0,0,0,0,0,34,51,0,0,0,0,0,0,0,0,3,52,6,0,0,0
POA3371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,14,3,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0,0,0,0,0,37,0,0,0,0
POA3373,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,15,5,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,3,0,0,0,0,17,24,0,3,0,0,0,0,0,0,4,33,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,0,0,0,0,0,4,38,36,0,0,0,0,0,0,0,0,3,40,5,0,0,0
