SA2_MAINCODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
209041437,162,29,0,3,201,9,0,13,208,8,3,216,236,34,0,3,278,3,0,3,278,4,4,290,66,12,10,3,94,0,0,0,92,0,0,98,0,4,0,4,10,0,0,0,10,6,0,15,475,79,15,16,582,15,0,12,594,18,3,617,18,5,0,0,26,6,0,6,27,0,0,27,13,0,0,0,12,0,0,0,15,0,0,16,31,5,0,0,38,6,0,6,39,3,0,47,498,90,12,16,613,15,0,18,637,18,3,659,298,60,3,11,376,17,3,19,400,34,3,435,0,0,0,0,0,0,0,0,0,0,6,4,804,150,19,25,993,31,3,39,1030,52,18,1104,114,25,3,3,140,3,0,3,150,10,0,155,125,21,0,0,145,3,0,3,149,14,0,162,10,4,3,0,13,0,0,0,13,0,0,13,3,0,0,0,6,0,0,0,6,0,0,8,251,49,8,3,305,10,0,10
210011226,59,6,0,0,64,0,0,0,64,0,0,67,149,8,3,0,159,0,0,0,159,3,0,167,27,3,4,0,35,0,0,0,41,0,0,41,0,0,0,3,3,0,0,0,7,0,0,7,241,12,6,3,264,3,0,3,266,5,0,274,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,5,0,0,5,247,12,6,3,267,4,0,4,272,5,0,280,91,6,3,0,106,0,0,0,106,3,0,114,0,0,0,0,0,0,0,0,0,0,0,0,343,24,8,8,379,8,0,8,381,10,0,389,54,3,0,0,59,0,0,0,59,0,0,59,132,14,5,0,150,0,0,0,150,5,0,154,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,3,0,0,0,3,0,0,3,189,16,5,4,219,0,0,0
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,48,6,0,0,56,0,0,0,56,3,0,60,115,9,3,5,133,0,0,0,133,0,0,133,19,3,3,0,22,0,0,0,22,0,0,28,3,0,0,0,3,0,0,0,3,0,0,3,188,26,8,5,217,0,0,0,217,4,0,224,4,0,0,0,4,0,0,0,4,0,0,4,13,0,0,0,13,0,0,0,13,0,0,13,11,0,0,0,11,0,0,0,11,0,0,11,197,26,8,5,232,0,0,0,232,4,0,238,95,14,4,0,114,0,0,0,120,10,0,125,0,0,0,0,0,0,0,0,0,0,0,0,291,36,10,5,349,0,0,0,351,13,0,363,79,13,0,0,97,0,0,0,95,0,0,96,164,6,4,0,176,0,0,0,179,8,0,183,11,0,0,0,14,0,0,0,14,0,0,14,3,0,0,0,3,0,0,0,3,0,0,3,253,24,5,0,286,0,0,6
210011229,172,13,0,0,184,4,0,4,188,10,0,202,403,31,6,8,451,7,0,7,452,7,0,456,126,4,3,0,139,0,0,0,137,0,0,141,5,0,0,7,8,0,0,0,8,0,0,8,707,53,8,16,781,12,0,9,791,16,0,807,7,0,0,0,8,0,0,0,8,3,0,9,8,0,0,0,12,0,0,0,18,3,0,21,22,3,0,0,21,0,0,0,24,3,0,29,722,56,8,16,806,14,0,10,818,18,0,838,306,42,5,8,372,16,0,16,390,42,0,428,0,0,0,0,3,0,0,0,3,0,0,3,1036,100,21,29,1175,28,0,27,1209,56,0,1269,200,37,0,0,242,7,7,11,255,11,0,266,481,32,4,3,527,6,0,6,532,10,0,540,8,7,0,0,15,0,0,0,15,0,0,15,11,0,0,4,14,0,0,0,14,0,0,18,705,80,10,13,801,14,8,20
210011230,51,3,0,0,54,0,0,0,54,0,0,55,119,6,0,0,132,4,0,4,133,0,0,135,35,6,10,0,48,0,0,0,48,0,0,48,0,0,0,3,3,0,0,0,3,0,0,3,210,16,10,3,231,4,0,4,234,3,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,16,10,3,232,4,0,4,241,3,0,245,99,8,3,3,112,0,0,0,110,13,0,119,0,0,0,0,0,0,0,0,0,0,0,0,303,20,8,6,342,6,0,3,352,11,0,366,80,7,0,0,90,3,0,3,94,0,0,95,173,12,0,0,188,3,0,3,188,3,0,192,3,0,3,0,5,0,0,0,5,0,0,5,0,0,0,4,4,0,0,0,4,0,0,4,256,19,5,7,283,9,0,8
210011231,67,3,4,0,73,0,0,0,74,3,0,76,172,0,0,0,175,0,0,0,179,0,0,179,45,0,0,0,50,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,279,9,3,3,293,3,0,3,300,3,0,299,0,3,0,0,3,0,0,0,3,0,0,3,8,3,0,0,6,0,0,0,6,0,0,6,8,4,0,0,12,0,0,0,12,0,0,12,290,11,3,3,305,3,0,3,307,3,0,314,92,4,4,3,101,0,0,0,101,3,0,102,0,0,0,0,0,0,0,0,0,0,0,0,374,21,4,3,402,3,0,3,406,10,0,415,117,7,5,0,125,3,0,8,130,3,0,132,272,17,3,3,297,3,0,3,298,3,0,301,9,6,0,0,11,0,0,0,11,0,0,11,0,0,0,4,4,0,0,0,4,0,0,4,395,32,8,4,438,10,0,9
210021232,84,4,3,0,92,0,0,0,89,0,0,94,323,24,4,3,352,3,0,7,358,3,0,361,79,3,10,0,89,0,0,0,89,0,0,89,4,0,0,0,4,0,0,0,4,0,0,4,488,32,13,3,537,3,0,6,539,7,0,546,3,0,0,0,3,0,0,0,3,0,0,3,11,0,0,0,11,0,0,0,11,0,0,11,8,0,0,0,8,0,0,0,8,0,0,8,497,32,13,3,548,3,0,6,549,7,0,557,196,20,7,3,228,8,0,8,233,6,0,238,0,0,0,0,0,0,0,0,0,0,0,0,696,51,20,8,776,10,0,12,786,11,0,801,162,12,0,0,170,5,0,5,176,5,0,180,380,24,0,3,402,6,0,6,409,7,0,417,22,0,3,0,20,0,0,0,20,0,0,23,0,0,0,0,3,0,0,0,3,0,0,4,558,33,4,5,601,7,0,7
210021233,8,3,0,0,15,0,0,0,17,4,0,21,64,5,0,0,69,0,0,0,69,3,0,72,6,4,0,0,11,0,0,0,11,0,0,11,0,0,0,3,3,0,0,0,3,0,0,5,85,13,0,3,93,0,0,0,97,7,0,103,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,84,13,0,3,98,0,0,0,98,7,0,106,49,0,0,0,46,0,0,0,46,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,136,13,0,3,148,0,0,0,152,9,0,159,44,9,0,3,51,0,0,0,51,4,0,53,87,14,0,0,100,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,20,0,4,152,0,0,0
210021234,24,0,0,0,24,0,0,0,24,0,0,24,68,3,3,0,70,0,0,0,70,0,0,70,20,3,0,0,30,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,113,7,6,3,125,0,0,0,124,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,7,6,3,125,0,0,0,130,0,0,128,45,3,0,0,45,0,0,0,45,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,158,8,6,3,170,0,0,0,172,4,0,176,42,3,0,5,46,0,0,0,52,4,0,55,100,11,0,0,115,0,0,0,119,11,0,128,7,0,0,0,9,0,0,0,9,0,0,9,3,0,0,0,3,0,0,0,3,0,0,3,155,16,4,3,177,0,0,0
210021235,44,3,0,0,51,0,0,0,50,3,0,56,142,14,3,0,157,0,0,3,158,0,0,162,44,3,3,0,53,0,0,0,53,3,0,55,4,0,0,0,4,0,0,0,4,0,0,4,231,23,5,3,264,4,0,3,264,7,0,269,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,8,0,0,0,8,0,0,0,8,0,0,8,238,23,5,3,272,4,0,3,272,7,0,281,136,14,8,0,157,3,0,3,158,8,0,171,3,0,0,0,3,0,0,0,3,0,3,5,377,37,12,3,424,4,0,4,436,15,3,449,75,14,3,0,90,3,0,3,88,4,0,91,211,13,3,3,235,3,3,5,237,3,0,238,4,3,3,0,13,0,0,0,13,0,0,13,4,0,0,0,5,0,0,0,5,0,0,5,297,29,7,7,336,3,3,6
210031236,62,14,0,0,79,0,0,0,85,5,0,85,141,28,3,3,169,3,0,3,176,3,0,177,38,0,8,0,55,0,0,0,55,3,0,52,3,0,0,0,3,0,0,0,3,0,0,3,246,40,12,5,306,5,4,8,317,9,0,324,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,4,0,0,4,254,40,12,3,313,9,4,7,320,9,0,330,114,11,3,0,128,8,3,8,138,22,0,161,0,0,0,0,0,0,0,0,4,0,0,4,368,49,14,6,444,10,4,17,462,34,3,494,53,8,3,0,63,4,0,4,68,0,0,64,114,23,3,3,147,0,3,3,150,4,0,152,4,3,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,175,38,10,3,226,4,3,3
210031237,61,16,0,4,80,0,0,0,77,6,0,90,141,28,3,0,176,0,0,0,179,7,0,188,29,7,0,0,34,0,0,0,34,3,0,35,0,0,0,5,5,0,0,0,5,0,0,3,230,52,3,7,291,7,0,7,297,20,0,315,12,3,0,0,15,0,0,0,19,0,0,19,21,4,0,0,27,3,0,3,31,0,0,31,26,12,0,0,45,3,0,3,44,0,0,44,257,60,3,8,334,11,0,11,342,20,0,361,330,101,20,19,469,37,10,44,510,89,0,601,0,6,0,0,3,0,0,0,3,0,6,12,587,161,17,32,805,44,10,51,857,113,7,970,83,15,0,0,101,4,0,4,109,15,0,121,127,28,3,0,160,3,0,3,164,10,0,172,4,0,0,0,8,0,0,0,8,0,0,10,0,0,0,3,5,0,0,0,5,0,0,7,212,52,6,4,273,10,0,10
210031239,154,19,0,0,180,3,0,3,178,3,0,184,409,39,5,3,455,6,0,9,467,4,0,470,127,8,9,3,149,4,0,4,151,0,0,153,7,0,0,3,10,0,0,0,10,0,0,10,693,66,22,15,790,13,0,17,810,8,0,821,3,7,0,0,7,3,0,3,13,0,0,11,24,4,0,0,24,0,0,0,31,0,0,31,26,10,0,0,37,10,0,10,38,0,0,45,716,75,23,15,828,18,0,23,847,12,0,861,373,49,12,9,442,13,0,11,454,42,0,501,0,0,0,0,0,0,0,0,0,0,0,0,1093,121,38,29,1270,32,0,31,1304,55,0,1360,197,28,3,0,224,0,3,3,228,8,0,236,362,40,7,5,414,8,7,14,424,10,3,441,17,0,0,0,15,0,0,0,17,0,0,17,3,0,0,6,11,0,0,0,13,0,0,13,583,61,9,10,665,10,8,20
210031438,140,24,0,0,161,5,3,10,171,12,0,183,241,38,3,0,284,8,6,14,292,12,0,305,56,5,5,0,70,0,0,3,70,3,0,76,3,4,0,7,16,0,0,0,16,0,0,18,436,71,12,8,528,16,5,26,549,25,4,578,18,11,0,0,23,0,0,0,27,0,0,27,18,0,0,0,18,3,3,3,24,0,0,24,33,8,0,0,45,3,3,4,50,0,0,50,473,84,12,5,573,20,10,29,598,25,4,625,430,98,5,13,546,37,0,35,584,120,0,704,0,3,0,3,11,0,0,0,11,0,8,19,901,183,14,28,1125,55,11,60,1189,150,11,1351,136,19,4,3,157,13,4,18,180,19,0,197,215,38,3,0,267,12,0,12,277,8,0,279,12,0,3,0,15,0,0,0,11,0,0,12,3,0,0,0,8,0,0,0,8,3,0,12,371,59,14,10,450,22,5,27
210031439,29,0,0,0,35,0,0,0,35,0,0,38,73,11,0,0,80,3,0,3,78,0,0,82,12,0,3,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,113,12,3,0,127,3,0,3,127,4,0,137,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,6,119,12,3,0,130,3,0,3,134,4,0,139,42,4,0,0,45,0,0,0,45,0,0,46,0,0,0,3,3,0,0,0,3,0,0,3,156,12,3,3,177,3,0,3,180,8,0,189,40,3,0,0,41,0,0,0,41,0,0,40,80,4,0,0,92,0,0,0,92,3,0,92,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,7,0,4,137,0,0,0
210031440,31,8,0,0,45,0,0,0,45,0,0,41,54,10,0,0,68,7,0,7,75,3,0,77,21,0,7,0,24,0,0,0,24,0,0,24,0,0,0,4,3,0,0,0,3,0,0,3,116,19,7,6,137,7,0,7,146,6,0,150,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,3,9,0,0,9,6,0,0,0,11,3,0,3,9,0,0,9,117,16,7,6,150,4,0,4,151,6,0,162,88,22,0,3,114,0,0,0,121,9,0,130,7,0,0,0,5,0,0,0,5,0,0,11,213,42,7,9,275,6,0,6,278,20,0,299,37,9,0,0,43,0,0,0,43,0,0,43,60,11,0,0,73,3,0,4,81,6,0,83,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,4,0,0,4,97,20,0,3,124,3,0,4
210041240,91,7,0,0,97,0,0,0,101,3,0,103,204,25,3,6,239,4,0,7,245,6,0,249,46,7,6,0,57,0,0,0,58,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,343,34,12,4,397,3,0,5,402,7,0,414,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,22,3,0,3,21,0,0,21,15,6,0,0,18,3,0,3,25,0,0,25,354,39,12,4,413,4,0,12,427,7,0,437,137,18,3,3,164,6,0,6,164,10,0,177,0,0,0,3,3,0,0,0,3,0,0,4,496,54,12,10,579,16,0,12,593,19,3,615,134,18,0,0,143,0,0,3,149,4,0,158,272,27,7,6,308,3,0,3,315,9,3,323,9,0,0,0,7,0,0,0,10,0,0,6,0,3,0,0,6,0,0,0,6,0,0,6,413,42,6,8,465,3,0,8
210041241,172,20,5,3,200,3,3,6,207,10,0,210,474,45,3,3,524,3,0,3,524,6,0,535,133,7,6,3,150,3,0,3,152,3,0,157,10,0,0,0,12,0,0,0,11,0,0,11,785,74,11,9,885,6,3,10,895,21,0,912,13,3,0,0,15,0,0,0,15,0,0,15,14,0,0,0,14,0,0,0,14,3,0,15,27,3,0,0,29,0,0,0,29,3,0,30,817,75,11,9,910,6,3,10,922,25,0,945,396,28,5,5,437,3,0,3,444,41,0,494,0,0,0,0,0,0,0,0,0,0,4,5,1212,100,25,15,1354,13,3,16,1365,67,7,1441,234,32,0,0,269,7,0,9,274,17,0,291,505,38,7,4,556,3,0,3,560,20,5,582,29,5,4,0,37,0,0,0,37,3,0,38,4,3,0,3,4,0,0,0,4,0,0,4,773,73,9,8,868,10,0,12
210051242,45,22,0,3,63,8,0,8,69,11,0,81,51,17,0,3,76,0,0,0,76,5,0,84,19,3,0,0,19,0,0,0,24,0,0,21,0,0,0,8,8,3,0,3,5,0,3,13,117,44,0,9,166,11,0,11,177,15,3,202,0,3,0,0,3,7,0,7,6,3,0,10,3,3,0,0,8,8,0,8,14,0,0,16,3,5,0,0,13,9,0,9,17,7,0,25,118,47,0,13,178,21,0,21,199,22,3,224,195,111,4,22,324,32,9,43,372,164,0,537,3,0,0,0,3,0,0,3,7,3,3,12,314,161,5,29,505,55,9,63,570,191,5,765,50,15,0,0,62,4,0,4,70,6,0,80,69,20,0,0,89,0,0,0,88,13,0,97,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,4,4,0,0,0,4,0,0,4,121,30,0,7,159,4,0,8
210051243,43,12,3,0,60,0,0,0,58,14,0,71,53,21,0,0,76,9,3,11,83,5,0,92,16,0,0,0,12,0,0,0,13,0,0,13,3,0,0,0,3,0,0,0,8,0,0,7,115,31,3,0,154,6,3,10,161,21,0,189,5,0,0,0,4,0,0,0,7,0,0,9,13,0,0,0,13,0,3,0,16,0,0,16,19,0,0,0,23,3,3,5,28,0,0,23,135,31,3,0,172,12,4,14,186,23,0,212,261,158,14,11,442,39,13,49,493,229,12,728,0,5,0,0,3,0,0,0,3,3,7,16,396,196,20,16,617,50,14,68,688,254,19,955,56,13,0,0,76,6,0,6,78,14,0,91,68,22,0,0,84,8,0,8,93,7,0,98,0,0,0,0,3,0,0,0,3,4,0,3,0,0,0,3,3,0,0,0,7,0,0,6,126,36,0,3,167,15,0,16
210051245,72,7,0,0,87,0,0,0,82,9,0,89,223,20,3,0,241,3,0,0,246,4,0,254,59,4,4,0,70,0,0,0,66,4,0,75,0,0,0,3,9,0,0,0,5,4,0,13,359,33,4,8,401,9,0,4,407,18,0,424,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,3,0,3,8,0,0,8,6,0,0,0,6,3,0,3,12,0,0,12,370,33,4,8,410,10,0,7,417,18,0,438,205,60,6,3,281,12,3,15,295,27,0,322,0,0,0,0,0,0,0,0,0,3,3,3,574,87,15,13,685,19,0,19,709,54,0,763,98,16,3,0,112,4,0,4,112,7,0,120,252,16,3,0,269,4,0,4,275,9,0,283,8,3,0,0,10,0,0,0,10,0,0,13,4,0,0,0,7,0,0,0,7,0,0,6,359,31,8,0,402,8,0,8
210051246,99,13,3,0,121,0,0,0,117,4,0,121,242,16,8,3,268,5,0,5,269,8,0,279,65,4,3,0,75,3,0,3,77,0,0,77,0,0,0,3,4,0,0,0,4,0,0,4,405,43,12,6,470,4,0,7,474,11,0,484,7,0,0,0,7,0,0,0,6,0,0,10,12,0,0,0,12,0,0,0,10,3,0,15,22,0,0,0,22,3,0,3,24,6,0,24,425,43,12,6,484,6,0,10,492,19,0,511,264,43,9,11,325,14,0,17,335,41,0,375,0,0,0,0,0,0,0,0,0,0,3,7,689,85,16,12,811,23,0,19,828,57,7,888,148,14,0,0,166,0,0,3,164,3,0,169,273,19,0,4,292,6,3,6,299,8,4,309,6,3,0,0,9,0,0,0,9,0,0,9,0,4,0,8,15,0,0,0,15,3,0,18,425,39,0,6,480,4,3,10
210051247,31,10,0,0,39,0,0,0,37,15,0,53,57,7,0,0,67,3,3,7,71,3,0,79,10,0,3,0,18,0,0,0,18,0,0,15,3,0,0,0,5,0,0,0,5,0,0,5,107,16,0,4,130,3,3,3,135,16,0,152,7,0,0,0,9,3,0,3,7,0,0,10,10,0,0,0,10,0,0,0,8,0,0,11,15,0,0,0,20,3,0,4,19,0,0,21,118,24,0,4,144,6,3,7,153,20,0,175,227,115,9,12,363,41,7,55,418,241,9,667,6,3,0,3,10,0,0,0,10,0,0,7,356,139,11,16,520,45,13,60,579,258,9,846,32,12,0,0,52,0,0,3,51,14,0,66,59,13,0,0,78,3,5,7,82,13,0,102,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,9,0,0,0,9,0,0,12,101,32,0,4,143,3,7,6
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
