SA2_MAINCODE_2016,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
209041221,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,3,3,0,0,0,3,0,0,3,157,22,3,3,177,0,0,0,183,10,0,195,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,159,22,3,3,184,0,0,0,185,10,0,199,56,5,0,3,60,0,0,0,64,10,0,77,0,0,0,0,0,0,0,0,0,0,0,0,208,26,4,6,244,3,0,5,248,22,0,273,38,5,0,0,44,4,0,4,48,3,0,50,79,5,0,0,88,3,0,4,91,7,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,17,3,0,132,6,0,6,136,10,0,151,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
209041223,4,4,0,0,3,0,0,0,3,0,0,3,0,0,0,4,3,0,0,0,3,0,0,3,119,25,0,8,150,3,0,3,150,16,0,171,7,0,0,0,7,0,0,0,8,0,0,8,4,0,0,0,10,0,0,0,7,0,0,7,6,0,0,0,13,3,0,3,17,0,0,17,128,26,0,11,160,8,0,8,169,16,0,183,53,20,3,3,80,7,3,14,93,73,0,162,0,0,0,0,4,0,0,0,4,0,3,7,181,48,3,9,241,12,3,20,260,87,9,352,49,3,0,0,52,3,0,3,58,9,0,62,35,16,0,0,49,0,0,0,49,5,0,55,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,83,19,0,0,99,6,0,6,109,11,0,118,7,0,0,0,7,3,0,3,5,0,0,5,4,0,0,0,4,0,0,0
209041224,4,0,0,3,9,0,0,0,9,0,0,6,3,0,0,0,8,0,0,0,8,0,0,8,274,29,8,3,316,5,0,9,321,16,0,344,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,5,0,0,0,5,0,0,7,7,0,0,0,7,0,0,0,11,0,0,16,283,29,8,3,327,8,0,6,338,21,0,353,54,13,3,0,71,3,0,3,78,8,0,85,0,0,0,0,0,0,0,0,0,0,0,0,335,45,11,6,401,13,0,15,410,29,0,437,43,5,0,0,48,0,0,0,50,4,0,57,53,3,0,0,65,0,0,0,63,0,0,68,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,103,13,0,3,112,0,0,3,115,7,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209041225,3,0,0,0,4,0,0,0,4,0,0,4,0,3,0,0,3,0,0,0,3,0,0,3,149,17,4,0,164,3,0,3,173,9,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,17,4,0,169,3,0,3,174,9,0,182,30,4,3,0,38,0,0,0,38,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,181,21,6,0,212,3,0,3,210,16,0,229,15,0,0,0,15,0,0,0,15,4,0,20,30,0,0,0,34,0,0,0,32,4,0,38,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,48,0,0,0,54,0,0,0,55,6,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209041430,3,0,0,0,11,0,0,0,11,0,0,11,4,0,0,0,6,0,0,0,6,0,0,8,351,34,0,12,395,6,0,7,401,5,0,409,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,7,0,0,9,5,0,0,0,7,0,0,0,8,0,0,10,361,35,0,12,403,9,0,9,417,11,0,425,67,3,0,0,67,0,0,0,67,15,0,81,0,0,0,0,3,0,0,0,3,0,0,3,426,35,3,9,472,9,0,9,487,17,0,506,71,8,0,0,77,0,0,0,80,3,0,84,68,8,0,0,78,3,0,3,80,3,0,82,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,4,0,0,0,4,0,0,4,140,11,0,4,166,4,0,4,168,4,0,174,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
209041431,4,0,0,0,6,0,0,0,6,0,0,6,0,0,0,3,8,0,0,0,8,0,0,8,171,15,8,3,196,7,0,4,201,14,0,218,5,0,0,0,5,0,0,0,8,0,0,8,3,0,0,0,9,0,0,0,9,0,0,7,7,0,0,0,6,0,0,0,9,0,0,11,177,15,7,3,209,4,0,10,212,20,0,233,62,11,0,3,81,3,0,4,81,27,0,116,0,0,0,3,3,0,0,0,3,0,0,8,235,30,5,16,293,12,4,13,299,47,0,353,41,8,0,0,52,0,0,0,52,4,0,52,40,9,0,0,58,0,0,0,56,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,83,16,3,0,112,0,0,0,110,7,0,118,6,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,8,0,0,0
209041432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,66,7,0,3,72,3,0,4,76,6,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,7,0,3,0,0,3,0,0,0,4,0,0,7,66,15,0,3,74,3,3,4,85,12,0,95,30,3,0,0,34,0,0,0,34,7,0,42,0,0,0,0,0,0,0,0,0,0,0,0,93,17,0,4,114,3,3,4,120,20,0,133,18,3,0,0,20,0,0,0,26,0,0,27,18,7,0,0,24,0,0,0,24,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,12,0,0,50,0,0,0,49,8,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209041433,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,103,21,3,3,132,3,0,8,134,10,0,144,3,3,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,5,3,0,0,8,0,0,0,8,0,0,8,105,23,3,3,134,3,0,8,142,10,0,150,33,7,0,0,43,0,0,0,43,32,0,77,0,0,0,0,0,0,0,0,0,0,0,0,143,30,3,9,178,3,0,8,184,42,0,230,33,0,0,0,37,3,0,3,46,3,0,47,28,5,0,0,37,0,0,0,37,6,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,11,0,0,78,3,0,3,81,7,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209041434,3,0,0,0,7,0,0,0,7,0,0,7,0,0,0,3,0,0,0,0,0,0,0,4,160,22,0,6,180,10,0,10,191,14,0,208,5,3,0,0,11,0,0,0,11,0,0,11,10,0,0,0,10,0,0,0,9,0,0,9,12,3,0,0,14,0,0,0,19,0,0,19,168,24,0,6,199,10,0,10,206,14,0,222,35,11,3,0,40,3,0,3,42,17,0,64,0,0,0,0,0,0,0,0,0,0,0,0,205,33,3,6,239,13,0,13,254,35,0,283,36,5,0,0,42,4,0,4,50,0,0,50,30,3,0,0,31,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,11,0,0,84,4,0,4,86,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209041435,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,4,4,0,0,0,4,0,0,7,235,28,3,7,271,3,3,6,273,14,0,288,7,0,0,0,7,0,0,0,7,0,0,7,6,0,0,0,5,0,0,0,5,0,0,7,6,0,0,0,13,0,0,0,13,0,0,12,247,26,3,7,278,3,3,6,280,15,0,293,41,5,0,0,50,0,0,4,54,6,0,62,0,0,0,0,0,0,0,0,0,0,0,0,287,31,3,6,330,3,3,5,337,25,0,358,70,7,0,0,77,0,0,0,77,0,0,73,54,14,0,0,68,0,0,0,69,3,0,74,4,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,121,14,0,0,148,0,0,0,145,4,0,152,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0
209041436,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,208,27,0,4,236,0,0,0,237,9,0,251,7,0,0,0,3,0,0,0,10,0,0,10,3,3,0,0,9,0,0,0,9,0,0,9,11,3,0,0,13,3,0,3,15,0,0,15,216,26,0,7,252,4,0,4,254,9,0,268,50,0,0,3,56,3,0,3,59,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,270,28,0,6,309,5,0,5,316,22,0,337,47,6,0,0,56,3,0,3,57,3,0,65,51,6,0,0,55,0,0,0,56,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,14,0,0,114,7,0,7,122,7,0,129,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
209041437,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,74,3,4,0,80,3,0,5,84,8,0,91,3,0,0,0,3,3,0,3,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,4,3,0,3,8,0,0,8,72,3,4,0,87,4,3,8,95,8,0,101,19,8,0,0,26,0,0,0,26,13,0,46,0,0,0,0,0,0,0,0,0,0,0,0,93,16,4,0,113,4,3,8,121,19,0,139,13,0,0,0,18,0,0,0,18,0,0,15,10,0,3,0,12,0,0,0,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,3,0,29,0,0,0,29,3,0,36,0,0,0,0,0,3,0,3,4,0,0,4,0,0,0,0,0,0,0,0
210011226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,4,80,7,0,4,93,0,0,0,93,4,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,78,14,0,4,93,0,0,0,93,4,0,93,15,0,0,0,12,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,95,10,0,4,108,0,0,0,108,4,0,112,20,0,0,4,23,0,0,0,23,0,0,25,16,6,0,0,22,0,0,0,23,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,9,0,4,44,0,0,0,43,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,152,13,0,6,178,0,0,3,177,3,0,178,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,6,0,0,0,6,0,0,6,163,16,6,6,180,0,0,3,187,3,0,187,29,4,0,0,31,0,0,0,29,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,186,14,6,6,211,3,0,3,218,4,0,220,50,8,0,0,54,0,0,0,60,7,0,63,40,0,0,0,42,0,0,0,42,4,0,52,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,87,9,0,3,105,0,0,0,107,11,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011229,3,0,0,0,6,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,5,308,35,5,5,356,9,0,8,365,22,0,390,0,0,0,4,6,3,0,3,3,0,0,6,6,0,0,0,9,0,0,0,6,3,0,7,4,3,0,4,9,3,0,0,16,3,0,18,314,41,5,8,367,10,3,12,383,26,0,404,80,13,3,0,95,3,4,4,107,22,0,125,0,0,0,0,0,0,0,0,0,0,0,0,393,49,11,10,470,13,8,20,488,50,3,536,89,13,0,0,104,3,0,3,107,6,0,108,111,23,0,4,135,3,0,0,137,9,0,143,0,0,3,0,3,0,0,0,3,0,0,3,3,0,0,4,6,0,0,0,6,4,0,6,204,28,6,4,245,6,0,6,255,13,0,270,0,0,0,0,0,3,0,4,4,0,0,4,3,0,0,0,6,0,0,0
210011230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,8,0,3,130,6,0,6,137,6,0,147,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,130,8,0,3,136,6,0,6,139,8,0,145,24,0,0,0,24,0,0,0,24,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,151,7,0,3,160,6,0,6,164,8,0,172,35,4,0,0,45,0,0,0,45,0,0,45,36,0,0,0,43,0,0,0,43,4,0,42,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,79,3,0,0,88,0,0,0,88,4,0,84,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
210011231,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,222,14,4,3,247,3,0,3,250,8,0,259,3,4,0,0,6,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,7,0,0,0,7,0,0,7,226,17,4,3,257,3,0,3,260,8,0,267,29,0,0,0,34,3,0,3,30,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,256,21,4,3,285,9,0,9,293,10,0,303,68,5,0,0,73,0,0,0,75,4,0,74,72,8,0,0,84,0,0,0,84,4,0,87,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,145,12,3,0,164,0,0,0,165,6,0,167,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
210021232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,32,3,4,285,3,0,3,293,5,0,300,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,4,0,0,0,4,0,0,7,11,0,0,0,14,0,0,0,14,0,0,14,257,35,3,4,297,3,0,3,301,9,0,309,39,4,3,0,46,0,0,0,46,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,298,40,5,4,348,3,0,3,345,13,0,362,52,4,0,0,55,6,0,6,58,4,0,62,71,11,0,4,80,3,0,3,81,3,0,90,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,125,11,0,4,140,5,0,5,144,10,0,149,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,0,0,0
210021233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,61,5,3,3,74,0,0,3,76,0,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,5,3,3,73,0,0,3,76,0,3,78,7,0,0,0,7,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,68,5,3,3,80,0,0,3,81,0,3,88,14,0,3,0,14,0,0,0,14,0,0,14,17,4,0,0,14,0,0,0,14,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,27,5,3,3,36,0,0,0,36,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210021234,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,97,11,4,0,109,3,0,3,115,4,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,92,9,4,0,109,3,0,3,112,4,0,123,10,0,0,0,13,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,103,11,4,0,117,3,0,3,122,5,0,134,14,0,0,0,15,0,0,0,20,0,0,20,20,4,0,0,27,0,0,0,27,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,0,0,49,0,0,0,48,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210021235,3,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,178,15,5,8,199,4,0,4,210,3,0,210,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,7,0,0,0,7,0,0,0,8,0,0,8,180,15,6,8,204,6,0,6,215,3,0,218,36,3,3,0,46,0,0,0,43,9,0,57,0,0,0,0,0,0,0,0,0,0,0,3,223,18,10,8,247,8,0,8,262,17,0,277,20,0,0,0,21,0,3,0,25,4,0,26,20,3,0,0,31,0,0,0,26,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,49,3,0,0,51,4,3,3,55,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210031236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,10,0,0,74,0,0,0,74,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,10,0,0,74,0,0,0,74,0,0,77,20,3,0,0,24,0,0,0,24,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,82,9,0,0,100,0,0,0,100,8,0,105,7,0,0,0,14,0,0,0,14,3,0,10,7,0,0,0,12,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,21,0,0,0,21,3,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
210031237,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,31,3,0,131,4,0,4,134,10,0,146,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,7,0,0,0,7,0,0,7,7,0,0,0,9,0,0,0,9,0,0,9,98,34,3,3,141,4,0,4,142,10,0,150,64,14,3,10,89,3,5,6,94,36,0,131,0,0,0,0,0,0,0,0,0,0,0,6,165,39,7,12,228,3,5,14,235,45,0,282,26,3,0,0,33,3,0,3,35,0,0,37,27,9,0,0,35,3,0,3,40,3,0,41,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,4,0,0,4,58,12,3,0,70,5,0,3,79,0,0,80,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0
210031239,5,0,0,0,5,0,0,0,5,0,0,5,6,0,0,7,7,0,0,0,7,0,0,7,255,14,9,4,284,0,5,9,291,20,0,312,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,10,0,0,0,9,3,0,12,11,3,0,0,10,0,0,3,12,3,0,18,264,19,9,9,299,3,6,8,303,20,0,326,48,19,3,0,74,0,0,0,74,21,0,94,0,0,0,0,0,0,0,0,0,0,0,0,310,40,11,7,373,3,6,8,377,43,0,426,60,4,0,0,65,0,0,3,64,7,0,78,99,6,0,0,110,0,0,0,108,4,0,115,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,167,10,3,3,183,0,3,3,184,15,0,199,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,3,0,0,0
