SSC_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
SSC21154,71,0,0,0,0,0,0,9,82,59,0,0,0,0,0,0,5,64,54,6,5,0,0,0,0,6,68,34,14,18,11,0,0,0,3,82,17,20,52,13,6,0,0,9,114,15,16,76,25,0,3,0,8,144,25,29,49,18,8,0,0,9,141,12,18,36,16,3,0,0,0,85,9,18,30,15,3,0,0,0,81,10,12,20,11,5,0,0,3,61,7,7,24,10,3,3,3,9,65,3,0,12,8,0,0,0,6,31,4,0,3,4,3,0,0,8,28,3,4,10,0,0,3,3,11,33,3,0,5,3,0,0,0,36,52,318,148,366,128,41,14,9,112,1138
SSC21155,7,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,6,3,0,0,0,0,15,3,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,15,0,3,3,6,0,0,0,3,12,0,4,0,3,0,0,0,3,8,0,0,3,0,0,0,0,3,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23,9,31,19,3,0,0,13,99
SSC21156,254,0,0,0,0,0,0,31,290,232,6,0,0,0,0,0,17,253,175,24,19,0,0,0,0,10,234,142,87,85,12,6,3,0,16,358,68,58,151,47,11,0,0,11,351,61,59,149,89,14,3,0,19,386,56,43,145,75,22,4,0,13,362,47,54,157,79,11,0,0,10,357,42,23,110,54,27,0,0,13,265,27,26,94,71,27,8,0,17,273,24,24,110,57,27,0,3,20,259,16,19,103,58,14,5,5,12,241,9,9,40,43,23,12,3,11,139,4,7,22,31,25,3,10,4,110,9,11,24,32,19,8,4,4,115,1170,460,1198,644,228,51,29,209,3985
SSC21157,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,6,3,4,0,0,0,9,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,13,16,6,0,0,4,47
SSC21158,118,0,0,0,0,0,0,17,130,169,3,0,0,0,0,0,8,186,230,33,3,0,0,0,0,21,293,147,69,40,12,0,0,0,24,284,80,49,78,45,0,0,0,12,277,49,39,88,30,10,0,3,8,233,35,30,74,22,4,3,3,8,182,34,27,87,27,6,0,0,15,193,35,16,61,36,11,0,0,18,183,27,28,50,27,9,3,3,6,142,22,16,61,28,8,0,0,14,153,23,15,54,39,4,0,0,10,150,11,6,26,25,13,8,4,5,101,4,3,17,24,13,3,6,11,78,8,8,26,17,10,3,9,9,90,988,337,682,323,99,23,23,190,2660
SSC21159,134,0,0,0,0,0,0,28,162,171,8,3,3,0,0,0,24,211,246,39,9,3,0,0,0,26,316,161,69,28,9,3,5,0,24,286,81,42,88,23,5,0,0,21,263,54,32,63,33,5,3,4,16,205,57,27,59,23,10,0,6,17,195,59,31,55,28,13,3,8,16,209,41,29,59,22,11,0,0,14,178,28,25,49,26,13,5,3,21,170,17,18,39,27,11,3,5,9,137,9,7,26,11,7,3,5,9,88,7,3,17,19,5,3,10,7,84,7,3,21,18,4,4,4,6,69,0,11,29,25,7,7,14,17,108,1074,348,540,268,100,41,59,257,2677
SSC21160,128,0,0,0,0,0,0,34,168,151,16,6,0,0,0,0,37,214,120,32,19,8,3,3,0,34,214,91,52,28,9,4,9,4,33,238,49,39,44,14,12,12,11,17,199,41,23,39,18,13,5,4,29,168,38,31,37,25,15,5,10,23,174,32,23,43,17,11,9,8,29,163,22,24,32,28,12,9,11,17,155,11,27,33,15,14,7,10,27,149,13,14,23,22,9,9,6,18,110,7,9,15,15,10,10,5,7,85,9,7,7,10,8,5,15,13,69,3,7,8,6,6,3,11,13,63,7,10,20,22,13,8,10,18,102,720,299,359,221,129,91,97,343,2257
SSC21161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,5,0,0,0,0,20
SSC21162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,0,0,0,27
SSC21163,5,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,3,12,13,0,6,0,0,0,0,0,22,10,0,0,3,0,0,0,0,17,4,7,6,0,0,0,0,0,14,7,4,7,7,0,0,0,4,32,6,3,7,0,0,0,0,6,25,5,3,15,0,0,0,0,0,28,6,12,0,0,0,0,0,3,23,4,0,9,9,0,0,0,0,26,3,7,8,3,0,0,0,0,20,0,0,8,3,0,0,0,0,13,0,3,0,3,3,0,0,0,15,0,0,0,3,0,4,3,0,9,0,4,0,0,0,0,0,3,3,72,41,67,45,7,3,3,27,269
SSC21164,3,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,9,6,0,3,0,0,0,0,0,15,5,3,5,3,0,0,0,0,16,3,3,4,3,0,0,0,0,11,7,3,0,3,0,0,0,0,18,0,3,3,0,0,0,0,0,8,0,0,5,3,0,0,0,0,15,0,4,0,0,0,0,0,0,5,0,3,4,0,4,0,0,0,12,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,52,18,37,13,9,3,0,9,144
SSC21165,103,0,0,0,0,0,0,9,110,138,6,3,0,0,0,0,8,155,117,30,19,3,0,0,0,12,172,63,27,35,8,5,0,0,8,137,33,17,33,14,3,0,3,7,109,31,14,35,21,5,0,0,7,110,29,21,37,20,4,7,0,9,111,15,16,32,30,7,0,0,4,106,26,9,46,20,3,3,0,4,116,14,19,36,20,9,0,0,6,93,12,10,29,15,3,0,3,5,80,3,5,13,17,8,6,0,4,62,6,7,15,17,16,5,4,3,67,4,3,16,10,11,4,7,3,54,3,6,9,11,12,4,3,0,52,590,174,351,209,81,37,22,89,1540
SSC21166,10,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,14,8,0,3,0,0,0,0,0,13,4,0,7,0,0,0,0,0,11,0,0,3,0,4,0,0,0,5,0,0,3,0,0,0,0,0,8,0,4,9,3,0,0,0,0,13,0,0,0,5,3,0,0,0,11,0,0,8,0,0,0,0,0,9,0,0,3,5,3,5,0,0,16,0,3,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11,37,19,13,5,0,4,136
SSC21167,6,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,3,9,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,10,0,0,4,0,0,0,0,0,14,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,15,12,6,0,0,11,76
SSC21168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
SSC21169,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,6,4,9,10,0,3,12,57
SSC21170,42,0,0,0,0,0,0,14,51,36,9,0,0,0,0,0,0,50,15,8,10,8,0,0,0,4,42,4,8,15,18,3,0,0,3,55,6,8,19,12,7,0,0,3,56,9,3,19,12,3,4,0,8,55,3,5,8,20,9,3,0,3,53,5,3,22,19,10,3,0,7,78,3,4,15,16,12,4,3,3,58,8,5,24,16,12,3,0,4,72,5,5,15,25,8,6,4,3,72,3,3,12,14,3,3,0,3,44,3,0,6,8,9,5,7,7,47,0,0,11,8,3,0,3,4,32,4,0,13,9,14,6,11,10,60,150,64,192,184,91,47,29,67,834
SSC21171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,3,0,0,0,18
SSC21172,37,0,0,0,0,0,0,5,45,25,5,4,0,0,0,0,3,37,14,3,9,6,0,0,0,0,33,15,7,9,6,3,0,5,3,48,10,10,6,7,6,0,0,0,39,6,4,22,11,9,0,0,5,52,9,7,26,7,7,0,0,4,59,4,3,26,22,4,0,0,0,61,3,3,34,19,7,0,0,5,77,12,7,20,20,10,0,0,0,69,9,6,26,18,3,5,0,7,70,4,0,14,8,6,7,0,0,40,0,3,6,7,9,3,6,0,33,3,0,4,9,10,4,3,3,33,3,3,5,4,5,7,4,3,33,149,69,214,137,71,29,18,49,735
SSC21173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,8
SSC21174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8
SSC21175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,9,3,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,12,14,3,0,0,0,43
SSC21176,229,0,0,0,0,0,0,23,256,213,3,0,0,0,0,0,18,238,255,29,11,0,0,0,0,21,319,204,111,57,10,0,0,0,29,409,107,98,168,41,4,3,0,23,455,106,89,176,67,9,0,0,21,473,76,78,178,58,14,3,0,21,426,85,48,141,71,15,0,0,28,385,77,60,117,42,17,0,4,15,327,44,40,110,43,12,3,0,13,266,35,35,95,46,20,3,0,11,242,21,30,85,38,16,5,3,13,206,9,16,50,26,19,8,4,11,143,9,7,45,30,18,10,3,4,118,19,21,45,44,19,9,12,19,196,1493,655,1284,522,152,51,31,279,4469
SSC21177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,9,0,0,0,3,44
SSC21178,577,3,0,0,0,0,0,60,641,569,9,0,0,0,0,0,42,624,345,67,23,10,0,0,0,25,473,201,122,136,51,19,0,0,24,549,97,103,244,120,30,3,0,18,615,69,83,323,125,38,8,6,31,684,78,87,294,140,30,6,4,18,662,70,73,256,146,41,12,4,30,643,64,70,246,160,51,7,3,26,625,44,40,228,138,55,13,6,26,550,32,45,207,143,43,14,9,30,514,29,34,149,139,41,17,0,15,419,29,8,106,94,67,14,13,29,354,20,17,73,63,36,17,5,23,241,28,23,77,60,35,10,25,24,277,2226,775,2382,1393,498,111,72,419,7869
SSC21179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC21180,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,6,0,0,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,11,0,0,0,4,0,0,0,0,10,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,5,19,19,5,0,3,8,65
SSC21181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,8,5,3,0,3,4,39
SSC21182,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,3,0,4,0,3,0,0,3,13,0,0,3,3,0,0,0,0,8,3,8,3,3,0,0,0,3,18,0,0,3,0,0,0,0,3,9,3,0,3,5,3,0,0,0,10,3,3,3,3,0,0,0,0,11,0,3,8,4,0,0,0,4,19,0,3,5,4,0,0,0,3,15,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,36,23,5,6,3,16,127
SSC21183,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,6,0,3,3,0,0,0,0,0,4,0,0,6,5,0,0,0,0,13,0,0,3,7,0,0,0,0,6,0,0,0,4,0,0,0,0,4,0,0,0,3,0,3,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,21,26,6,4,0,3,83
SSC21184,593,0,0,0,0,0,0,78,666,480,23,7,0,0,0,0,65,569,336,87,49,14,0,0,0,37,525,171,135,207,55,13,6,0,35,615,106,99,302,128,30,6,3,31,710,74,87,400,160,41,9,7,48,829,63,94,319,167,50,7,10,35,745,38,60,292,160,30,15,4,32,622,36,40,194,122,37,14,4,24,472,19,36,136,75,36,13,6,19,343,17,15,107,55,30,17,5,20,258,6,8,42,39,19,3,8,6,141,3,9,26,15,16,3,9,8,86,0,3,14,19,3,7,4,4,54,0,3,11,3,5,0,6,0,40,1941,695,2107,1017,313,101,63,440,6665
SSC21185,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,7
SSC21186,58,0,0,0,0,0,0,0,58,80,4,0,0,0,0,0,3,89,28,9,9,0,0,0,0,0,49,8,4,3,0,0,0,0,0,22,10,0,6,0,0,0,0,0,16,4,3,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,22,25,7,3,0,0,7,256
SSC21187,17,0,0,0,0,0,0,3,21,7,3,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,9,6,5,9,3,0,0,0,0,23,7,3,10,0,0,0,0,3,21,0,3,5,6,3,0,0,3,22,4,3,8,4,3,0,0,0,26,3,4,8,5,3,0,0,3,31,10,3,4,5,0,0,0,0,27,3,3,11,5,0,0,0,4,26,0,0,9,7,3,0,0,0,26,0,0,4,8,0,0,0,3,11,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,3,60,23,75,41,18,7,9,19,254
SSC21188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC21189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,15
SSC21190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,14
