SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC21229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,5,3,0,0,0,3,3,0,0,0,3,0,3,0,0,8,0,3,0,0,5,3,0,0,0,0,0,3,0,0,5,0,3,3,0,4,5,4,0,0,8,0,0,0,0,3,0,0,0,0,0,0,12,0,0,13,3,0,0,0,3,23,32,9,0,66
SSC21230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,3,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,13,6,0,28
SSC21231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SSC21232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,8,0,0,0,8,3,0,14,0,18,15,0,10,0,29,10,4,9,0,24,14,12,5,5,27,16,16,6,0,33,9,8,4,0,19,8,3,4,0,19,6,17,3,0,28,7,4,0,0,9,0,8,0,0,16,0,4,0,0,7,9,8,0,0,10,3,9,5,0,20,4,0,0,0,3,104,89,62,4,271
SSC21233,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,4,3,0,10,5,0,0,0,8,3,10,0,0,16,0,3,0,0,9,0,3,0,0,4,8,0,0,0,7,10,7,0,0,13,3,7,0,0,5,0,0,0,0,3,3,5,0,0,7,0,4,0,0,4,3,0,0,0,5,0,0,0,0,0,47,41,7,0,100
SSC21234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,4,3,0,0,0,3,4,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,8,0,38
SSC21235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,16
SSC21236,9,0,0,0,12,11,3,0,0,18,4,3,4,0,11,3,0,9,0,14,25,0,11,0,39,14,5,18,0,40,96,14,20,3,128,53,30,21,0,107,78,49,26,3,150,53,60,12,0,128,31,46,13,0,93,39,53,3,0,97,56,119,5,0,184,28,72,0,0,103,7,38,0,0,50,3,21,3,0,25,16,58,0,0,71,25,100,20,0,149,19,10,4,0,36,576,680,167,11,1433
SSC21237,20,9,19,0,47,7,3,9,0,16,3,3,3,3,16,4,0,9,0,11,15,3,20,4,39,10,9,14,5,41,71,18,29,4,118,62,29,33,10,142,83,41,38,11,181,78,54,30,5,172,49,73,32,6,164,73,62,26,5,162,158,177,43,4,380,134,129,13,8,280,59,151,9,0,223,63,122,10,4,198,154,511,12,0,682,65,197,49,0,311,16,18,5,3,43,1126,1621,399,69,3220
SSC21238,0,0,0,0,9,0,0,3,0,4,3,0,3,0,4,0,3,0,0,8,8,3,4,0,19,7,8,4,0,16,13,5,4,0,27,17,3,7,3,26,20,7,7,0,43,22,8,13,0,39,16,16,6,0,41,20,17,12,0,50,34,52,12,0,93,36,42,7,0,86,22,41,0,0,61,13,52,8,0,82,63,251,3,0,318,31,66,20,3,118,6,9,0,0,18,328,582,117,15,1045
SSC21239,4,3,3,0,11,0,0,0,0,3,3,3,5,0,12,4,3,10,0,14,13,6,11,0,27,5,14,12,0,32,29,11,4,3,48,10,14,10,3,43,13,18,15,5,49,11,19,11,0,46,5,19,6,0,36,6,25,5,3,41,12,22,4,0,38,10,14,0,0,24,4,3,3,0,13,0,5,0,0,11,3,4,0,0,6,9,32,12,0,53,6,3,4,0,13,154,225,117,21,503
SSC21240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,5,0,0,0,4,0,3,0,0,3,0,3,0,0,3,3,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,0,0,0,0,20,22,3,0,39
SSC21241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,12,0,15,3,3,13,0,17,12,6,5,0,22,5,5,18,0,29,8,11,10,0,30,8,22,3,0,34,17,10,3,0,27,3,12,3,0,14,10,19,0,0,33,7,11,0,0,25,0,3,0,0,10,3,0,0,0,7,0,0,0,0,4,3,6,0,0,15,0,0,3,0,3,91,119,73,4,293
SSC21242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
SSC21243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,10,3,3,3,24
SSC21244,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,11,0,4,0,0,5,13,4,0,0,16,9,0,0,0,4,3,4,0,0,10,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,10,3,0,0,0,3,57,21,3,0,81
SSC21245,0,0,0,0,7,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,4,3,4,0,14,4,3,9,0,20,23,4,10,0,42,16,9,9,0,36,30,24,15,0,73,29,24,9,0,66,21,33,6,0,64,17,34,3,0,59,46,88,7,0,149,41,70,3,0,111,18,49,0,0,63,6,29,3,0,44,21,59,0,0,86,41,67,16,0,120,5,3,3,0,14,342,508,102,5,960
SSC21246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3
SSC21247,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,3,0,0,5,4,0,0,0,9,3,3,0,0,3,0,0,0,0,0,3,4,0,0,6,3,7,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,6,0,0,7,0,0,0,0,4,26,25,3,0,54
SSC21248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SSC21249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,30
SSC21250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,7,0,0,14
SSC21251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,9,3,0,22
SSC21252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,0,3,0,6,7,0,0,0,8,8,3,0,0,11,5,3,0,0,8,8,4,0,0,13,10,4,0,0,10,7,3,0,0,7,15,10,0,0,26,11,14,0,0,23,3,0,0,0,8,4,5,0,0,7,6,9,0,0,17,4,7,3,0,11,0,0,0,0,4,88,67,9,0,162
SSC21253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,4,0,0,0,4,5,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,16,11,3,0,32
SSC21254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
SSC21255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21256,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,16,3,4,3,0,6,18,3,6,0,26,3,0,0,0,3,3,4,0,0,9,3,4,0,0,10,0,0,0,0,3,0,3,0,0,3,3,3,0,0,3,0,3,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,0,0,12,0,0,0,0,3,67,34,19,0,119
SSC21257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC21259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3
SSC21260,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,3,0,0,0,6,8,3,0,0,14,4,0,3,0,6,3,5,0,0,11,10,4,0,0,16,6,8,0,0,15,3,0,0,0,13,9,10,0,0,16,0,9,0,0,13,0,5,0,0,5,0,0,0,0,0,9,0,0,0,8,7,15,0,0,19,0,3,0,0,3,64,67,9,3,151
SSC21261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10
SSC21262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6
SSC21263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,12
SSC21264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,3,0,0,3,18,0,0,0,16,0,0,3,0,3,3,5,3,0,11,3,0,0,0,9,0,3,4,0,3,9,4,0,0,10,8,3,0,0,9,0,0,0,0,5,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,5,0,0,5,0,0,0,0,0,55,32,8,0,99
SSC21265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
SSC21266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,12
SSC21267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,3,0,28
SSC21268,0,0,0,0,5,0,0,0,0,3,3,0,0,0,4,0,0,0,0,3,8,3,0,0,14,0,0,11,0,8,25,0,8,0,32,11,0,9,0,19,7,3,6,3,17,9,3,7,0,18,4,7,3,0,12,8,9,3,0,22,11,11,3,0,27,11,15,0,0,19,0,6,0,0,10,0,0,0,0,0,0,4,0,0,5,9,14,0,0,17,5,3,3,0,16,118,77,47,4,245
SSC21269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,4,8,0,0,8,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,3,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,20,31,5,0,53
SSC21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21271,3,0,3,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,8,3,0,0,9,8,3,3,0,14,51,5,3,3,66,21,5,12,0,45,43,10,6,3,56,33,32,13,0,77,16,24,10,0,45,12,26,3,0,43,43,71,4,0,116,27,73,3,0,98,10,49,0,0,69,11,35,3,0,46,17,62,0,0,77,16,69,9,0,87,7,3,3,0,10,318,475,68,4,863
SSC21272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,5,0,0,0,6,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,10,3,0,28
SSC21273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,5
SSC21274,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,16,3,3,7,0,17,43,4,5,0,48,19,0,4,0,25,26,10,6,0,36,12,15,3,0,37,8,3,0,0,16,3,18,3,0,20,16,14,0,0,38,8,8,0,0,14,3,0,0,0,5,0,4,0,0,3,0,0,0,0,4,15,19,3,0,43,8,3,0,0,11,183,103,42,0,328
SSC21275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,3,0,0,3,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,3,0,39
SSC21276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,5,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,11,3,0,28
SSC21277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,13
SSC21278,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,0,7,0,14,14,3,0,0,20,14,3,3,0,14,15,4,9,0,30,16,12,3,0,33,4,14,5,0,23,7,14,3,0,27,20,31,3,0,54,16,20,0,0,39,18,18,0,0,35,5,19,0,0,23,7,29,0,0,37,10,28,5,0,50,0,7,0,0,8,161,202,49,5,412
SSC21279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,3,0,4,10,3,4,0,17,19,6,4,0,25,21,7,4,0,31,12,16,7,0,30,8,13,0,0,25,12,9,3,0,20,13,33,0,0,52,10,24,0,0,32,12,11,0,0,25,0,7,0,0,15,3,10,0,0,12,13,20,5,0,41,0,0,0,0,0,142,166,35,3,345
SSC21280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,3
SSC21281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,0,3,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,4,0,27
SSC21282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,5
SSC21283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8
SSC21284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,4,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,12,4,0,24
SSC21285,6,3,4,0,16,9,0,9,0,14,3,3,15,3,22,3,0,25,3,28,50,20,30,0,99,23,4,76,0,107,248,26,79,4,357,126,67,51,7,253,133,103,79,3,323,139,108,43,7,294,62,101,31,6,193,70,101,24,4,189,106,143,20,3,270,50,72,9,0,130,26,41,0,0,62,3,19,8,0,32,21,25,0,0,51,58,100,53,7,212,33,14,15,0,61,1172,949,555,43,2715
SSC21286,4,0,0,0,8,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,11,0,0,0,8,8,0,0,0,8,9,0,3,0,10,7,3,3,0,11,3,6,0,0,9,6,11,0,0,19,12,15,4,0,26,14,11,0,0,22,7,12,0,0,18,3,11,0,0,19,21,44,0,0,66,10,26,3,0,42,0,0,0,0,0,113,156,17,3,291
SSC21287,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,6,0,0,4,0,5,17,3,3,0,23,12,3,0,0,22,11,7,3,0,20,12,7,0,0,22,5,8,3,0,18,5,5,0,0,10,11,12,0,0,25,4,5,0,0,14,5,5,0,0,11,0,0,0,0,0,9,3,0,0,10,7,12,0,0,23,7,0,0,0,7,115,70,27,4,218
