SSC_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SSC21695,0,4,0,5,3,0,0,0,0,19,3,0,4,6,3,0,3,0,0,23,8,10,44,17,12,11,10,14,0,114,0,0,0,0,3,0,3,0,0,5,0,0,0,0,3,0,0,4,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,3,7,0,18,14,45,45,43,31,20,23,23,0,239
SSC21696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,3,0,0,4,0,21
SSC21697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,3,0,0,3,0,21
SSC21698,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,3,0,0,0,5,0,23
SSC21699,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,10,5,0,3,4,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,5,7,4,0,0,6,0,43
SSC21700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
SSC21701,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,8
SSC21702,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,3,3,0,0,0,4,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,10,8,4,0,0,6,3,0,38
SSC21703,3,0,3,0,4,0,0,0,0,10,7,0,0,0,0,0,0,4,0,17,9,0,16,3,4,6,0,3,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,4,0,11,27,14,23,8,13,3,4,12,0,110
SSC21704,9,26,18,22,12,0,0,3,3,95,23,32,17,59,35,10,0,9,6,189,55,37,366,149,81,56,58,118,16,938,3,0,5,17,10,12,3,10,3,63,3,0,7,28,10,7,3,5,0,68,0,3,4,0,5,3,3,0,0,18,5,14,21,20,4,8,11,18,13,110,122,309,441,337,185,99,85,172,46,1805
SSC21705,3,5,0,0,3,0,0,0,0,7,7,4,5,3,3,0,3,0,0,32,12,3,32,4,11,3,3,8,0,73,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,29,50,40,13,19,11,4,16,3,180
SSC21706,3,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,4,5,0,0,3,0,0,33
SSC21707,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8
SSC21708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC21709,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,4,3,0,0,0,0,8,0,28
SSC21710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,3,0,0,3,0,16
SSC21711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,11
SSC21712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,3,0,0,0,0,24
SSC21713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SSC21714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,3,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,5,0,3,0,3,4,0,38
SSC21715,4,26,9,12,12,9,0,4,3,82,19,23,13,37,22,4,0,8,0,131,76,14,199,55,43,30,19,30,10,478,3,0,0,0,0,0,0,0,0,7,4,3,0,3,9,6,3,0,0,31,3,0,0,0,4,0,3,0,0,8,3,3,12,6,5,4,5,6,0,43,171,252,256,145,124,59,43,67,16,1127
SSC21716,6,0,0,0,3,0,0,0,0,9,3,0,0,0,0,0,0,0,0,8,0,0,13,3,0,0,4,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,12,21,5,10,3,6,9,0,74
SSC21717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,6,0,14
SSC21718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,16
SSC21720,26,39,4,13,23,7,0,0,4,121,25,14,8,28,24,13,0,10,0,119,30,19,46,21,20,14,3,9,0,158,0,3,0,3,4,3,3,0,0,20,5,3,3,3,5,3,0,0,0,26,9,3,0,0,3,3,0,0,0,24,0,4,0,4,3,5,3,0,0,26,384,926,108,132,227,90,20,38,20,1939
SSC21721,26,44,8,17,22,17,3,10,0,156,33,25,21,15,25,14,3,3,3,138,21,20,80,36,18,14,12,13,8,216,0,0,0,0,7,0,0,3,0,13,4,4,3,3,15,5,0,0,0,36,3,10,3,3,7,0,0,0,0,24,4,4,0,0,0,4,0,0,0,23,339,918,135,144,237,118,29,40,22,1986
SSC21722,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,13
SSC21723,45,83,20,38,43,15,0,7,6,252,52,58,38,69,47,28,4,8,5,308,100,42,391,107,84,31,42,54,15,862,3,3,3,11,12,3,0,4,0,38,9,6,7,19,15,9,3,7,0,80,3,10,3,8,8,0,0,3,0,31,12,7,6,10,18,3,0,3,0,63,507,1242,542,377,405,138,55,105,38,3412
SSC21724,20,40,14,24,30,8,3,7,0,140,35,44,33,49,50,24,6,8,0,257,103,48,422,87,95,39,38,66,13,924,6,0,0,6,15,0,0,6,0,38,9,5,12,7,10,10,0,7,3,60,0,8,0,0,0,0,0,0,0,17,3,6,10,9,6,4,3,0,8,52,282,577,517,252,280,117,60,123,41,2257
SSC21725,3,8,4,4,0,3,0,0,0,21,4,3,4,7,7,0,0,0,0,32,14,6,80,21,13,6,21,23,7,186,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,3,0,14,30,66,93,40,26,14,27,33,8,336
SSC21726,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10
SSC21727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7
SSC21728,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,12,4,0,0,3,0,0,0,32
SSC21729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,11
SSC21730,63,100,40,52,59,15,0,6,0,338,86,93,59,67,108,48,13,12,5,494,113,60,312,85,99,67,31,50,12,836,4,3,3,3,6,11,3,6,0,43,7,10,9,22,27,17,3,9,0,100,8,27,4,5,10,0,4,0,3,60,8,20,11,8,16,8,3,3,4,97,1063,2318,543,449,734,307,85,155,76,5720
SSC21731,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,3,0,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,6,0,0,0,0,0,30
SSC21732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,0,0,3,0,0,0,35
SSC21733,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3
SSC21734,37,31,17,20,22,15,0,7,0,156,31,37,29,39,51,29,4,7,0,221,42,24,188,47,39,23,15,28,6,414,3,3,0,3,5,4,0,0,0,20,9,7,3,12,11,10,5,3,0,43,3,4,3,0,3,3,0,0,0,23,3,9,4,4,6,6,3,3,11,46,334,668,297,190,278,135,44,77,36,2065
SSC21735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21736,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,3,0,3,4,0,20
SSC21737,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,11,0,0,0,0,0,0,0,33
SSC21738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,12
SSC21739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5
SSC21740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21741,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,3,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,3,8,0,0,3,0,32
SSC21742,12,6,13,0,8,4,0,0,0,39,4,3,3,9,3,4,0,0,0,27,21,5,43,12,5,3,10,16,0,119,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,5,3,9,3,0,3,0,24,72,91,71,29,37,18,5,27,3,349
SSC21743,87,130,64,99,89,36,14,18,7,540,123,129,97,218,163,57,19,39,8,848,313,117,1253,322,271,166,153,236,41,2879,5,8,13,22,20,17,14,14,0,112,17,8,23,48,42,17,15,12,0,191,7,13,11,10,13,10,4,4,0,68,21,29,23,40,21,18,19,27,20,210,891,1733,1573,936,894,438,255,397,96,7221
SSC21744,22,39,3,22,16,10,0,4,0,116,37,32,23,71,47,9,9,17,3,247,84,38,275,127,75,56,50,115,3,822,3,3,3,10,5,9,3,12,0,57,3,4,6,12,15,6,7,7,0,61,0,0,0,0,0,3,3,7,0,20,4,6,10,15,8,13,9,17,11,94,192,381,341,292,194,121,83,192,29,1823
SSC21745,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,3,5,3,0,4,4,0,34
SSC21746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,3,7,0,3,0,25
SSC21747,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,3,0,12,3,3,6,0,3,3,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,8,0,9,6,0,4,0,64
SSC21748,50,60,30,25,39,18,9,10,3,245,72,66,32,70,42,29,4,3,7,334,94,47,271,83,68,46,24,50,8,675,7,0,3,3,5,4,0,5,0,27,10,11,7,11,20,14,3,4,0,79,5,6,3,3,9,4,3,3,0,40,7,7,4,3,11,9,5,0,8,43,534,1106,398,299,349,170,64,91,39,3056
SSC21749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,13
SSC21750,0,9,5,0,0,0,0,0,0,15,5,3,8,6,3,3,0,0,0,29,20,0,49,7,10,12,8,4,0,113,0,0,0,0,0,0,0,0,0,4,0,3,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,43,84,66,29,32,21,13,9,0,294
SSC21751,86,141,65,101,85,44,7,21,8,551,145,126,65,189,128,72,9,35,8,788,274,98,972,318,227,165,110,186,32,2371,16,6,17,23,28,15,6,16,0,120,28,13,28,59,44,20,5,24,0,222,10,14,11,10,8,14,3,6,0,68,22,23,30,41,24,17,15,33,14,217,946,1858,1263,922,732,450,183,352,86,6793
SSC21752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21753,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,11,3,0,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,4,3,0,3,3,0,38
SSC21754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21755,10,3,0,11,3,0,0,0,0,28,6,3,0,9,5,0,0,3,0,32,32,0,48,22,11,5,12,19,3,148,0,0,3,0,0,0,0,3,0,5,4,0,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,4,0,6,7,21,71,49,63,47,27,18,7,34,11,321
SSC21756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21757,13,28,15,30,17,11,4,11,0,133,26,46,30,86,43,23,16,5,4,284,94,47,453,163,141,90,142,128,18,1280,6,3,8,18,16,12,6,18,4,89,3,3,7,25,17,10,4,12,3,89,3,3,4,4,3,5,0,4,0,25,6,10,21,21,13,8,18,36,9,139,214,475,562,405,291,174,197,241,51,2606
SSC21758,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,5,3,5,0,6,3,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,8,6,6,3,3,4,0,37
SSC21759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,7
SSC21760,0,0,0,3,3,0,0,0,0,16,0,7,0,6,3,0,0,3,0,22,6,0,28,10,4,4,8,6,3,73,0,0,0,0,0,3,0,3,0,5,4,0,0,3,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,4,18,48,39,30,18,10,5,19,3,197
SSC21761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SSC21762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SSC21763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7
SSC21764,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,14
SSC21765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21766,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,8,0,0,9,5,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,8,18,14,16,3,3,3,3,0,71
SSC21767,0,3,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,6,3,7,3,5,3,0,50
SSC21768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,0,0,0,12
SSC21769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,4,4,4,0,3,0,0,24
SSC21770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
