SSC_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SSC21093,0,0,0,0,0,0,0,0,0,4,12,13,16,27,37,25,7,0,0,129,0,0,0,3,0,3,0,0,0,10,0,0,0,3,0,0,0,0,0,8,0,0,3,6,0,6,0,0,0,19,0,0,0,0,0,0,0,0,0,3,3,0,8,8,9,9,0,0,0,30,0,0,0,8,0,0,0,0,0,12,3,0,0,4,8,8,4,0,0,20,16,4,3,0,3,0,0,0,0,23,0,0,3,0,12,7,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,4,3,3,3,0,0,0,13,0,0,0,4,4,0,0,0,0,9,0,0,3,0,14,4,3,0,0,26,0,0,3,6,4,4,0,0,0,22,0,4,4,4,9,9,0,0,0,32,0,3,0,3,0,0,0,0,0,4
SSC21094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,15,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC21095,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,3,3,0,0,11,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21096,0,11,33,35,30,19,5,3,0,140,228,438,1080,1189,1128,875,165,13,3,5116,0,0,7,5,3,9,3,0,0,27,0,0,3,7,4,4,0,0,0,22,18,40,109,160,181,117,36,7,0,664,0,0,25,40,14,22,3,0,0,104,27,110,302,253,212,146,39,0,3,1081,7,10,67,89,80,63,13,0,0,327,138,176,194,147,152,115,45,0,0,975,149,90,82,58,59,31,7,3,0,470,3,18,78,92,103,94,23,0,0,411,3,30,52,55,52,24,4,0,0,222,0,13,108,147,105,69,15,0,0,457,0,23,42,38,31,31,12,0,0,170,8,47,208,270,199,138,30,6,0,905,10,17,70,77,86,63,25,0,0,340,3,20,143,209,187,143,40,4,0,752,15,82,226,285,269,226,49,4,0,1152,6,84,300,371,339,315,46,0,0,1464,43,40,45,36,32,29,10,0,0,229
SSC21097,9,19,27,21,37,21,0,0,0,136,237,447,784,655,920,467,63,3,3,3569,0,4,5,4,8,3,3,0,0,26,0,0,10,4,3,0,0,0,0,18,21,41,112,166,210,131,32,0,0,719,0,3,21,21,15,15,0,0,0,75,32,106,216,187,218,127,22,3,0,910,6,22,51,60,72,51,3,0,0,258,156,205,183,94,184,103,18,0,0,942,136,74,70,48,57,45,6,0,0,437,12,58,136,176,193,114,16,0,0,711,8,17,25,29,32,22,0,0,0,142,3,17,97,84,66,42,9,0,0,320,3,18,32,22,28,19,8,0,0,140,4,69,133,83,102,54,13,0,0,460,6,34,52,53,85,49,6,0,0,285,8,27,79,81,98,48,10,0,0,345,18,68,129,103,148,101,11,0,0,578,10,59,159,138,168,110,27,0,0,673,10,14,26,7,20,6,0,0,0,91
SSC21098,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21099,0,0,3,0,0,0,0,0,0,3,0,0,3,3,4,3,0,0,0,16,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC21100,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,4,0,0,0,24,0,0,0,3,0,3,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC21101,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,7,6,0,0,35,0,0,0,0,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,4,4,0,0,0,15,0,0,0,0,3,0,0,0,0,3
SSC21102,0,0,0,0,0,0,0,0,0,0,4,0,4,9,11,17,3,0,0,45,0,0,0,3,3,8,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,5,3,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0
SSC21103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21105,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,13,0,0,3,0,4,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SSC21106,10,11,17,26,11,17,7,0,0,91,187,387,660,668,677,526,88,8,0,3189,0,5,12,9,13,7,3,0,0,52,0,0,3,0,5,7,0,0,0,19,13,39,82,94,114,104,11,0,0,451,0,7,21,12,11,11,0,0,0,72,35,110,186,138,86,72,13,0,0,645,3,11,35,43,41,28,10,0,0,170,113,161,186,160,151,110,25,0,0,911,133,126,94,50,47,35,8,0,0,491,3,12,29,66,73,60,16,0,0,259,11,9,17,12,12,9,0,0,0,71,0,8,48,43,46,18,3,0,0,171,0,11,11,18,15,7,6,0,0,71,3,40,85,76,64,51,9,0,0,340,0,21,29,44,47,39,6,0,0,183,0,21,79,76,104,81,15,4,0,377,6,52,142,167,127,105,10,0,0,611,9,84,199,257,244,194,37,3,0,1027,14,23,24,20,14,14,11,0,0,119
SSC21107,0,0,3,3,0,4,0,0,0,12,23,22,37,42,70,38,19,0,0,252,0,3,9,3,10,3,15,4,0,42,0,0,0,0,0,0,0,0,0,0,3,3,5,8,15,9,4,0,0,46,0,0,0,0,3,0,0,0,0,3,5,5,8,13,23,8,3,0,0,71,0,3,6,10,3,3,3,0,0,27,6,5,3,4,6,3,0,0,0,36,8,3,3,3,3,3,0,0,0,22,0,0,0,0,9,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,3,0,0,0,0,6,0,0,3,12,16,8,0,3,0,41,0,4,4,3,8,5,3,0,0,33,0,0,0,7,6,4,0,0,0,14,3,4,3,3,10,9,3,0,0,37,0,0,4,8,10,9,0,0,0,36,0,0,4,0,3,0,0,0,0,11
SSC21108,0,0,0,0,0,0,0,0,0,0,3,3,11,12,15,16,13,0,0,64,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,11,0,0,0,3,0,3,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,7,0,0,0,3,3,4,3,0,0,12,0,0,3,4,3,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0
SSC21109,0,0,0,0,0,0,0,0,0,8,13,9,13,22,28,22,9,4,0,124,4,3,10,13,26,13,13,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,20,0,0,0,0,4,0,0,0,0,5,0,0,3,5,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,3,4,3,0,7,4,4,0,0,0,24,3,4,0,0,0,3,3,0,0,12,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,12,0,4,0,3,3,3,0,0,0,15,0,0,0,0,5,5,0,0,0,22,0,0,0,0,0,0,0,0,0,3
SSC21110,0,0,0,0,0,0,0,0,0,0,7,3,11,12,18,14,4,0,0,60,0,0,5,12,5,9,11,0,0,49,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,6,0,0,0,7,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0
SSC21111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21113,0,0,0,0,3,0,0,0,0,4,12,7,7,22,27,11,7,0,0,100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,4,9,7,4,0,0,0,28,0,0,0,3,4,0,0,0,0,6,0,3,3,3,4,0,0,0,0,18,8,3,0,0,0,0,0,0,0,12,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,3,3,3,3,4,0,0,15,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,3,3,0,8,3,0,0,0,0,19,0,0,3,3,10,3,0,0,0,26,0,0,0,0,0,0,0,0,0,3
SSC21114,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,12,0,0,0,0,8,6,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC21115,0,0,0,3,3,0,0,0,0,15,20,19,38,56,83,47,4,0,0,270,0,0,6,3,0,4,3,0,0,25,0,0,0,3,5,0,0,0,0,4,3,3,5,15,15,15,0,0,0,63,0,0,0,5,3,3,0,0,0,13,3,3,13,9,18,3,3,0,0,52,0,0,0,3,9,5,0,0,0,22,11,14,11,15,11,13,4,0,0,78,10,4,0,5,3,0,0,0,0,26,0,0,0,9,13,6,0,0,0,29,0,0,0,0,5,3,0,0,0,7,0,0,0,3,4,3,0,0,0,10,0,0,0,0,3,4,0,0,0,8,0,3,4,5,7,0,0,0,0,15,0,0,0,0,3,3,0,0,0,9,0,0,7,5,8,4,4,0,0,35,0,3,3,18,22,17,0,0,0,59,0,0,11,14,29,21,0,0,0,75,0,3,0,0,0,3,0,0,0,8
SSC21116,0,3,7,3,10,9,3,0,0,34,38,104,261,225,207,114,21,0,0,965,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,36,33,51,36,6,0,0,176,0,0,7,3,4,3,0,0,0,19,11,31,80,65,50,23,5,0,0,263,0,9,5,21,7,9,0,0,0,54,23,37,46,36,31,23,10,0,0,209,24,29,32,20,11,3,0,0,0,112,0,10,42,39,40,13,4,0,0,152,0,8,11,5,4,0,0,0,0,30,0,3,21,28,12,5,0,0,0,76,0,3,10,9,0,4,0,0,0,32,0,14,47,30,32,11,5,0,0,138,0,13,20,16,9,7,3,0,0,74,0,12,43,40,37,14,6,0,0,148,3,6,53,49,40,21,0,0,0,170,0,17,73,58,60,41,4,0,0,246,0,11,8,5,9,0,0,0,0,37
SSC21117,5,9,29,11,16,15,3,0,0,99,107,210,482,398,435,312,44,7,0,1995,0,0,0,4,4,0,0,0,0,14,0,0,3,0,3,4,0,0,0,8,6,41,134,130,172,132,21,0,0,643,0,0,13,11,7,13,0,0,0,43,13,45,148,96,84,46,13,0,0,438,3,11,45,45,43,37,3,0,0,196,66,91,119,77,70,62,17,0,0,498,67,48,43,36,26,18,0,0,0,239,0,20,73,56,78,74,6,3,0,316,3,5,22,14,12,5,0,0,0,66,0,8,48,29,20,15,0,0,0,123,0,10,16,8,5,12,3,0,0,52,0,21,76,49,27,18,7,0,0,193,0,17,38,41,41,33,3,0,0,184,0,16,37,45,43,21,3,0,0,158,3,26,47,55,42,29,12,0,0,213,3,48,130,134,141,108,16,3,0,578,3,6,14,11,4,5,0,0,0,44
SSC21118,0,0,0,0,0,0,0,0,0,3,3,0,0,6,7,3,3,0,0,26,0,3,7,0,3,4,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC21119,0,0,0,0,0,0,0,0,0,3,3,11,16,25,21,20,9,0,0,106,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,14,4,8,9,11,12,20,14,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,6,0,0,0,3,8,0,0,0,0,12,0,3,12,4,3,0,0,0,0,24,0,0,4,3,3,3,0,0,0,16,0,0,3,7,0,0,0,0,0,19
