SSC_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC21535,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,3,0,0,28
SSC21536,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,8,20,25,46,32,15,5,3,164
SSC21537,0,0,3,7,3,5,27,35,46,129,0,0,3,0,0,0,3,0,3,5,9,5,20,16,14,27,21,20,7,138,75,227,433,505,516,522,436,256,154,3125
SSC21538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,26
SSC21540,0,0,0,0,0,3,6,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,3,3,3,0,39,12,82,264,162,78,49,40,11,0,698
SSC21541,0,0,3,0,6,3,23,26,5,74,0,0,0,0,0,0,0,0,0,3,3,19,16,17,17,31,21,10,3,135,21,90,130,126,163,204,163,97,27,1012
SSC21542,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,13,4,0,24
SSC21543,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,18,0,0,29,3,4,23,27,29,52,39,4,3,180
SSC21544,0,3,21,51,56,56,48,39,47,317,0,6,31,22,34,26,27,10,7,166,29,36,72,103,66,45,37,48,71,504,214,568,1224,1527,1120,664,338,164,144,5963
SSC21545,3,3,11,23,20,29,19,9,3,122,0,0,16,11,5,21,13,5,3,68,18,23,70,52,41,34,13,3,0,250,140,325,1319,1434,684,467,164,56,11,4596
SSC21546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,10,3,0,28
SSC21547,0,0,0,0,0,0,7,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,7,0,0,26,0,4,16,29,23,44,26,5,3,145
SSC21548,0,0,3,3,9,19,24,16,6,102,0,7,0,0,6,4,0,3,5,24,27,31,35,38,74,60,24,18,4,303,252,565,551,860,1349,904,340,128,32,4983
SSC21549,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,4,0,0,0,3,4,7,0,4,19,4,8,0,0,51,42,96,60,88,216,155,63,14,3,731
SSC21550,0,0,0,0,0,3,8,13,8,30,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,5,10,6,4,41,12,15,35,47,85,74,66,39,20,403
SSC21551,0,0,3,0,0,0,5,4,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,12,5,3,40,18,43,52,111,156,143,92,31,12,667
SSC21552,0,0,0,0,3,3,13,4,3,29,0,0,0,0,0,0,0,0,0,0,12,4,13,23,26,37,23,12,4,151,46,74,139,285,299,326,234,80,21,1509
SSC21553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,24
SSC21554,0,3,10,5,14,33,85,143,82,370,0,0,4,3,11,9,13,15,3,62,11,32,61,66,64,49,56,82,143,563,192,595,1282,1471,1362,1053,770,582,378,7686
SSC21555,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,11,11,11,12,15,4,0,65
SSC21556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,4,4,3,0,0,16
SSC21557,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,17,10,9,21,5,0,75
SSC21558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,15
SSC21559,0,4,3,3,7,15,36,29,12,110,0,0,0,3,0,3,0,3,0,13,4,11,23,35,24,29,40,15,42,229,79,202,565,533,389,306,276,106,74,2530
SSC21560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,3,0,18
SSC21561,5,3,9,12,34,33,69,79,45,289,0,0,0,0,4,3,3,0,0,8,21,33,44,50,52,62,77,65,33,431,117,278,603,582,631,716,619,361,153,4070
SSC21562,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,11,21,12,7,0,0,63
SSC21563,0,0,0,0,0,0,5,4,0,17,0,0,0,0,0,0,0,0,0,0,5,0,3,3,4,10,3,0,0,28,9,15,29,40,65,74,40,10,0,285
SSC21564,3,0,3,3,9,21,46,23,11,117,0,0,3,0,0,0,0,0,0,8,28,11,26,39,53,30,28,9,4,234,144,215,553,774,720,557,353,99,25,3443
SSC21565,3,5,17,11,51,68,104,84,48,397,0,0,12,13,35,42,28,25,12,162,32,70,197,136,99,83,61,73,58,810,198,884,2190,1415,982,771,425,309,157,7327
SSC21566,0,0,0,0,0,4,0,4,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,3,3,0,23,12,29,43,59,75,50,28,8,7,306
SSC21567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,11,0,0,3,3,10,8,9,0,3,42
SSC21568,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,3,0,26,5,10,19,37,70,80,75,35,6,335
SSC21569,0,3,3,0,0,0,5,4,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,4,0,0,17,3,14,19,20,40,23,26,10,3,163
SSC21570,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,9,3,15,7,4,0,50
SSC21571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,3,4,3,15,5,3,0,37
SSC21572,0,3,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,5,3,0,23,8,13,22,22,38,42,22,15,0,172
SSC21573,0,0,0,0,3,17,27,18,29,92,0,0,0,0,0,0,0,0,0,5,4,0,0,10,24,27,22,10,3,99,15,36,67,131,215,351,300,128,72,1320
SSC21574,0,0,0,0,0,8,15,11,7,39,0,0,0,0,0,0,0,0,0,0,0,0,5,6,13,17,23,21,13,90,6,15,60,84,134,210,241,102,39,904
SSC21575,0,0,0,0,3,3,0,9,0,17,0,0,0,0,0,0,0,0,0,0,11,3,4,5,13,22,17,12,0,90,38,48,62,102,129,148,105,34,8,670
SSC21576,0,0,4,9,3,4,38,73,50,181,0,0,7,0,3,3,5,14,0,30,14,27,73,84,70,56,75,84,43,524,188,590,1410,1301,1301,1123,978,711,349,7945
SSC21577,3,7,11,5,18,37,119,166,94,468,0,0,10,4,16,15,20,33,14,111,43,112,169,120,142,116,108,94,63,952,530,2340,2958,2767,3078,2289,1648,959,508,17063
SSC21578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21579,0,0,0,0,0,3,3,4,3,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,4,4,3,33,4,10,24,21,53,47,37,30,13,246
SSC21580,0,0,0,0,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,9,7,0,0,31,13,19,28,84,111,113,86,15,0,480
SSC21581,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,4,0,20,10,7,6,34,41,36,37,8,0,180
SSC21582,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,3,0,14,3,4,22,17,13,35,19,7,3,135
SSC21583,3,0,4,0,4,7,18,30,23,91,0,0,0,0,0,0,4,0,0,8,0,9,18,19,30,17,17,14,10,143,59,154,330,390,405,305,210,120,66,2033
SSC21584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,10,5,3,4,9,12,19,7,8,3,70
SSC21585,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,14,3,0,0,16,11,11,9,6,0,56
SSC21586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,6,6,7,0,24
SSC21587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8
SSC21588,0,0,4,4,12,10,67,54,53,206,0,0,0,0,3,0,0,0,0,5,6,18,49,51,56,60,61,41,25,369,76,195,437,575,614,706,618,326,169,3720
SSC21589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,17
SSC21590,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,4,3,0,0,3,0,3,0,0,19,4,10,17,9,18,28,26,0,5,123
SSC21591,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,6,3,3,3,5,11,3,0,0,28,10,18,10,15,36,36,32,7,0,170
SSC21592,0,0,0,0,0,0,3,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,3,3,14,5,11,19,19,25,54,47,15,11,206
SSC21593,0,0,7,15,46,85,92,86,44,371,0,0,11,13,20,32,26,28,9,143,50,106,210,137,100,89,63,26,17,788,301,1262,2809,1879,1566,1232,625,262,128,10053
SSC21594,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,0,10,4,11,16,22,18,0,3,78
SSC21595,0,0,0,0,0,9,8,3,3,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,16,0,5,24,23,34,65,48,13,5,213
SSC21596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21597,0,0,0,0,0,9,9,8,4,35,0,0,0,0,0,0,0,0,0,0,4,3,3,0,20,9,14,7,3,56,5,11,39,52,94,121,109,38,10,485
SSC21598,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,5,14,21,27,19,8,3,96
SSC21599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SSC21600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,3,5,3,0,0,15
SSC21601,0,0,0,4,0,5,4,12,0,29,0,0,0,0,0,0,0,0,0,0,0,3,37,11,12,12,17,3,3,91,27,78,285,183,148,140,100,34,7,1005
SSC21602,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,22,4,4,9,12,19,14,12,3,4,83
SSC21603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,4,3,11,18,8,0,0,48
SSC21604,0,0,6,0,4,4,19,36,35,106,0,0,3,0,3,7,0,0,0,9,3,0,14,6,7,14,10,31,21,112,45,141,322,204,148,155,146,230,192,1577
SSC21605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21606,0,0,3,0,0,0,4,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,7,3,3,8,10,22,21,11,8,0,87
SSC21607,4,7,11,16,33,93,190,214,128,703,0,0,5,4,6,3,4,3,4,32,16,28,39,76,94,106,154,145,59,717,180,410,652,756,954,1089,1214,824,351,6431
SSC21608,0,0,0,0,0,0,5,3,0,13,0,0,0,0,0,0,0,0,0,0,3,0,4,9,3,5,3,0,3,25,27,34,63,66,102,66,52,16,10,426
SSC21609,0,0,0,0,4,7,3,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,13,13,6,0,41,3,5,34,25,51,89,104,27,3,346
SSC21610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,9,3,7,4,4,3,0,33
SSC21611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7
SSC21612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,11,5,11,6,37,32,32,20,4,0,147
SSC21614,0,0,3,0,4,7,17,32,22,85,0,0,0,0,3,0,0,0,3,11,13,3,11,11,19,30,38,40,12,174,55,93,199,300,344,503,528,257,84,2362
SSC21615,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,11,0,0,0,3,3,13,7,3,0,39
SSC21616,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,18,26,25,16,10,0,111
SSC21617,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,8,7,0,25,16,24,50,42,74,53,86,40,8,394
SSC21618,0,0,3,3,3,12,28,29,46,125,0,0,5,0,3,4,0,4,0,24,17,13,33,47,44,27,22,26,18,259,148,361,544,849,1057,665,364,232,183,4404
SSC21619,0,0,0,0,3,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,10,0,4,0,3,16,36,23,13,3,95
SSC21620,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,18,0,3,15,8,24,20,9,12,3,96
SSC21621,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,11,12,12,22,9,7,0,71
SSC21622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,4,3,7,15,11,16,8,3,0,64
SSC21623,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,7,19,8,6,6,3,5,61
SSC21624,18,42,155,236,294,302,291,105,17,1446,0,15,40,72,93,130,88,69,21,526,96,73,172,163,164,142,109,75,21,1005,597,1238,2156,1896,2055,1495,863,339,72,10705
SSC21625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,4,3,5,3,0,17
SSC21626,0,0,0,0,4,0,15,10,4,35,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,6,8,17,4,50,12,34,100,68,99,107,105,57,11,594
SSC21627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9
SSC21628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,5,11,12,9,11,3,0,56
SSC21629,12,48,98,36,28,31,30,23,25,332,12,50,83,31,20,11,7,5,4,216,355,1307,1986,780,477,382,271,114,118,5778,3468,12664,16510,5070,2717,2207,1561,539,325,45060
SSC21630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,21,10,9,3,3,0,0,71,5,22,24,23,10,9,3,3,0,96
SSC21631,3,7,39,34,49,92,188,94,41,538,0,3,11,18,16,15,21,12,0,96,39,54,109,80,92,89,123,70,9,669,219,563,1133,945,971,1051,1020,364,96,6363
SSC21632,14,13,58,53,69,119,173,62,45,605,0,5,15,8,23,21,18,8,3,99,51,75,174,155,130,150,137,89,46,1005,333,776,1895,1570,1325,1378,1023,334,181,8825
SSC21633,17,20,32,43,54,115,172,77,21,562,3,0,6,27,26,23,17,13,0,120,69,103,229,182,173,155,109,51,21,1076,525,1200,2872,2604,2002,1798,1052,324,72,12449
SSC21634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,8,7,0,0,33
SSC21635,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,3,6,3,0,22
SSC21636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,6,0,0,0,27
SSC21637,0,7,12,17,15,32,102,119,86,393,0,0,9,0,7,5,9,17,12,73,17,23,83,85,88,71,95,106,101,670,249,745,1757,1905,1874,1482,1198,771,436,10418
SSC21638,0,0,0,0,0,3,0,6,3,15,0,0,0,0,0,0,0,0,0,0,4,5,12,6,11,13,9,3,3,68,31,60,84,129,173,157,83,34,13,761
SSC21639,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,5,6,9,10,7,3,0,31
SSC21640,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,3,13,3,6,7,0,0,48
SSC21641,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,0,5,11,6,8,13,6,3,5,53
SSC21642,0,3,3,6,12,32,48,51,38,194,0,3,0,3,0,0,0,3,0,13,8,8,29,32,34,63,54,35,15,280,74,145,286,257,370,399,294,206,117,2143
SSC21643,0,0,0,0,9,5,10,5,0,29,0,0,0,0,0,0,0,0,0,3,7,0,0,0,7,3,4,0,0,13,16,24,28,54,76,48,53,15,0,305
SSC21644,0,0,0,0,3,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,6,0,10,15,24,36,29,26,3,0,151
SSC21645,0,0,4,3,4,3,13,3,3,30,0,0,0,0,3,0,0,0,0,3,6,3,4,5,10,10,15,3,0,61,25,27,63,111,121,126,100,23,5,595
SSC21646,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,9,3,0,3,9,16,15,7,3,0,54
SSC21647,0,0,0,0,4,6,12,3,5,26,0,0,0,0,0,0,0,0,0,0,3,0,9,3,6,3,0,5,4,34,9,0,20,17,54,51,38,22,8,222
SSC21648,5,6,34,26,30,52,112,61,12,327,0,0,7,9,6,8,10,15,5,67,46,63,239,188,102,66,76,21,7,821,336,966,3660,2867,1642,1101,686,238,47,11545
SSC21649,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,18,5,5,5,23,35,31,18,8,0,133
SSC21650,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,11,8,5,3,0,38
SSC21651,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,15,0,6,3,17,43,26,30,19,7,142
SSC21652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,14,0,3,9,14,16,15,16,27,5,114
SSC21653,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,3,0,33,4,16,16,52,76,55,67,27,9,320
SSC21654,0,0,3,3,0,8,18,12,3,50,0,0,0,0,0,0,0,0,0,8,3,5,7,5,11,5,10,7,0,49,21,35,62,103,98,109,77,22,7,546
SSC21655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21656,10,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,9,9,11,5,6,0,0,40,22,13,35,57,55,69,54,7,3,314
SSC21657,0,0,0,0,0,3,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,3,0,18,10,16,32,61,58,37,29,16,3,263
SSC21658,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,6,11,3,0,0,36
SSC21659,0,0,0,0,0,4,6,7,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,7,4,0,25,5,3,5,16,26,51,42,9,0,159
SSC21660,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,0,0,22,0,5,6,31,25,33,45,7,0,150
SSC21661,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,4,8,8,0,0,22
SSC21662,0,0,0,0,3,4,16,15,3,45,0,0,0,0,0,3,0,0,0,3,0,0,7,13,12,27,32,8,9,116,16,27,89,134,168,285,363,129,26,1236
SSC21663,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,7,3,0,24,3,3,6,18,39,37,23,9,0,135
SSC21664,0,3,6,6,10,18,34,12,4,93,0,0,3,0,10,3,6,0,0,19,8,13,41,20,23,22,13,7,0,144,89,251,723,457,408,239,132,34,10,2344
SSC21665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,5,0,0,18
SSC21666,0,0,0,0,0,6,30,49,17,109,0,0,0,0,4,3,5,10,0,21,4,7,49,33,33,34,26,25,14,229,37,151,526,638,677,482,442,226,102,3274
SSC21667,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,23,8,8,5,0,68
SSC21668,0,0,0,0,0,3,6,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,7,3,0,28,3,4,24,26,24,39,24,15,0,155
SSC21669,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,0,3,3,0,20
SSC21670,0,0,0,0,0,0,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,11,12,4,0,40,8,10,43,83,85,96,77,30,3,437
SSC21671,31,47,107,113,182,306,556,564,297,2202,11,15,42,60,69,60,58,50,12,372,154,224,458,308,404,436,503,421,266,3179,927,2097,4465,3774,3957,3950,3315,2031,899,25425
SSC21672,4,11,38,65,109,319,549,397,146,1633,0,13,21,29,35,71,92,93,28,378,80,118,228,185,201,237,175,123,35,1391,826,2402,4354,3607,4586,4141,2124,1009,342,23395
SSC21673,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,15,7,9,9,13,25,28,29,3,7,129
SSC21674,0,3,3,9,11,13,26,13,5,81,0,0,0,0,0,0,0,0,0,7,3,7,22,17,18,29,23,11,4,133,35,107,210,191,234,256,148,56,24,1270
SSC21675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,8,0,0,24
SSC21676,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,3,0,5,17,13,4,3,0,46
SSC21677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,6,6,3,0,0,15
SSC21678,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,11,11,3,3,4,44
SSC21679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,4,0,0,0,21
SSC21680,0,0,3,3,10,10,17,11,9,57,0,0,0,0,0,0,0,0,0,4,9,6,25,27,14,14,16,4,0,111,73,132,508,527,365,287,169,60,14,2135
SSC21681,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,3,4,10,7,3,3,45
SSC21682,0,0,0,0,0,3,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,3,21,20,7,9,13,3,74
SSC21683,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,6,3,3,4,18,13,8,9,8,0,60
SSC21684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,16,0,0,12,9,11,14,10,3,0,52
SSC21685,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,3,0,6,11,3,6,0,0,37
SSC21686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,13
SSC21687,0,0,0,3,0,13,16,8,11,46,0,0,0,0,0,0,0,0,0,3,0,0,0,10,7,7,16,13,13,72,3,20,22,44,68,103,95,53,42,443
