SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC21114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,16
SSC21115,0,4,0,0,3,0,0,7,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,8,53,75,51,19,36,8,5,237,0,0,0,0,0,0,0,3,60,80,49,24,41,15,4,266,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,3,8,0,0,29,0,0,0,0,0,0,0,0,3,10,6,3,8,0,0,31,58,88,58,25,46,13,8,297
SSC21116,87,78,42,25,46,24,14,326,58,57,19,16,28,9,6,196,25,23,9,8,8,4,0,84,123,112,56,33,39,20,7,387,3,11,4,3,0,0,0,21,298,285,135,82,124,62,28,1008,3,4,7,3,4,3,3,29,16,10,0,5,3,6,0,47,9,10,5,5,0,0,0,29,22,22,14,10,23,12,4,112,3,4,0,0,0,0,0,13,56,50,26,27,38,18,8,222,354,333,162,105,162,78,38,1231
SSC21117,444,464,229,124,200,158,83,1697,33,27,27,15,18,10,4,129,39,21,14,8,11,14,3,109,99,94,49,29,37,11,9,320,4,6,3,0,5,4,0,20,621,601,321,178,268,193,95,2279,45,50,36,22,48,18,19,239,12,13,6,5,11,0,3,47,6,7,0,3,6,0,0,30,19,21,19,18,19,6,3,103,5,4,13,0,5,3,0,32,88,96,68,50,88,32,26,448,712,701,393,228,360,224,122,2723
SSC21118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,18,0,0,0,0,0,0,0,0,3,9,7,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,3,8,11,3,6,0,0,35
SSC21119,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,7,0,4,0,0,0,0,0,3,11,8,9,3,3,0,0,42,0,0,0,0,0,0,0,0,17,17,10,3,3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,3,6,3,0,4,0,0,13,20,19,12,6,9,0,0,63
SSC21120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,8,0,0,21,0,0,0,0,0,0,0,0,4,0,8,3,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,8,0,0,22
SSC21121,33,29,7,3,7,0,0,80,13,13,6,3,3,0,0,48,12,13,19,4,6,0,0,62,358,329,210,132,193,48,7,1277,3,3,0,0,5,0,0,13,420,389,245,145,217,52,7,1479,0,3,0,0,3,3,0,8,4,11,8,4,3,0,0,28,0,0,4,0,3,3,0,10,68,87,76,54,64,16,0,366,3,3,0,3,6,0,0,17,81,101,84,66,79,21,0,423,502,496,328,210,292,69,10,1902
SSC21122,24,17,8,3,6,5,4,71,14,18,3,3,7,8,7,70,15,14,18,12,3,8,4,67,239,204,127,80,102,44,23,826,3,0,0,0,0,0,0,3,292,253,156,92,124,66,37,1035,3,3,5,0,4,0,0,17,11,5,0,3,3,3,0,28,0,4,0,0,3,0,0,15,31,48,28,24,39,16,9,192,0,6,0,0,0,0,0,4,47,61,42,29,48,25,10,260,342,322,199,120,178,88,53,1292
SSC21123,136,211,101,67,93,48,32,696,74,98,72,38,48,32,25,380,95,113,72,45,77,38,26,463,310,433,293,179,277,173,106,1766,4,4,0,0,4,0,0,8,617,853,535,338,502,285,183,3317,4,18,13,11,13,9,6,69,3,6,16,9,18,8,3,62,4,5,0,3,13,4,6,39,21,28,31,29,39,35,5,187,0,5,3,0,0,0,0,12,42,63,60,50,83,54,16,377,661,920,595,386,587,344,200,3690
SSC21124,74,37,10,11,25,18,4,178,29,37,8,11,12,6,0,106,37,41,12,9,16,7,5,133,143,112,53,38,58,33,12,442,0,0,0,0,0,0,0,0,281,228,92,72,110,63,22,865,11,16,7,3,11,0,3,47,0,6,8,3,0,0,6,25,0,3,3,3,0,0,0,15,14,27,19,8,17,10,3,87,3,0,3,0,0,0,0,8,30,47,38,18,29,12,6,183,310,278,130,91,136,72,31,1046
SSC21125,1234,1194,649,371,553,351,183,4529,87,66,40,25,43,10,3,279,86,70,35,19,27,19,4,257,196,189,107,67,116,38,18,735,15,15,3,3,0,0,0,46,1617,1539,833,483,734,421,216,5843,97,131,84,67,106,57,42,589,35,27,15,16,15,5,0,117,17,26,23,8,13,11,0,92,79,109,61,46,73,30,8,410,21,10,10,11,5,0,0,52,243,311,190,148,213,102,52,1268,1863,1847,1022,638,952,522,263,7109
SSC21126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,3,3,0,0,27,0,0,0,0,0,0,0,0,4,10,4,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,3,3,0,0,30
SSC21127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,4,3,0,0,14
SSC21128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,0,0,0,14,0,0,0,0,0,0,0,0,7,0,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,0,0,0,14
SSC21129,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,3,3,0,0,0,0,0,7,44,47,17,14,16,3,0,148,0,0,0,0,0,0,0,0,49,54,19,17,20,4,0,165,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,0,0,0,0,0,5,0,6,8,3,8,5,0,27,0,0,0,0,0,0,0,0,3,7,4,3,12,5,0,34,51,64,24,21,29,8,0,200
SSC21130,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,8,0,3,8,3,0,32,0,3,0,0,0,0,0,3,10,15,3,6,12,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,10,8,16,4,6,12,3,3,55
SSC21131,4,0,5,3,3,3,3,22,3,7,0,0,3,6,0,20,7,4,3,3,4,4,0,24,34,33,19,17,22,11,3,134,0,0,3,0,0,0,0,3,48,45,26,20,34,25,14,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,6,3,4,0,0,0,17,0,0,0,0,0,0,0,4,3,6,5,7,3,0,0,29,52,49,29,26,35,30,13,240
SSC21132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21133,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,12,8,3,0,10,0,0,30,0,0,0,0,0,0,0,0,12,8,3,0,17,3,0,39,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,13,8,3,0,13,3,0,42
SSC21134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,7,5,0,0,0,37,0,0,0,0,0,0,0,0,15,6,12,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,9,11,12,15,9,6,0,0,54
SSC21135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,0,5,0,0,27,0,0,0,0,0,0,0,0,9,8,3,0,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,10,16,3,0,5,0,0,35
SSC21136,28,29,24,16,12,7,4,109,28,40,24,7,12,3,0,112,24,38,19,8,9,5,3,106,362,276,142,86,97,21,10,993,4,0,4,0,0,0,0,9,450,383,201,116,135,29,17,1333,5,7,9,11,5,3,0,33,10,15,11,10,10,3,0,58,8,8,3,3,3,0,0,27,112,154,107,60,73,18,3,533,8,5,0,0,0,0,0,14,148,188,127,77,94,26,4,666,599,570,331,192,231,59,22,1999
SSC21137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,4
SSC21138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,3,0,0,18,0,0,0,0,0,0,0,0,8,3,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,3,0,0,22
SSC21139,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,7,3,0,3,0,0,13,57,104,53,28,55,10,0,300,0,0,0,3,0,0,0,4,60,108,59,34,59,10,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,6,3,0,28,0,0,0,0,0,0,0,0,3,5,3,10,6,3,0,25,63,114,59,41,60,9,0,353
SSC21140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21141,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,9,6,13,0,0,60,0,0,0,0,0,0,0,0,14,21,13,5,13,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,14,23,15,5,13,0,0,73
SSC21142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21143,275,205,80,58,47,46,17,730,95,85,51,28,44,21,11,329,96,94,55,28,52,33,15,378,408,497,316,212,257,172,104,1966,9,4,3,0,0,0,0,14,881,887,503,323,400,274,149,3415,14,23,17,6,31,21,8,116,3,8,3,9,13,4,4,52,0,11,4,4,4,3,0,29,11,50,30,20,51,23,26,213,0,0,0,0,0,0,0,0,35,92,61,40,97,54,42,416,911,978,567,359,496,324,191,3830
SSC21144,192,180,70,32,55,40,28,599,71,73,29,24,30,21,16,266,80,72,49,23,26,17,14,284,338,351,209,132,196,121,64,1418,0,0,0,0,0,0,0,0,687,675,359,213,304,205,126,2562,10,26,14,13,25,7,9,112,5,20,13,5,12,14,0,64,4,12,3,3,8,0,0,27,11,26,23,23,33,16,8,140,3,0,0,0,0,0,0,3,34,81,54,49,72,37,17,347,719,758,414,255,375,247,140,2905
SSC21145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
SSC21146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,3,0,0,20,0,0,0,0,0,0,0,0,0,10,4,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,4,3,3,0,0,25
SSC21147,0,0,0,3,0,0,0,9,0,3,3,0,0,0,3,15,3,5,0,4,4,0,0,15,57,73,40,32,42,18,5,264,0,0,0,0,0,0,0,3,61,84,44,38,47,25,7,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,10,5,3,5,0,3,25,0,0,0,0,0,0,0,0,3,13,7,3,5,0,3,32,65,98,47,42,56,25,11,333
SSC21148,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,7,17,5,3,8,5,0,51,0,0,0,0,0,0,0,0,9,22,8,9,8,5,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,9,17,9,9,15,5,3,63
SSC21149,13,15,13,5,13,4,0,72,32,37,11,3,7,3,0,100,18,21,9,6,11,3,0,69,279,238,151,83,108,49,24,929,3,0,0,0,0,0,0,6,342,319,191,98,137,59,28,1169,3,5,3,0,3,0,0,11,3,15,3,5,3,0,4,37,0,4,5,5,4,0,3,13,55,66,59,48,50,15,0,289,0,0,3,0,0,0,0,6,62,86,66,59,60,14,4,358,404,402,260,161,191,77,34,1529
SSC21150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,8,3,11,0,0,25,0,0,0,0,0,0,0,0,4,9,8,3,11,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,4,8,8,4,8,0,0,35
SSC21151,3,7,3,0,3,3,0,19,8,3,5,0,3,0,0,13,8,0,0,0,3,0,0,20,53,65,36,10,27,6,5,199,0,0,0,0,0,0,0,0,68,71,43,19,35,11,5,248,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,7,17,32,17,12,9,5,0,95,0,0,0,0,0,0,0,7,22,38,20,12,12,5,0,120,95,112,62,26,52,14,5,366
SSC21152,0,0,4,0,3,0,0,3,3,3,0,0,0,0,0,9,3,0,0,0,0,0,0,7,58,63,22,15,21,4,3,186,0,0,0,0,0,0,0,0,66,70,29,15,25,9,3,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,67,73,30,15,25,5,3,212
SSC21153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21154,64,85,48,32,30,23,12,294,14,35,7,8,5,3,4,81,6,22,6,3,5,9,0,54,64,91,43,26,27,9,3,262,0,0,0,0,0,3,0,4,151,236,107,71,72,42,22,694,0,0,3,0,10,4,3,24,3,3,6,3,0,0,0,17,0,6,3,3,4,0,0,16,6,11,12,3,10,0,0,43,0,0,0,0,0,0,0,3,14,19,30,12,19,9,3,100,165,248,132,85,94,53,23,803
SSC21155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,3,6,0,0,32,0,0,0,0,0,0,0,0,0,6,13,3,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,4,12,10,3,7,0,0,41
SSC21156,120,101,51,31,40,27,21,392,59,45,36,17,18,13,14,201,64,55,27,23,18,15,3,210,374,320,196,133,170,87,45,1323,0,3,0,3,3,0,0,13,627,526,307,208,247,143,84,2143,3,4,3,0,12,5,4,34,4,3,6,0,4,3,0,20,8,7,4,3,3,5,0,32,23,44,28,19,35,17,8,177,0,0,0,0,0,0,0,4,40,64,49,27,51,28,14,268,663,585,353,240,304,168,99,2412
SSC21157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,0,0,0,0,18,0,0,0,0,0,0,0,0,4,7,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,0,4,0,0,20
SSC21158,110,65,21,14,14,4,7,233,54,32,19,15,7,5,7,147,41,33,9,3,11,7,4,109,180,190,112,54,70,55,21,681,0,0,0,0,0,0,0,0,395,324,161,93,99,70,35,1176,9,12,4,3,5,8,5,44,3,9,4,3,3,6,0,26,0,4,5,0,3,7,0,19,7,15,10,6,12,13,0,59,6,0,0,0,0,0,0,7,19,35,19,14,21,27,9,153,412,361,177,108,123,101,47,1329
SSC21159,101,73,24,20,36,21,18,298,47,23,8,7,11,14,8,111,43,20,12,3,3,5,0,85,152,104,51,27,56,28,9,433,0,0,0,0,0,0,0,0,347,225,104,58,107,66,36,936,13,18,11,7,18,23,10,99,5,9,3,3,6,0,0,29,5,4,3,3,0,3,3,22,27,30,12,12,14,6,6,118,3,3,0,0,0,0,0,3,54,66,33,22,47,30,18,268,398,285,142,83,146,96,54,1207
SSC21160,167,154,71,38,60,37,14,541,19,10,5,0,0,3,3,44,17,7,6,4,4,0,3,42,74,47,21,17,21,7,0,175,9,3,3,0,0,0,0,12,284,219,110,63,84,41,18,812,36,40,20,12,20,18,7,156,8,9,3,0,0,4,0,21,4,0,0,0,5,5,0,14,33,42,37,24,19,8,4,158,8,5,4,4,0,3,0,29,87,99,72,42,45,32,11,383,364,320,176,102,128,75,34,1204
SSC21161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,3,0,0,14,0,0,0,0,0,0,0,0,6,0,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,3,0,0,14
SSC21162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
SSC21163,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,6,13,19,25,8,10,4,0,78,0,0,0,0,0,0,0,0,20,33,25,13,15,3,0,94,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,6,3,0,0,0,0,0,0,3,7,7,5,0,0,0,0,21,0,0,0,0,0,0,0,0,12,10,8,3,5,0,0,38,24,44,28,12,15,3,0,130
SSC21164,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,6,0,0,0,0,0,0,7,7,0,0,3,5,0,0,17,0,0,0,0,0,0,0,0,19,3,0,3,5,0,0,30,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,3,6,3,0,3,0,0,18,24,8,6,3,4,0,0,43
SSC21165,27,5,3,3,0,0,0,41,11,4,0,4,12,0,0,35,14,3,6,4,3,0,0,37,150,99,33,32,47,23,11,401,7,0,0,0,0,0,0,5,206,120,45,40,66,31,11,521,0,3,0,0,0,0,0,7,3,4,3,0,5,0,0,18,0,3,3,3,0,0,0,5,14,22,13,20,32,11,7,111,0,0,0,0,4,5,0,9,21,31,18,19,39,12,7,151,224,153,65,62,102,40,18,670
SSC21166,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,10,23,20,11,14,7,0,74,0,0,0,0,0,0,0,0,16,24,20,11,11,10,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,26,21,11,14,10,0,95
SSC21167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,3,3,3,0,28,0,0,3,0,0,0,0,3,5,8,7,3,3,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,3,3,0,0,28
SSC21168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC21169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,3,0,0,27,0,0,0,0,0,0,0,0,0,4,10,7,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,9,9,7,9,0,0,33
SSC21170,0,4,3,0,0,0,0,7,3,6,3,0,0,0,0,7,12,3,0,0,0,0,0,14,61,103,59,29,40,12,4,301,3,0,0,0,0,0,0,9,81,108,63,35,48,13,4,343,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,17,15,15,6,14,3,0,62,3,0,3,0,0,0,0,14,25,15,21,12,15,3,0,88,101,128,82,41,59,16,4,430
