SSC_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SSC21295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SSC21296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13
SSC21297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7
SSC21298,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,13,28,16,10,10,5,3,4,14,0,98
SSC21299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,7,0,0,0,3,0,0,3,0,13
SSC21300,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,4,6,4,0,4,0,39
SSC21301,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,32,24,17,19,19,8,14,16,0,140
SSC21302,3,0,3,4,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,8,0,4,0,0,0,3,0,0,17,94,34,37,19,22,8,18,36,3,277
SSC21303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,8,11,0,0,3,0,3,47
SSC21304,12,0,18,3,12,11,3,3,0,60,0,0,0,0,0,0,0,0,0,4,0,3,3,4,0,0,3,0,0,19,3,3,4,4,3,3,0,6,4,35,99,232,151,110,112,61,64,69,9,906
SSC21305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,3,0,18
SSC21306,11,0,24,6,10,14,0,7,0,71,0,0,0,0,0,0,0,0,0,3,4,14,4,0,6,3,0,3,0,29,3,6,0,3,5,7,9,0,11,47,316,578,278,127,260,134,51,74,28,1849
SSC21307,17,0,57,18,14,18,11,12,4,146,0,0,0,0,0,0,0,3,0,4,4,3,8,3,9,3,3,0,3,37,4,3,16,9,6,8,8,10,16,82,259,623,508,283,355,163,171,183,41,2594
SSC21308,19,3,65,25,15,10,9,16,4,168,0,0,0,0,0,3,3,3,0,10,18,11,8,11,9,6,9,5,0,81,17,15,23,10,28,12,16,22,12,135,608,1355,673,403,593,267,168,171,71,4303
SSC21309,3,0,9,3,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,6,0,0,3,0,0,3,12,100,161,107,61,79,41,19,23,8,596
SSC21310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,7,3,0,0,0,0,0,26
SSC21311,5,0,17,4,8,14,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,12,0,0,6,3,0,0,0,3,0,14,82,152,145,69,110,59,28,34,6,685
SSC21312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC21313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,3,0,5,18
SSC21314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,10,0,18
SSC21315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,7
SSC21317,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,5,0,23
SSC21318,7,3,24,18,5,6,7,6,0,81,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,3,4,3,0,23,6,5,3,6,3,4,3,7,3,38,206,612,209,221,153,94,57,90,15,1662
SSC21319,32,10,48,27,11,28,0,3,8,169,0,3,4,0,0,0,0,0,0,11,21,32,4,8,12,6,0,3,0,95,5,7,10,7,10,6,0,7,17,74,802,2551,336,382,608,257,57,119,64,5175
SSC21320,9,0,25,6,8,10,0,15,3,75,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,16,4,9,4,4,3,5,16,5,63,133,203,166,122,92,51,39,99,10,917
SSC21321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
SSC21322,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,10,3,8,0,7,7,0,75
SSC21323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,3,3,0,3,0,0,23
SSC21324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,0,0,0,0,23
SSC21325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,4,4,4,3,0,0,3,0,34
SSC21326,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,3,0,0,4,0,24
SSC21327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6
SSC21328,51,12,84,49,33,24,6,3,3,266,6,0,6,3,0,0,0,0,0,14,30,47,6,10,33,16,0,3,3,150,25,43,14,7,13,16,4,7,25,139,1944,4630,531,561,1051,527,72,174,161,9651
SSC21329,16,3,29,8,10,8,0,8,0,76,0,0,0,0,0,0,3,0,0,4,9,11,3,4,7,6,0,0,0,40,9,6,3,0,0,0,0,3,8,32,513,1135,155,170,287,140,19,49,21,2489
SSC21330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,11
SSC21331,44,12,152,58,36,41,19,53,6,416,3,0,3,0,0,3,0,0,0,12,14,16,8,15,21,13,10,8,0,104,15,17,30,21,17,12,26,37,33,208,873,1863,1023,699,1043,497,441,507,119,7066
SSC21332,33,3,47,14,16,11,0,10,0,134,0,0,0,0,0,0,0,0,0,0,5,7,3,3,3,4,0,6,0,30,7,8,10,3,3,0,0,15,14,66,310,630,352,241,244,94,56,115,25,2077
SSC21333,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,10,0,6,0,0,4,3,53
SSC21334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,37,31,22,9,4,3,6,0,140
SSC21335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,3,0,3,0,10
SSC21336,3,0,6,3,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,27,33,34,20,22,4,8,10,0,153
SSC21337,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,13,31,24,9,15,6,3,3,0,109
SSC21338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21339,0,0,4,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,22,44,51,31,20,21,12,14,3,210
SSC21340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,19,10,9,4,3,0,6,0,56
SSC21341,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,27,44,30,16,16,8,5,8,0,144
SSC21342,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,4,5,3,4,0,0,3,33
SSC21343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,14,0,8,3,3,4,0,44
SSC21344,8,3,49,22,12,12,7,18,0,139,0,0,0,0,0,0,0,0,0,0,3,0,6,3,4,3,0,7,0,23,7,10,18,10,16,6,7,14,13,96,244,437,462,310,247,130,138,159,36,2162
SSC21345,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,27,36,18,10,17,11,10,10,0,136
SSC21346,22,4,66,29,29,19,9,17,0,197,0,0,0,0,0,0,0,3,0,3,6,6,6,8,3,6,5,5,5,43,9,5,19,6,6,3,6,10,12,73,383,752,750,465,425,200,137,189,38,3341
SSC21347,3,0,22,6,8,7,3,3,0,50,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,13,4,3,3,4,3,3,0,4,0,33,154,228,246,109,137,51,40,55,11,1032
SSC21348,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,3,4,0,0,0,0,23
SSC21349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,14,3,11,4,3,0,0,3,3,42
SSC21350,3,0,6,4,0,0,3,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,11,8,3,3,0,4,0,37,62,93,135,90,49,18,36,32,3,514
SSC21351,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,12,32,16,14,15,4,11,9,3,118
SSC21352,0,0,4,6,3,0,4,3,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,4,0,0,3,0,0,3,0,0,16,49,59,93,57,40,14,24,27,7,360
SSC21353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,3,0,12
SSC21354,10,0,39,13,6,10,12,18,0,108,0,0,0,0,4,0,0,3,0,10,4,3,0,3,0,0,8,3,0,17,5,4,14,9,7,6,16,22,15,97,99,222,253,227,192,112,163,177,37,1477
SSC21355,5,0,25,16,3,3,3,7,0,65,0,0,3,0,0,0,0,4,0,4,0,3,0,0,0,3,0,0,0,15,3,4,4,0,0,6,3,9,3,30,93,263,134,133,114,92,60,158,12,1062
SSC21356,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,13,23,8,11,5,0,0,3,0,66
SSC21357,4,3,23,10,4,5,0,7,3,66,0,0,0,0,0,0,0,0,0,0,3,11,0,5,3,7,0,3,3,36,3,4,0,0,0,3,4,5,4,31,272,653,147,124,204,77,37,74,22,1610
SSC21358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,8
SSC21359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21360,4,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,15,30,26,13,7,9,4,16,4,117
SSC21361,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,5,7,0,0,9,0,39
SSC21362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3
SSC21363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC21364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,6,9,5,3,3,3,0,0,40
SSC21366,8,3,58,22,18,19,3,11,0,154,0,0,0,0,0,0,0,0,0,0,4,6,4,5,3,3,4,4,0,34,3,4,11,3,6,3,4,3,13,51,325,683,408,264,330,178,81,125,36,2423
SSC21367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,9
SSC21368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7
SSC21369,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,5,3,0,0,3,3,0,42
SSC21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,18,14,12,9,5,0,0,3,0,51
SSC21371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,4,0,0,0,0,19
SSC21372,5,0,25,6,5,9,8,10,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,13,4,8,5,4,7,8,11,5,62,81,138,258,123,99,75,74,73,14,928
SSC21373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,15
SSC21374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,9
SSC21375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21376,0,0,5,7,0,5,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,9,26,33,38,29,16,19,16,16,6,203
SSC21377,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,22,17,12,8,3,0,6,3,0,66
SSC21378,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,33,33,16,11,14,10,17,4,4,136
SSC21379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11
SSC21380,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,15,20,30,13,11,9,4,10,0,112
SSC21381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,0,8,0,0,5,0,30
SSC21382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,9
SSC21383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,7,6,4,0,3,0,3,0,39
SSC21385,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,61,172,14,13,36,15,0,3,5,313
SSC21386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,3,0,0,0,0,0,14
SSC21387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,6,3,0,0,0,0,25
SSC21388,9,0,30,8,5,8,0,13,0,73,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,3,0,11,0,0,4,0,4,0,28,72,140,136,91,49,34,29,64,4,625
SSC21389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,10
SSC21390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,3,0,0,0,0,18
SSC21391,7,3,36,12,3,10,3,6,0,91,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,0,0,10,11,3,11,5,3,13,3,11,9,69,135,200,240,166,87,85,75,82,30,1106
SSC21392,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3,0,0,0,4,0,26
SSC21393,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,18,6,0,3,0,3,3,0,48
SSC21394,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,0,6,0,31
SSC21395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,14,3,6,4,0,0,0,6,0,36
SSC21396,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,28,12,6,3,11,0,10,8,0,91
SSC21397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,3,7,8,0,3,3,0,33
SSC21398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
SSC21399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5
SSC21400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC21401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,0,10
SSC21403,17,3,53,17,22,20,13,17,3,161,0,0,3,0,0,0,3,3,0,9,8,3,5,5,3,0,4,0,0,30,3,3,15,11,6,10,17,9,16,81,243,377,564,413,306,164,216,167,43,2494
SSC21404,16,0,44,19,6,17,8,24,5,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,14,14,3,9,12,3,4,9,15,9,80,238,405,360,249,170,111,94,181,34,1840
SSC21405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,0,3,0,21
SSC21406,11,4,44,16,11,12,7,22,0,127,0,0,0,0,0,0,0,3,0,6,8,19,3,4,3,3,0,3,0,48,7,9,17,12,6,10,3,16,10,76,288,549,331,261,186,97,72,161,26,1977
SSC21407,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,8,0,10,3,0,9,0,40
SSC21408,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,20,13,12,5,9,0,7,0,96
SSC21409,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,4,5,3,4,4,0,3,0,37
SSC21410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,9,8,7,4,7,6,0,3,4,3,35
SSC21411,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,33,18,22,8,14,8,7,8,0,112
SSC21412,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,19,6,13,7,0,3,5,0,72
SSC21413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,8,0,7,4,3,4,0,36
SSC21414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC21415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
SSC21416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,4,0,0,0,0,0,17
SSC21417,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,23,12,7,7,8,0,0,8,0,65
SSC21418,3,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,3,0,0,0,15,43,55,47,39,16,13,8,15,6,240
