SSC_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
SSC20011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20012,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,29,3,4,0,11,0,0,3,57,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,0,0,4,0,15,5,0,0,0,3,3,0,0,0,15,3,0,3,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,25,53,5,12,13,14,0,3,7,135,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,8,11,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,15,54,3,6,0,10,0,0,3,92,0,0,0,0,0,0,0,0,0,0
SSC20013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,0,3,4,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SSC20014,3,30,0,8,4,0,0,0,0,51,0,7,0,0,3,0,0,0,0,17,54,238,6,31,73,35,0,5,6,454,0,0,0,0,3,0,0,0,0,5,7,23,10,14,18,5,3,0,0,85,30,20,4,44,50,20,0,7,3,173,12,7,21,50,46,26,5,15,4,175,3,0,0,3,5,4,0,0,0,16,4,0,0,24,14,4,0,0,3,54,0,3,0,0,3,0,0,0,0,12,4,8,3,9,9,4,0,3,0,40,141,416,48,185,228,104,8,33,18,1180,0,4,0,0,0,0,0,0,0,8,3,20,0,0,3,0,0,0,0,28,20,98,9,5,8,3,0,3,3,158,3,6,0,0,0,0,0,0,0,9,8,41,3,4,4,0,0,0,0,68,0,10,0,0,3,0,0,0,0,20,119,365,28,48,96,56,6,5,8,743,0,0,0,0,3,0,0,0,0,4
SSC20015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20016,0,7,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,65,6,18,29,14,3,11,0,146,0,0,0,0,0,0,0,0,0,0,6,4,3,14,7,4,3,0,0,36,6,13,4,21,16,8,0,7,0,72,3,3,9,40,22,11,7,13,0,113,0,0,0,7,9,4,0,3,0,15,0,0,3,9,5,3,0,4,0,29,0,3,0,0,0,0,0,3,0,7,0,0,3,4,10,3,4,3,6,28,24,104,35,107,96,54,15,51,8,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,0,4,0,3,5,0,35,0,3,4,0,0,0,0,0,0,9,0,9,0,3,0,0,3,4,0,20,0,0,0,0,0,0,0,0,0,5,17,104,31,23,43,26,13,17,4,280,0,0,0,0,0,0,0,0,0,0
SSC20017,19,39,0,4,3,0,0,0,0,70,0,9,0,0,0,0,0,0,0,11,143,301,5,28,65,35,0,5,14,598,0,0,0,0,0,0,0,0,0,0,13,22,0,8,17,5,0,0,0,77,18,19,4,11,16,11,0,0,0,78,11,7,3,3,8,10,0,0,0,49,3,0,0,0,3,0,0,0,0,8,10,3,0,3,5,4,0,0,0,26,4,3,0,0,3,4,0,0,0,9,3,7,0,0,3,0,0,0,0,13,280,584,22,66,155,76,0,10,25,1218,3,7,0,0,0,0,0,0,0,7,8,80,0,0,3,3,0,0,0,98,146,221,6,5,17,10,0,3,8,415,6,12,0,0,3,0,0,0,0,18,25,66,3,7,6,0,0,0,0,105,6,4,0,0,0,3,0,0,0,16,296,613,23,47,103,61,0,12,25,1187,0,0,0,0,0,0,0,0,0,3
SSC20018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,3,3,3,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SSC20019,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SSC20020,0,16,0,0,8,0,0,0,0,23,0,4,0,0,0,0,0,0,0,4,20,80,7,27,22,12,3,13,0,192,0,0,0,0,0,0,0,0,0,0,3,3,4,10,8,7,0,7,0,44,8,6,14,12,8,4,0,3,3,63,13,0,8,31,9,15,0,10,0,99,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,4,0,16,0,0,0,5,0,0,0,0,0,10,0,0,3,4,0,0,0,6,8,21,51,143,37,118,69,41,8,56,11,532,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,9,49,4,22,16,23,5,18,3,153,0,0,0,0,0,0,3,0,0,3,0,29,0,3,5,0,0,0,0,40,0,5,0,0,0,0,0,0,0,5,38,150,34,46,42,27,7,34,10,395,0,0,3,3,0,0,0,0,0,6
SSC20021,4,10,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,5,3,57,0,15,13,0,0,3,0,89,0,0,0,0,0,0,0,0,0,0,9,8,0,3,10,0,0,0,0,31,3,8,3,15,16,3,0,0,0,40,4,4,12,30,27,13,0,7,0,90,0,0,0,3,3,3,0,0,0,10,0,0,0,0,4,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,12,28,101,16,70,73,20,0,15,5,327,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10,15,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,6,12,0,3,0,0,0,0,0,29,0,3,0,0,0,0,0,0,0,3,21,75,4,19,17,4,0,4,0,144,0,0,0,0,0,0,0,0,0,0
SSC20022,4,59,0,11,3,0,0,0,0,84,0,14,0,3,3,0,0,0,0,21,37,355,14,32,47,19,0,3,5,511,0,0,0,0,0,0,0,0,0,0,14,31,0,28,26,3,0,0,3,102,19,33,3,48,38,6,0,4,0,148,20,20,40,100,102,30,3,14,3,332,0,3,0,5,15,9,0,6,0,39,0,0,4,8,11,6,0,0,0,29,0,6,0,0,3,0,0,0,0,16,3,5,0,7,7,11,0,3,3,35,120,600,65,241,259,79,3,32,17,1429,0,4,0,0,0,0,0,0,0,6,10,37,0,0,0,0,0,0,0,51,49,118,10,0,8,6,5,3,0,202,3,17,0,3,0,0,0,0,0,23,20,88,3,11,6,3,0,0,0,130,3,18,0,6,3,0,0,0,0,28,108,551,27,71,65,24,4,14,10,866,0,0,0,0,0,0,0,0,0,0
SSC20023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC20024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SSC20025,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC20026,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,3,0,3,5,5,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,20,3,10,8,5,0,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,14,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
SSC20027,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,43,3,3,8,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,0,0,0,0,20,5,3,0,10,4,4,0,3,0,32,4,3,15,16,14,3,0,3,0,61,3,0,0,0,3,3,0,0,0,5,0,0,3,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,12,26,68,23,47,45,10,0,9,0,227,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,55,3,5,8,3,0,0,0,94,0,0,0,0,0,0,0,0,0,0
SSC20028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,5,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
SSC20029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0
SSC20030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SSC20031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC20032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC20033,24,76,0,8,13,0,0,0,0,118,4,7,3,0,0,0,0,0,0,14,80,267,14,33,75,33,0,0,4,508,0,0,0,0,0,0,0,0,0,0,8,23,0,6,14,9,0,0,0,61,12,13,10,12,23,4,0,3,3,73,6,9,3,14,15,3,0,0,0,58,0,0,0,0,3,3,0,0,0,8,3,4,0,0,5,4,0,0,0,18,0,4,3,0,4,0,0,0,0,11,3,0,0,0,3,4,0,0,0,20,188,579,38,95,173,65,4,10,9,1158,0,9,0,0,0,0,0,0,0,8,12,105,0,3,0,0,0,0,0,120,85,204,0,8,18,3,0,0,5,333,3,9,0,0,3,0,0,0,0,14,32,120,0,9,19,0,0,0,0,184,8,11,3,0,3,0,0,0,0,25,179,524,29,46,98,56,7,7,15,960,0,0,0,0,0,0,0,0,0,0
SSC20034,10,61,0,17,12,3,0,0,0,100,6,18,0,0,4,0,0,0,0,28,73,374,24,55,96,36,4,6,8,674,0,0,0,3,0,0,0,0,0,8,16,29,6,15,31,17,0,3,0,113,31,39,15,40,60,17,0,8,0,210,18,9,33,59,73,25,3,8,0,232,3,3,0,3,9,3,0,0,0,20,6,3,3,13,20,9,0,0,0,57,0,4,3,0,4,3,0,0,0,20,0,12,3,8,8,0,0,0,5,40,208,685,98,223,337,114,12,32,21,1735,3,6,0,0,0,0,0,0,0,7,9,44,0,0,0,0,0,0,0,57,77,178,11,19,38,15,4,0,6,343,3,14,0,0,0,0,0,0,0,24,25,90,7,15,14,3,0,0,0,163,6,21,0,0,4,0,0,0,0,31,197,646,58,81,143,60,20,24,12,1255,0,0,0,3,0,0,0,0,0,6
SSC20035,13,70,0,13,11,0,0,3,0,118,6,15,0,0,3,0,0,0,0,29,71,429,28,101,139,48,8,45,10,864,0,3,0,0,0,0,0,0,0,4,18,38,14,36,47,18,0,15,3,189,39,46,27,105,85,33,7,17,6,361,33,25,60,146,128,61,20,40,9,524,0,3,3,3,21,6,3,3,0,48,3,4,3,37,34,8,6,3,0,103,0,4,3,3,4,9,0,3,0,26,4,8,3,18,18,16,3,3,9,81,204,778,145,481,544,221,45,137,35,2586,0,8,0,0,0,0,0,0,0,9,8,35,3,0,0,0,0,0,0,51,59,188,19,21,55,27,9,6,3,396,0,19,0,4,0,3,0,0,0,29,14,100,0,17,16,4,4,4,0,165,11,23,0,0,3,0,0,0,0,48,180,727,85,135,233,81,39,88,20,1593,3,4,4,3,0,0,0,0,0,13
