SSC_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
SSC21101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,3,0,0,15
SSC21102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,21
SSC21103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,4
SSC21106,14,12,16,0,0,3,37,10,4,3,0,0,0,18,14,13,13,3,5,0,50,11,10,8,3,10,0,46,17,25,22,6,6,0,73,27,30,23,11,15,0,110,39,53,27,9,23,0,147,56,77,29,13,9,0,186,40,98,27,11,11,0,184,59,139,19,10,9,0,240,31,74,14,3,9,0,137,40,70,25,3,3,0,146,8,34,7,0,0,0,46,10,16,0,0,3,0,25,12,24,7,0,0,0,43,10,13,9,0,0,3,43,8,11,3,0,0,0,15,3,3,0,0,0,0,3,12,26,6,3,7,3,53,405,726,253,90,111,16,1595
SSC21107,0,0,4,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,0,0,0,3,3,0,3,0,0,0,11,0,7,3,0,0,0,6,0,3,3,0,0,0,4,0,5,0,0,0,0,5,3,6,0,0,0,0,12,0,3,3,0,0,0,4,0,4,0,0,0,0,9,4,3,0,0,0,0,11,4,8,3,0,3,0,12,0,3,3,0,0,0,12,0,0,0,0,0,0,3,3,0,3,0,0,0,7,32,51,29,4,7,0,124
SSC21108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,3,3,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,6,0,0,43
SSC21109,0,4,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,3,3,5,0,0,0,0,6,4,3,0,0,0,0,8,4,3,0,0,0,0,8,3,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,23,0,3,0,0,52
SSC21110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,3,0,0,0,21
SSC21111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC21113,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,8,3,0,0,0,10,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,24,18,0,0,0,59
SSC21114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21115,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,0,5,3,0,0,0,0,0,3,3,6,4,0,0,0,16,4,0,0,3,3,0,12,0,5,5,3,0,0,10,3,11,3,0,0,0,17,3,14,0,0,0,0,25,7,13,10,0,0,0,22,3,10,3,0,0,0,18,5,14,0,3,0,0,21,0,3,0,0,0,0,10,0,0,0,0,0,0,0,3,3,3,0,0,0,9,3,3,0,0,0,0,9,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,0,0,0,11,47,91,30,11,8,0,190
SSC21116,9,10,0,0,0,0,22,7,4,4,0,0,0,11,3,4,0,0,0,0,16,3,0,3,0,0,0,11,7,5,6,3,3,0,23,3,13,10,0,7,0,32,8,16,7,3,0,0,37,7,17,7,0,9,0,37,12,25,3,5,4,0,45,13,13,9,3,0,0,36,13,18,10,3,0,0,42,13,30,11,4,0,0,62,3,11,0,0,0,0,19,3,9,3,0,0,0,22,10,16,7,0,0,0,41,6,17,8,0,0,0,32,0,8,0,0,0,0,9,0,3,0,3,0,0,5,5,29,3,3,0,0,46,132,247,86,29,37,10,542
SSC21117,12,15,11,0,3,0,40,9,0,3,0,3,0,17,6,7,4,0,0,0,19,6,4,8,0,3,0,21,10,9,27,0,10,0,58,16,19,17,3,8,0,66,27,26,32,11,15,0,102,18,53,23,5,20,4,132,28,59,24,3,11,0,135,30,89,32,8,3,3,164,26,63,26,8,8,3,129,46,76,31,4,11,0,173,10,28,3,0,3,0,38,3,11,10,0,3,0,28,14,14,11,3,0,0,43,16,24,11,0,0,0,53,5,8,3,0,0,0,19,3,9,0,3,0,0,15,10,20,18,3,3,0,51,291,543,299,51,106,14,1313
SSC21118,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,7,0,3,3,0,19
SSC21119,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,4,3,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,3,4,0,0,31
SSC21120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,0,0,13
SSC21121,17,9,3,0,3,0,41,8,3,6,0,0,0,12,12,3,13,0,8,0,36,13,10,11,0,3,0,37,42,47,12,11,4,0,110,43,35,18,7,7,3,121,34,62,17,5,11,0,133,30,76,14,3,4,0,134,19,50,12,3,4,0,93,20,32,7,3,0,0,66,7,20,11,0,0,0,33,13,22,4,0,0,0,40,5,6,0,0,0,0,13,0,0,0,0,0,0,5,7,16,10,0,0,0,30,3,15,4,0,0,0,22,4,3,3,0,0,0,8,3,0,0,0,0,0,3,14,17,7,3,0,0,46,292,426,156,50,48,8,980
SSC21122,3,6,6,0,0,0,18,3,0,0,0,0,0,5,5,10,3,0,0,0,20,6,0,6,3,0,0,19,9,11,5,0,5,0,36,10,17,11,3,13,0,53,12,21,4,3,4,0,53,15,27,10,4,0,0,61,15,41,8,3,0,0,75,21,45,3,3,6,3,75,13,12,3,0,4,0,36,23,36,10,3,0,0,68,3,17,0,0,0,0,22,3,0,0,0,0,0,7,9,18,3,0,0,0,27,7,10,3,0,0,0,20,4,5,3,0,0,0,9,0,0,0,0,0,0,0,9,14,11,3,0,0,38,162,294,97,35,40,9,639
SSC21123,21,26,22,4,3,0,82,0,0,0,0,0,0,3,3,3,9,0,0,0,15,3,3,6,0,3,0,15,3,14,3,0,0,0,21,7,20,15,3,3,0,41,10,16,11,0,3,0,43,14,22,16,3,3,0,53,4,22,24,3,3,0,54,9,14,23,0,0,0,50,13,20,4,0,3,0,38,21,55,31,0,3,0,116,10,17,7,0,3,0,34,9,35,13,3,3,0,61,25,38,10,3,3,0,77,32,144,45,3,3,0,229,14,113,27,6,8,0,165,24,157,36,7,4,0,220,13,40,16,0,4,0,77,237,758,299,40,60,3,1405
SSC21124,7,5,7,0,3,0,23,0,3,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,3,0,0,0,0,5,0,4,0,0,6,0,14,5,6,5,0,0,0,16,5,12,7,0,0,0,26,3,13,3,0,8,0,26,4,10,5,0,3,0,24,8,4,0,3,0,0,21,17,24,10,0,3,0,54,8,10,4,0,0,0,27,13,13,6,3,3,0,39,15,28,3,0,0,0,48,30,56,10,3,3,0,101,14,30,6,3,0,0,42,5,18,3,0,0,0,23,5,3,0,0,3,0,21,138,238,82,21,31,0,518
SSC21125,27,45,25,5,14,0,112,10,8,13,0,5,0,35,20,17,10,9,13,0,69,10,18,14,3,8,0,51,26,34,33,11,26,3,126,45,67,45,18,21,3,205,44,95,60,28,35,8,270,73,185,76,28,45,4,417,92,220,82,46,31,5,474,83,262,87,31,35,0,489,50,170,50,5,9,3,293,63,157,85,27,18,4,354,14,48,24,3,0,0,90,12,20,5,0,3,0,49,11,28,32,12,6,0,83,22,59,15,0,8,0,108,3,15,5,0,4,0,24,6,16,11,0,0,0,33,24,55,42,8,16,3,143,632,1517,709,237,296,35,3422
SSC21126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,3,0,13
SSC21127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,8
SSC21128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC21129,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,8,3,0,0,0,0,0,3,3,0,3,0,0,0,11,0,5,0,3,0,0,15,10,3,3,0,0,0,9,0,16,0,0,0,0,22,3,6,3,0,0,0,20,0,7,0,0,3,0,17,3,4,0,0,0,0,5,3,5,0,0,0,0,7,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,5,40,61,16,8,13,0,140
SSC21130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,5,0,0,0,31
SSC21131,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,6,3,3,0,0,0,0,7,0,7,3,0,0,0,7,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,8,0,0,0,0,10,0,3,0,0,0,0,3,0,3,3,0,0,0,11,0,0,0,0,0,0,3,0,8,3,0,0,0,7,0,3,4,0,0,0,8,0,4,3,0,0,0,10,5,5,0,0,0,0,7,0,5,0,0,0,0,10,0,4,0,0,0,0,3,17,52,32,3,8,0,115
SSC21132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,5,0,0,0,32
SSC21134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,14
SSC21135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,0,0,0,18
SSC21136,11,3,0,0,0,0,14,6,3,0,0,0,0,8,3,5,0,0,3,0,14,3,9,3,0,0,0,13,10,4,5,0,7,0,26,7,18,12,8,3,0,50,10,13,10,8,13,0,52,25,37,20,10,11,0,101,21,47,13,13,12,3,103,34,52,22,4,6,0,121,19,52,7,6,4,0,93,24,53,24,4,7,0,110,6,20,7,0,0,0,32,4,6,0,0,0,0,13,20,23,11,5,4,0,54,4,22,4,0,0,0,37,8,6,0,0,0,0,9,3,0,5,0,0,0,6,13,14,11,4,0,0,44,225,385,156,73,73,4,913
SSC21137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11
SSC21139,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,9,4,0,3,0,0,0,4,11,8,0,0,0,0,19,0,14,6,0,0,0,19,6,16,4,0,0,0,22,3,16,0,0,3,0,21,0,13,6,0,0,0,14,0,9,3,0,0,0,14,0,10,0,0,0,0,14,0,3,0,0,0,0,3,6,9,0,0,0,0,14,0,5,0,0,0,0,4,0,0,0,0,0,0,6,0,6,0,0,0,0,6,3,0,3,0,3,0,11,43,105,30,9,5,0,188
SSC21140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21141,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,8,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,18,9,0,0,0,42
SSC21142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
