UCL_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
UCL215071,0,5,3,9,9,21,19,56,0,131,9,9,21,19,17,29,6,18,0,126,3,10,9,16,32,32,23,30,0,145,7,18,23,24,8,12,6,10,3,110,5,8,24,12,19,13,10,7,3,104,5,24,16,10,16,18,10,9,4,101,11,6,7,8,25,11,14,35,4,119,6,33,9,14,21,16,25,10,4,138,0,0,0,0,0,3,0,3,15,23,47,120,107,116,146,157,98,170,28,999
UCL215072,3,4,10,15,24,43,26,55,0,188,24,16,36,41,41,52,31,30,0,261,16,26,19,16,59,112,49,52,3,345,17,41,31,36,24,29,12,18,3,208,8,24,32,32,67,51,21,17,0,256,4,43,33,20,29,13,13,12,7,173,10,12,4,12,24,39,23,41,3,158,3,45,22,26,34,18,21,14,5,195,3,0,0,0,8,3,0,3,8,29,77,209,184,210,311,357,189,237,29,1806
UCL215073,3,0,0,0,8,6,3,28,3,50,4,5,4,10,15,13,6,3,3,62,9,0,6,10,15,29,16,17,0,103,8,13,10,9,16,3,12,3,0,68,0,3,4,3,18,4,3,3,0,44,3,12,10,8,12,3,4,3,0,59,4,0,0,3,4,3,7,10,4,49,3,13,6,5,16,4,0,6,0,55,4,0,0,0,0,0,0,3,3,11,33,50,44,49,100,75,58,81,15,492
UCL215074,5,8,5,7,18,28,3,43,0,125,8,10,17,16,23,27,15,19,0,138,11,4,6,12,28,38,18,22,0,147,8,28,20,20,7,14,0,8,4,104,0,9,8,21,32,18,6,9,0,106,6,19,7,10,10,9,0,4,0,64,7,4,0,4,9,18,11,13,3,71,6,26,8,15,21,47,27,9,0,163,0,0,0,0,0,0,0,0,4,6,54,110,82,115,143,190,85,125,12,926
UCL215075,3,4,3,10,13,11,10,24,0,70,4,15,18,13,12,16,4,8,0,92,6,5,0,11,23,20,12,11,0,82,3,9,13,16,11,7,0,11,3,67,4,13,7,11,6,10,3,0,0,57,0,10,11,4,5,4,4,8,0,48,0,4,3,0,0,4,0,7,0,17,0,22,3,13,4,4,3,3,0,55,0,0,0,0,0,0,0,0,0,4,33,77,58,66,74,76,34,64,13,489
UCL215076,3,0,0,3,13,22,17,25,0,88,5,7,15,15,9,24,14,13,3,104,9,11,12,17,42,73,32,42,3,235,8,28,22,22,19,9,0,7,3,114,3,21,13,21,30,21,6,14,3,129,3,16,13,13,5,5,10,7,0,74,0,3,6,3,17,27,9,19,3,88,5,20,17,10,24,19,16,12,7,121,0,0,0,0,4,8,0,4,12,28,28,116,108,101,156,214,96,124,30,980
UCL215077,7,4,4,11,26,20,14,32,4,128,6,3,16,12,19,15,15,19,0,97,0,5,11,11,29,17,14,17,0,107,9,10,16,22,16,10,0,3,3,95,4,4,12,12,17,7,0,7,0,66,0,25,12,16,9,3,0,3,0,68,3,4,3,3,8,7,3,14,3,46,8,40,16,18,35,23,14,5,4,163,0,0,0,0,0,0,0,0,8,20,40,110,93,101,160,97,65,107,23,793
UCL215078,0,3,3,5,16,25,8,33,0,93,3,3,13,11,17,17,13,7,0,76,13,6,5,16,25,42,19,29,3,159,9,18,19,20,18,10,10,6,3,106,4,13,21,8,20,13,3,7,0,92,3,15,7,11,14,11,0,3,3,66,3,3,7,8,17,17,12,16,0,75,11,32,10,13,14,7,6,5,0,104,0,0,3,0,3,0,0,3,3,13,48,105,81,84,140,135,67,114,11,786
UCL215079,6,10,4,11,24,35,23,76,3,198,12,27,29,29,47,52,40,35,3,276,10,17,16,9,43,68,30,37,3,241,8,36,29,32,21,15,8,9,0,163,12,19,42,32,37,31,14,11,0,204,10,40,13,19,23,7,3,12,6,138,9,5,9,16,24,22,11,12,7,117,26,38,17,19,48,63,35,9,6,268,5,0,0,0,3,0,3,0,9,31,100,190,159,182,283,303,166,205,43,1637
UCL215080,0,6,3,3,9,16,16,29,0,80,6,3,16,7,22,14,9,19,0,93,4,6,4,7,17,33,14,23,3,122,9,23,18,20,12,14,13,8,0,107,4,10,17,5,15,15,5,6,0,82,3,23,10,5,12,5,5,8,0,72,4,5,5,7,11,13,18,16,4,78,3,23,11,10,19,11,13,11,3,107,4,0,0,0,0,0,0,0,12,19,29,104,87,71,106,125,99,120,24,766
UCL215081,0,10,0,4,3,5,10,15,0,46,0,0,6,12,9,5,8,0,0,42,3,0,4,3,11,31,11,6,0,79,3,9,12,16,9,0,0,4,0,47,0,7,8,9,9,6,5,3,0,40,3,15,5,13,6,3,0,3,0,60,3,0,3,5,9,8,10,7,0,49,4,18,14,29,30,14,17,11,7,133,0,0,0,0,0,0,0,0,0,3,23,55,55,93,85,87,61,52,11,508
UCL215082,0,0,3,10,11,6,10,24,0,57,5,9,5,4,9,10,8,11,4,52,6,6,6,3,27,25,13,20,0,104,3,9,3,5,5,11,0,3,0,44,0,20,10,11,16,9,4,0,0,76,4,16,3,13,6,3,5,3,0,47,3,5,0,0,5,14,7,14,3,56,0,3,8,6,17,11,9,3,0,55,0,0,0,0,0,4,0,0,5,3,26,60,39,55,92,83,60,83,13,500
UCL215083,7,3,9,13,25,24,21,53,3,154,18,29,29,31,46,38,31,38,3,255,10,14,19,18,63,57,27,48,4,262,17,29,35,35,33,16,6,10,5,180,6,21,37,31,55,18,10,7,3,181,9,37,25,18,13,12,6,6,4,128,8,9,11,4,18,15,14,26,0,107,9,42,26,22,15,17,12,17,3,166,0,4,3,3,3,3,3,0,4,25,84,188,187,165,272,210,136,205,21,1466
UCL215084,3,3,4,10,13,18,15,32,0,98,6,6,15,18,14,12,11,19,0,95,3,9,9,13,35,71,33,27,3,197,5,15,8,25,12,3,9,3,0,86,3,11,18,20,24,16,7,4,0,110,3,18,15,8,7,8,4,3,0,59,3,0,8,5,26,16,8,22,0,85,3,15,5,10,7,21,8,7,0,72,0,6,0,0,0,0,0,0,0,12,30,84,79,104,142,164,88,119,14,815
UCL215085,3,0,9,7,16,16,7,32,0,90,3,28,12,19,20,26,6,19,0,147,7,7,10,12,33,27,16,17,3,125,0,24,16,22,9,12,0,5,3,88,3,13,11,10,10,5,6,5,0,61,3,5,15,12,7,6,3,3,3,60,0,8,3,7,14,11,5,11,3,53,9,18,8,12,12,9,9,5,0,87,0,3,0,0,3,3,0,0,5,19,23,106,77,108,128,114,58,93,22,731
UCL215086,5,3,8,10,20,22,8,39,0,117,3,7,21,14,16,29,21,23,0,127,3,9,10,6,35,31,20,12,3,121,12,17,32,38,23,17,3,4,3,149,3,15,20,18,13,10,4,0,3,91,0,19,10,11,13,9,7,4,0,79,5,3,5,3,11,16,4,5,3,54,3,25,13,11,20,17,0,7,0,95,0,0,0,3,3,3,3,0,3,13,43,101,107,111,144,153,72,99,14,841
UCL215087,5,6,11,11,27,33,22,51,3,173,9,16,27,40,42,33,27,29,3,223,15,5,8,32,72,121,48,50,7,363,9,26,28,54,29,19,11,21,0,198,8,18,34,35,47,44,11,13,0,209,0,68,30,25,29,15,8,12,8,189,3,7,5,11,18,19,21,31,0,117,0,38,19,20,27,17,4,7,7,146,0,4,4,0,3,3,0,3,14,29,50,190,164,220,294,320,147,208,46,1649
UCL215088,0,3,0,5,16,6,12,18,0,61,5,3,15,10,12,14,4,6,0,74,3,4,10,4,12,27,20,14,0,97,7,14,15,15,4,7,5,3,0,63,7,5,5,7,13,8,4,0,0,51,3,12,8,10,9,7,7,11,0,71,3,8,0,4,13,7,12,18,0,68,5,24,26,19,7,10,3,7,0,99,3,0,0,0,3,0,0,0,12,15,40,79,82,72,97,80,59,89,14,605
UCL215089,3,10,10,16,16,46,24,62,0,181,9,17,12,26,19,38,15,34,0,182,4,7,9,13,9,36,20,34,3,136,0,29,19,15,4,6,3,3,0,81,3,32,28,20,16,22,6,8,0,143,3,30,17,5,3,9,3,6,0,85,0,0,0,5,0,8,3,0,0,19,0,15,5,3,5,9,4,5,0,45,0,3,0,0,0,4,0,3,6,12,26,147,99,112,82,177,85,158,7,892
UCL215090,6,11,20,9,30,48,33,71,0,221,26,49,71,55,64,85,48,94,7,497,6,9,11,23,48,59,25,29,0,217,19,43,27,33,27,28,13,17,3,215,8,17,19,31,30,36,14,10,3,170,0,35,17,22,17,18,11,15,0,134,3,4,3,4,7,13,7,13,3,56,4,46,18,14,18,17,3,9,3,130,0,0,0,3,5,8,0,4,6,25,71,223,192,196,244,309,152,254,24,1666
UCL215091,6,3,11,11,26,34,32,49,3,169,12,20,15,30,32,47,19,32,3,206,17,21,20,32,116,143,70,72,12,495,6,57,30,56,40,23,14,13,8,251,10,18,37,45,41,36,14,10,3,212,7,44,47,23,31,22,14,15,3,206,4,7,8,11,47,37,19,42,3,178,8,59,29,30,50,44,13,14,7,259,0,0,0,3,5,9,3,0,14,29,74,224,202,245,394,391,189,241,47,2008
UCL215092,0,0,3,3,0,3,6,7,0,30,5,4,3,3,4,8,0,3,0,31,3,0,4,8,23,19,7,17,3,90,6,10,16,18,7,4,3,3,0,66,0,4,7,4,12,6,0,0,0,31,5,21,11,3,6,0,3,0,0,45,3,3,0,4,11,5,9,9,0,45,0,14,11,12,11,14,6,3,0,61,0,0,0,0,0,0,0,0,3,4,21,56,44,51,78,68,34,40,10,401
UCL215093,3,10,8,10,18,44,17,34,0,139,11,18,20,22,31,32,18,15,4,178,5,12,14,12,42,76,33,31,3,223,8,25,24,16,14,12,8,4,0,108,8,24,19,13,31,33,11,13,0,141,5,41,15,12,16,14,11,12,0,126,9,10,8,4,7,17,3,14,3,69,0,27,13,14,25,15,4,13,3,114,3,0,0,0,0,3,0,3,15,25,45,164,113,100,191,241,104,133,31,1121
UCL215094,13,8,6,6,19,34,11,41,0,141,9,11,20,18,17,20,9,21,0,121,9,16,22,20,48,77,28,39,3,269,9,26,29,44,16,8,9,9,5,162,9,20,16,25,35,15,18,7,0,141,3,38,11,21,13,13,8,12,0,116,9,4,6,10,26,27,19,24,3,124,8,35,24,19,28,21,15,13,0,170,0,0,3,4,3,0,4,3,12,28,60,161,140,179,210,219,115,170,26,1277
UCL215095,4,0,0,3,4,9,3,13,0,35,3,4,10,7,16,7,5,6,0,67,3,4,5,11,21,20,9,14,3,80,4,21,15,18,3,3,0,7,0,68,0,10,12,4,21,10,3,8,0,68,0,9,4,11,8,8,8,3,0,56,3,0,0,0,8,14,5,7,3,39,5,7,4,11,9,10,14,10,0,65,3,0,0,0,0,0,0,0,0,3,18,57,46,65,82,85,41,64,15,486
UCL215096,0,3,3,9,13,6,11,19,4,68,4,4,11,16,13,14,6,5,0,78,3,5,5,11,22,20,10,12,4,88,3,13,10,25,6,4,3,3,0,73,3,15,10,11,8,3,0,0,0,44,0,20,10,13,9,6,9,3,0,65,3,5,4,3,18,6,3,8,0,45,4,17,11,15,9,12,7,9,3,83,0,0,0,0,0,0,0,0,4,5,18,77,65,101,91,79,46,63,17,553
UCL215097,0,0,3,3,3,7,3,17,0,39,6,9,8,10,15,13,3,12,0,77,3,3,6,10,13,28,4,7,0,82,0,17,8,10,13,6,3,3,0,58,0,3,4,5,3,10,0,0,0,34,0,3,5,7,3,9,3,0,0,33,0,0,3,3,5,3,8,8,0,28,3,11,7,9,10,4,3,3,5,58,0,0,0,0,0,3,0,0,3,9,21,49,50,56,68,86,32,44,16,423
UCL221001,5,0,0,3,0,6,0,15,0,37,4,0,7,9,6,3,3,7,0,45,3,0,5,6,16,22,12,17,0,79,0,3,11,8,6,3,0,0,0,39,4,6,5,9,10,5,0,5,3,47,0,14,6,6,13,7,0,4,0,50,0,0,3,0,9,9,3,9,0,35,0,11,4,9,8,14,4,11,0,57,0,0,0,0,0,3,0,0,0,6,20,38,38,53,68,74,25,61,11,390
UCL221002,3,5,3,3,7,15,3,25,0,65,8,5,12,3,10,5,4,8,0,56,3,6,6,6,6,12,13,5,0,54,0,14,8,4,0,5,0,0,0,38,5,4,9,3,9,4,3,0,0,32,0,3,3,7,4,3,3,4,0,24,0,0,0,0,4,0,8,13,0,27,3,14,5,11,11,11,8,6,3,78,3,0,0,0,0,0,0,0,7,11,24,52,34,48,50,59,36,60,11,377
UCL221003,9,5,0,0,8,17,3,18,0,53,0,4,3,5,3,7,4,5,0,37,0,3,3,4,6,11,4,8,3,40,0,4,8,5,3,5,4,3,0,35,0,4,6,3,4,3,0,5,0,31,0,3,4,3,7,0,0,0,0,26,0,0,0,4,4,9,8,11,0,32,7,14,3,10,14,6,0,3,0,52,0,0,0,0,0,0,0,0,9,9,16,43,33,34,44,57,13,51,12,310
UCL221004,0,0,0,0,6,3,3,4,0,21,0,6,8,11,8,5,0,3,0,38,4,0,0,4,6,15,7,3,0,45,4,3,4,7,6,0,0,3,3,28,0,4,4,5,9,5,5,7,0,37,0,7,0,7,0,3,3,0,0,27,0,0,0,4,15,6,0,12,0,39,0,4,9,3,3,11,3,3,3,34,0,0,0,0,0,0,0,0,4,6,9,25,27,39,46,46,20,34,15,265
UCL221005,0,3,7,0,3,16,3,17,3,58,5,3,13,13,13,12,11,11,0,75,0,3,0,5,12,15,8,22,0,70,3,9,4,7,0,0,0,0,0,24,3,7,13,14,9,0,0,6,0,54,4,22,10,5,0,0,4,0,0,45,0,0,0,0,3,9,0,3,0,18,0,13,3,5,7,4,0,0,3,34,0,0,0,3,0,3,0,0,0,9,19,63,50,47,51,56,27,61,13,391
UCL221006,0,0,0,5,3,17,12,24,3,61,3,3,6,12,3,8,8,11,0,58,3,5,3,6,10,7,3,9,0,42,0,4,3,9,0,0,0,0,0,15,0,3,4,6,4,3,0,0,0,22,0,14,0,0,0,3,3,5,0,22,0,0,3,0,0,0,3,8,0,21,0,12,9,3,0,3,0,0,0,29,0,0,0,0,0,0,0,3,0,6,6,39,25,38,24,40,29,55,3,274
UCL221007,4,4,0,7,0,8,3,11,0,39,3,0,8,7,8,9,3,7,0,43,0,3,3,0,8,9,8,6,0,43,3,3,3,7,10,4,0,3,0,31,0,3,0,3,5,0,0,0,0,17,0,4,0,0,3,3,0,0,0,23,0,0,0,0,0,7,3,4,0,19,3,5,5,0,9,3,5,0,0,30,0,0,0,0,0,0,0,0,0,0,15,26,28,34,35,44,20,37,0,241
UCL221008,0,0,0,0,4,0,4,8,0,18,3,3,0,13,3,3,3,4,0,33,6,0,0,3,6,6,4,6,0,37,3,3,5,5,3,0,6,3,0,37,3,3,0,3,9,3,0,0,0,22,0,6,3,0,0,0,0,3,0,18,0,0,3,0,4,0,4,5,0,26,3,9,8,3,4,4,3,3,0,35,0,0,0,0,0,0,0,0,3,8,15,33,23,36,34,18,25,37,3,225
UCL221009,3,4,3,9,7,15,6,17,0,62,0,6,0,6,0,10,9,12,0,44,0,7,0,3,3,8,3,0,0,30,5,3,3,5,0,7,0,0,0,23,0,3,6,8,0,0,0,0,0,18,0,10,0,0,0,3,0,0,0,16,3,4,5,3,6,7,4,0,3,25,3,13,0,4,3,3,3,3,0,39,0,0,0,0,0,0,0,0,6,6,15,35,22,38,22,53,22,34,14,255
UCL221010,0,3,8,0,0,4,0,3,0,24,0,3,6,8,9,3,10,6,0,55,0,5,3,8,20,19,7,11,0,67,0,5,8,3,5,4,0,4,0,30,0,5,4,3,5,3,0,0,0,24,0,0,3,3,3,0,0,0,0,14,0,0,0,0,6,5,0,3,0,15,3,4,3,3,5,0,0,0,0,24,0,0,0,0,0,0,0,0,3,3,9,28,35,27,56,45,20,28,6,254
UCL221011,0,0,0,0,3,3,3,8,0,22,0,3,5,6,0,4,0,5,0,31,3,0,3,0,6,12,8,8,0,33,3,7,7,8,7,5,0,0,0,36,0,3,3,3,6,5,3,4,0,26,0,6,7,0,0,3,0,0,0,15,0,0,0,0,4,4,3,8,3,20,3,4,0,0,3,4,9,0,3,29,0,0,0,0,0,0,0,0,3,3,11,25,22,26,32,34,18,29,13,215
UCL221012,0,3,4,5,0,4,9,17,0,45,0,6,9,15,12,14,4,17,0,64,3,3,0,8,9,20,4,10,0,56,0,4,3,3,4,5,0,0,0,17,6,4,10,8,12,3,5,0,0,42,0,18,4,5,0,0,0,3,0,29,0,0,0,0,0,0,3,4,0,10,0,7,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,43,30,39,35,42,29,52,9,279
UCL221013,0,0,0,3,3,5,7,23,0,47,3,0,13,3,10,5,4,6,0,47,0,3,0,3,9,10,0,10,0,43,4,6,6,4,6,6,0,0,0,33,3,3,3,5,10,3,0,5,0,30,0,5,0,0,5,3,0,3,0,21,0,0,0,0,0,3,0,4,0,10,0,6,0,3,0,3,0,5,0,16,0,0,0,0,0,0,0,0,0,5,13,27,20,30,35,34,17,56,4,245
UCL221014,0,0,0,0,0,8,3,6,0,17,0,5,3,3,3,7,3,7,4,31,0,0,0,3,17,14,9,14,0,65,3,9,3,8,10,3,0,0,0,36,0,10,6,7,10,9,3,3,0,35,0,10,3,4,3,11,0,0,0,31,0,3,0,3,8,0,4,8,0,27,4,3,8,12,7,4,3,0,3,47,0,0,0,0,3,0,0,0,0,10,3,32,24,41,59,49,30,36,13,291
UCL221015,3,3,7,0,3,14,10,9,0,42,6,16,8,12,5,14,6,0,0,75,0,0,3,11,11,14,6,10,0,60,4,13,20,9,5,0,0,0,3,53,4,5,4,3,4,3,4,0,0,36,3,12,4,3,3,5,0,0,3,31,0,0,0,0,4,0,3,0,0,8,3,9,3,0,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,55,45,40,40,57,31,30,3,329
UCL221016,0,0,3,0,7,4,5,12,0,24,3,0,3,3,9,4,3,3,4,36,0,0,0,0,4,7,13,3,0,36,3,12,9,3,4,9,0,0,0,37,0,4,5,7,12,7,4,3,0,49,0,3,4,0,4,3,3,0,0,19,0,0,0,0,8,6,4,0,0,17,0,3,3,4,0,3,3,3,0,22,0,0,0,0,3,0,0,0,0,3,10,21,27,22,41,45,42,32,4,242
UCL221017,0,0,3,6,6,3,4,15,0,45,0,4,3,5,11,4,5,6,0,36,4,3,6,5,15,17,6,9,0,66,0,4,3,12,4,3,0,0,0,27,0,4,3,9,11,0,4,3,0,30,0,20,6,10,8,3,3,3,0,51,0,0,0,4,9,5,3,11,0,30,3,18,7,6,15,11,5,5,0,68,0,0,0,0,0,0,0,0,3,3,6,62,30,50,73,52,31,47,9,351
UCL221018,0,6,0,3,3,7,4,27,0,54,3,3,3,10,11,9,3,8,0,53,0,3,4,4,12,15,3,10,0,46,3,3,10,12,4,6,0,0,0,39,3,8,7,5,7,7,3,0,0,41,0,3,9,12,3,0,0,3,0,38,0,0,3,0,5,5,3,9,0,26,0,15,10,0,3,14,5,6,0,54,0,0,0,0,0,3,0,0,3,10,15,44,46,47,51,63,26,57,9,353
UCL221019,3,9,3,5,9,3,4,17,0,51,3,15,12,15,15,11,14,9,0,94,8,7,4,13,26,10,4,9,0,88,12,8,16,14,3,3,0,8,5,64,0,7,4,14,10,3,0,3,0,49,0,15,5,6,9,5,0,3,0,42,0,3,0,3,5,8,0,0,0,22,6,17,8,9,4,5,0,9,6,64,0,0,0,0,0,0,0,0,0,3,31,78,58,79,80,53,30,59,17,486
UCL221020,0,0,3,5,0,3,0,12,0,34,0,3,10,5,0,0,4,3,0,29,3,4,6,4,15,12,3,8,0,58,7,3,5,6,0,7,3,3,3,38,0,3,8,10,4,0,0,3,0,26,0,7,3,8,6,3,0,3,0,30,4,3,0,0,6,3,7,7,0,30,0,10,15,4,5,10,3,0,0,46,0,0,0,0,0,0,0,0,3,5,12,34,45,45,43,42,21,42,7,298
UCL221021,0,3,0,4,3,13,3,9,0,32,0,4,0,3,5,0,3,11,0,34,3,0,0,3,14,21,3,5,0,54,3,8,3,0,0,0,3,3,0,21,3,3,3,4,3,0,0,0,3,21,0,18,7,3,0,3,0,4,4,40,0,0,0,5,7,3,0,8,0,23,4,6,3,9,7,4,0,0,0,36,3,0,0,0,0,0,0,0,0,3,14,45,21,27,39,44,17,36,7,256
UCL221022,0,0,0,3,7,6,3,8,0,19,0,3,3,7,3,3,0,6,0,25,0,7,0,3,6,13,4,8,3,38,0,12,6,13,3,0,5,0,0,38,3,4,4,3,3,0,0,0,0,17,0,4,5,0,0,4,0,0,0,21,3,0,0,0,8,3,3,3,0,17,0,7,5,0,10,9,5,0,0,40,0,0,7,0,0,0,0,0,0,5,11,33,26,26,45,33,17,25,4,221
UCL221023,0,0,4,3,4,12,4,14,0,44,3,4,6,6,5,3,6,3,0,40,0,3,7,6,8,9,8,11,0,42,0,0,6,3,0,3,3,3,0,26,0,6,10,0,4,7,0,0,0,26,0,0,0,0,0,0,0,3,0,11,0,0,0,0,3,0,0,0,0,6,0,6,0,3,0,3,0,0,0,20,0,0,0,0,0,0,0,0,3,6,8,28,33,26,28,33,23,35,3,211
UCL221024,0,3,0,3,0,5,0,7,0,17,4,0,0,3,4,3,0,0,0,12,0,3,0,0,3,8,5,0,0,21,0,8,3,8,7,3,0,0,0,24,0,4,4,0,3,4,0,4,0,15,0,3,3,3,6,0,0,3,0,22,0,0,0,3,0,3,3,0,0,17,0,4,0,3,8,7,3,3,0,30,0,0,0,0,0,0,0,0,0,0,3,23,19,19,27,30,12,15,6,155
UCL221025,3,8,3,3,4,7,9,16,0,40,4,7,0,9,5,10,6,12,0,54,3,0,3,5,3,16,3,0,0,37,0,0,10,13,5,6,0,4,0,41,3,7,10,7,9,4,0,3,0,39,5,9,0,3,12,3,4,3,0,40,0,0,0,0,0,4,0,5,0,18,0,9,6,6,0,4,0,3,3,42,0,0,3,0,0,0,0,0,3,7,28,37,42,47,49,54,25,41,4,315
UCL221026,6,4,0,9,6,10,7,9,0,47,3,4,8,11,0,3,0,8,0,50,3,8,3,3,20,22,5,6,0,82,3,8,6,17,4,3,0,0,0,51,3,8,3,7,9,5,0,3,0,33,4,6,6,3,5,3,3,3,0,35,0,3,0,4,10,3,3,9,0,36,0,13,10,10,13,6,3,5,0,47,0,0,0,0,0,0,0,0,0,5,27,56,42,59,77,53,30,43,5,387
UCL221027,4,0,0,4,3,4,4,17,3,41,0,4,6,6,5,6,5,6,0,38,3,0,3,3,14,7,0,5,3,28,7,4,4,5,4,4,4,3,0,29,0,4,5,5,4,0,0,3,0,28,0,3,0,0,3,3,0,3,0,10,0,0,0,0,8,4,0,8,0,27,0,6,0,3,3,7,3,3,0,25,0,0,0,0,0,0,0,0,0,3,12,26,17,35,42,30,20,49,9,236
UCL221028,0,0,0,3,4,8,5,6,0,26,3,0,3,3,3,3,4,3,0,27,0,0,5,5,12,9,4,6,0,38,0,3,8,6,6,13,0,14,3,53,0,5,3,4,3,3,3,0,0,20,0,9,8,4,4,0,3,0,0,29,0,0,0,0,3,0,0,3,0,9,3,9,10,4,12,3,0,0,3,36,0,0,0,0,0,0,0,0,0,4,10,26,36,24,49,39,16,39,5,243
UCL221029,3,0,0,0,4,10,6,13,0,42,3,7,8,8,3,3,0,3,0,32,0,3,3,3,5,11,7,11,0,41,0,5,0,3,3,3,0,0,0,17,0,3,3,3,7,3,0,0,0,23,0,7,7,5,3,0,3,0,0,24,0,0,0,0,0,4,0,4,0,20,0,7,4,4,4,7,0,5,0,36,0,0,0,0,0,0,0,0,0,0,12,37,29,30,37,41,19,43,5,242
UCL221030,0,4,4,3,3,14,7,19,0,56,4,15,7,11,10,10,4,12,0,68,0,5,3,9,5,3,0,7,0,31,0,5,4,6,0,0,0,0,0,16,0,7,3,3,3,0,4,0,0,20,0,11,7,3,4,5,0,3,0,32,0,0,0,0,3,0,0,0,0,5,0,8,7,5,0,3,3,4,0,26,0,0,0,0,0,0,0,0,0,3,6,49,36,32,26,33,26,39,6,264
UCL221031,0,0,3,0,11,5,3,7,0,30,3,8,6,5,8,10,7,3,0,47,3,0,3,3,14,19,3,15,0,53,0,3,4,3,8,5,3,0,0,32,4,3,13,8,12,5,0,3,0,43,0,6,10,4,5,0,3,0,0,24,3,0,0,0,9,8,5,7,0,35,0,12,5,5,7,3,4,9,0,49,0,0,0,0,0,3,0,0,0,9,14,31,45,38,72,60,30,38,0,328
UCL221032,0,0,3,5,8,9,4,17,0,41,0,4,9,3,3,9,3,0,0,26,0,3,0,0,3,15,3,6,0,41,4,4,6,7,11,4,4,3,0,39,3,7,4,10,13,11,0,0,0,40,0,5,4,8,7,6,3,0,0,34,0,3,3,5,4,7,6,8,0,32,0,14,10,3,3,5,0,3,0,43,0,0,0,0,0,3,0,0,6,12,11,39,43,40,49,65,28,43,6,310
UCL221033,0,0,0,3,4,11,5,11,0,32,3,4,6,7,6,14,3,8,0,51,0,8,0,0,13,11,3,7,0,45,3,4,8,3,3,0,0,3,0,25,3,6,3,3,6,8,0,0,0,39,0,11,4,0,0,3,0,0,0,25,0,0,0,6,3,3,4,3,0,26,4,8,0,4,7,3,4,7,0,43,0,0,0,0,0,0,0,0,0,6,16,45,22,24,51,57,22,43,3,288
UCL221034,0,0,0,3,4,8,4,5,0,27,0,0,8,4,12,9,3,3,0,41,0,0,7,6,7,7,4,4,0,35,3,3,4,0,5,4,3,0,0,23,0,4,3,8,7,6,3,0,0,25,3,10,3,4,3,0,0,3,0,19,0,0,3,3,3,4,0,6,0,14,0,3,7,3,4,3,10,6,0,38,0,0,0,0,0,0,0,0,0,0,5,25,35,27,43,44,23,28,0,233
UCL221035,0,0,0,4,0,6,3,17,0,34,3,0,0,10,5,11,0,5,0,37,0,0,0,0,0,10,5,3,0,17,3,3,8,3,0,3,3,0,0,25,0,0,3,0,0,3,0,0,0,10,0,7,0,0,0,0,0,0,0,11,0,0,3,0,3,11,4,4,0,26,3,10,3,4,0,10,3,3,0,41,0,0,0,0,0,0,0,0,0,3,17,23,18,19,22,49,18,30,3,203
UCL221036,0,4,0,0,6,6,4,19,0,45,0,3,4,3,9,9,8,13,0,40,3,3,0,3,20,17,7,18,0,66,0,3,0,5,3,9,3,7,0,32,4,12,13,8,13,9,5,11,0,76,0,20,3,3,4,6,0,5,0,46,0,3,3,0,7,15,3,10,0,49,3,6,0,0,4,5,0,5,0,27,0,0,0,0,0,0,0,3,3,9,15,56,36,32,71,74,31,85,4,393
