CED_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
CED224,0,0,12,42,40,49,61,40,15,17,14,23,23,14,8,354,10,26,72,89,152,1612,1764,2045,429,552,695,866,878,449,429,10064,5,13,49,75,5,11,7,5,0,0,0,0,0,0,4,180,0,27,39,48,22,31,11,21,0,3,4,0,10,3,5,227,0,6,10,12,27,33,27,16,0,3,5,14,3,4,4,168,13,165,71,47,52,34,69,33,6,10,16,16,10,17,11,570,3,194,767,289,24,15,14,4,6,9,7,5,14,3,55,1416,3,10,36,116,283,483,307,129,21,35,49,45,42,18,47,1619,3,16,28,185,131,234,538,906,123,210,252,324,410,242,71,3666,0,8,10,32,51,86,189,105,28,19,31,44,60,33,12,707,0,0,0,5,59,81,62,107,31,55,57,49,52,21,15,598,0,0,0,0,3,5,12,3,4,19,34,41,35,3,3,170,3,21,41,50,37,66,47,69
CED225,0,0,8,36,26,23,63,32,12,5,0,0,3,6,4,225,3,0,38,3,53,136,385,537,80,110,108,94,118,69,75,1809,0,3,45,182,22,33,34,3,0,0,0,0,0,0,5,330,0,15,21,44,16,61,98,90,15,14,10,12,5,4,4,411,0,0,3,9,22,127,101,55,5,3,3,3,5,3,5,348,0,207,250,123,101,66,65,58,9,4,6,3,3,0,56,947,0,17,67,89,13,7,8,7,0,0,5,0,0,0,15,228,0,3,0,11,18,47,39,23,3,9,4,10,8,3,5,189,0,15,7,177,109,350,908,1294,154,142,167,136,93,86,96,3728,0,15,3,7,10,28,102,78,4,3,5,4,13,5,3,273,0,0,0,0,3,43,40,46,35,22,29,4,9,3,5,252,0,0,0,6,3,12,26,24,0,0,0,13,11,0,0,93,0,13,47,75,49,68,35,37
CED226,0,0,3,26,12,27,60,49,11,6,12,17,15,0,9,249,0,0,13,15,34,328,1520,1953,358,396,332,296,268,151,242,5912,0,11,88,221,32,49,107,10,4,3,3,0,7,0,9,546,0,5,41,52,20,67,111,80,30,8,12,3,6,6,17,456,0,0,0,7,61,227,260,216,56,35,55,33,34,18,13,1017,0,195,112,59,45,40,56,63,7,9,7,3,12,3,17,623,4,94,171,218,47,23,15,14,12,17,6,6,3,3,20,649,0,0,0,12,28,152,189,92,26,23,6,18,35,13,18,620,0,7,11,149,107,420,4432,10255,1077,1178,1304,1579,1529,1013,680,23744,0,3,0,8,35,120,681,331,58,48,47,25,42,18,38,1453,0,0,0,4,10,36,44,105,46,55,185,22,20,5,5,544,0,0,0,0,9,26,93,54,32,26,18,3,12,29,13,309,0,9,42,55,32,51,41,82
CED227,0,3,3,10,3,3,16,19,8,0,0,0,4,0,0,68,0,3,8,0,3,18,36,73,12,15,20,17,13,11,17,259,6,9,34,26,3,3,0,0,0,0,0,0,0,0,0,94,0,0,4,5,0,4,3,0,0,3,0,0,0,0,0,30,0,0,0,3,15,12,24,21,0,3,3,3,0,0,10,97,0,121,69,22,22,12,8,13,3,0,5,0,4,0,13,295,0,36,98,58,6,6,0,0,0,0,0,0,0,0,5,217,0,0,0,0,8,11,8,9,0,8,3,9,8,6,16,87,0,3,8,8,7,15,74,408,41,64,76,57,67,44,42,923,0,3,3,0,0,3,9,20,8,3,8,9,9,3,3,77,0,0,0,0,3,0,4,7,3,3,14,0,0,3,3,45,0,0,0,0,0,0,29,9,3,7,4,0,3,0,0,55,0,9,9,22,5,6,10,8
CED228,0,3,4,13,14,24,43,27,4,15,12,12,11,7,9,189,0,5,19,12,101,584,615,637,105,120,146,164,224,153,92,2988,3,41,282,730,61,91,78,4,0,3,12,0,10,0,61,1373,3,58,138,132,42,93,44,66,15,20,38,14,21,16,20,707,0,0,3,15,26,87,53,35,3,7,11,3,15,4,10,285,3,354,143,52,43,22,42,33,4,0,4,5,3,0,27,745,3,172,858,567,52,43,17,10,6,20,27,17,6,8,67,1876,0,0,10,22,83,207,107,59,9,11,10,14,9,8,8,548,0,8,12,251,107,209,582,2185,204,269,452,808,675,463,203,6433,0,3,7,9,30,58,114,47,12,13,5,9,17,16,3,340,0,0,3,30,13,25,46,62,75,112,208,35,25,0,26,651,0,0,0,3,9,27,48,25,26,4,27,11,20,40,18,261,0,12,40,54,25,56,45,71
CED229,3,0,10,22,25,33,59,28,12,0,5,15,13,0,0,219,0,3,5,9,5,52,182,242,43,39,43,37,67,60,110,888,0,7,51,201,16,40,26,7,0,0,3,0,0,0,13,377,0,33,51,61,8,49,62,67,22,17,21,9,8,3,7,418,0,0,3,15,41,133,132,112,18,17,8,13,17,3,7,506,0,254,142,80,70,45,54,59,10,11,3,3,3,4,14,748,0,60,166,161,45,29,29,15,10,12,5,7,8,0,22,569,0,0,3,6,11,26,40,27,0,0,7,0,5,5,7,137,3,12,13,111,68,228,1212,3421,345,357,330,393,336,273,217,7309,0,4,4,16,8,9,95,45,13,4,5,9,7,3,9,222,0,0,0,3,10,41,57,102,49,52,59,19,14,3,7,411,0,0,0,3,27,269,574,448,94,66,132,172,87,123,50,2041,0,6,53,60,40,85,64,52
CED230,0,3,13,26,33,17,35,27,4,9,8,0,3,3,3,179,0,4,16,3,10,37,63,118,13,16,30,14,30,6,31,394,0,6,27,106,17,13,10,0,0,0,0,0,0,0,4,186,0,15,13,16,3,3,34,46,14,21,12,13,8,5,3,205,0,3,3,4,14,41,37,48,0,11,0,5,0,3,5,177,3,317,242,88,69,17,43,25,5,10,7,5,5,3,35,872,0,19,40,46,4,7,0,0,0,0,0,0,0,0,4,134,0,0,3,3,3,21,17,5,0,3,0,3,0,0,7,73,0,11,18,49,26,67,250,756,66,50,87,83,99,48,49,1668,0,6,4,6,3,8,38,30,0,0,3,10,3,7,8,129,0,0,0,3,0,3,11,7,3,13,3,5,3,0,5,60,0,0,0,0,0,0,4,3,0,3,0,4,0,0,0,19,0,26,47,79,22,33,22,23
CED231,0,0,9,31,52,68,100,97,38,33,68,71,124,95,36,813,0,11,26,42,174,857,1670,2849,979,1399,1901,2900,4136,2562,1235,20739,0,5,41,99,3,33,35,4,3,0,0,0,3,0,11,248,0,13,38,73,23,58,56,28,8,5,12,12,14,11,9,356,0,3,3,16,16,54,19,14,3,9,5,5,10,7,5,168,3,108,60,53,57,47,84,79,35,38,38,61,62,50,31,805,0,96,609,450,37,26,14,7,10,12,4,15,16,3,46,1340,0,3,12,47,146,310,287,243,80,123,154,177,175,135,108,1993,0,9,7,89,64,130,339,849,290,385,505,879,1301,1055,197,6096,0,7,4,13,34,88,390,396,146,251,287,394,504,437,49,3001,0,0,0,3,21,39,57,122,54,83,70,73,73,42,19,657,0,0,0,0,4,8,40,14,3,0,3,6,11,7,3,108,0,10,25,35,36,81,104,178
CED232,0,0,14,42,57,56,90,95,43,37,55,67,58,53,25,699,0,19,30,14,33,395,755,1252,314,357,481,702,830,452,326,5947,0,4,31,72,4,29,34,3,3,4,0,4,0,0,4,198,0,42,63,55,11,26,11,6,3,3,3,0,3,5,15,248,0,0,3,17,33,36,28,22,3,4,9,5,0,3,4,173,50,230,119,48,74,64,128,130,22,39,41,52,63,38,34,1122,11,118,646,492,42,22,16,8,6,10,17,9,9,12,63,1480,0,0,9,32,62,153,141,119,33,32,38,40,43,22,21,742,0,15,13,119,69,145,427,987,165,202,309,428,537,376,120,3902,3,10,3,11,30,61,349,223,58,68,57,100,90,76,29,1169,0,0,0,7,34,27,41,103,39,49,51,32,42,26,16,462,0,4,0,9,5,12,12,12,0,3,0,0,0,0,0,72,0,9,28,51,33,82,109,372
CED233,0,3,14,21,10,30,31,22,6,3,3,6,4,3,3,165,3,44,98,119,344,1920,2533,2516,474,552,523,750,613,290,446,11218,0,9,138,135,11,31,7,3,0,3,0,0,0,0,10,347,0,60,78,138,37,139,78,84,11,21,26,12,13,6,12,706,0,4,3,14,51,61,39,9,0,0,0,5,3,0,3,193,4,212,154,78,67,36,33,18,0,3,3,0,6,6,16,647,6,348,1302,806,111,59,23,11,22,25,19,10,9,3,98,2865,3,5,41,141,472,1273,609,209,39,61,56,59,67,21,59,3119,3,10,17,180,107,295,397,414,32,64,90,96,80,52,53,1877,0,10,14,20,41,83,179,49,5,5,17,13,9,13,16,469,0,0,0,24,115,283,280,368,164,181,221,108,142,82,46,2014,0,0,0,0,0,32,32,16,12,3,3,9,0,0,4,128,0,9,28,47,20,41,19,7
CED234,0,0,0,14,10,15,15,11,3,7,4,3,0,3,3,86,0,0,3,8,3,21,27,79,12,9,23,16,14,5,26,244,0,3,20,35,6,3,6,0,0,0,0,0,0,0,0,77,0,7,7,4,0,0,8,11,0,0,0,6,0,0,0,52,0,0,0,0,6,10,11,18,3,3,5,0,3,0,3,68,0,144,71,39,22,14,19,10,3,3,4,6,3,7,14,357,3,44,91,40,3,6,0,0,0,6,0,0,0,0,18,217,0,0,0,3,4,7,9,5,0,4,8,5,7,3,6,65,3,10,5,16,10,45,163,746,70,60,79,111,95,63,48,1509,0,3,5,0,0,0,16,22,0,3,3,3,0,0,3,66,0,0,0,0,0,0,19,30,3,7,38,13,0,9,0,125,0,0,0,0,0,47,250,102,24,20,23,24,17,8,18,528,0,16,14,37,8,15,15,14
CED235,0,3,4,15,19,12,20,17,3,9,0,3,15,3,0,130,4,4,9,14,39,269,828,1086,149,193,206,235,221,98,135,3485,0,0,67,322,21,71,53,4,0,0,0,0,3,0,19,568,0,31,102,136,36,193,125,69,22,21,14,19,13,3,20,818,0,5,0,14,54,175,130,103,26,15,17,7,19,0,15,577,4,130,70,52,35,16,59,35,9,11,0,8,3,7,9,441,11,270,1334,1175,163,97,52,12,39,60,49,32,19,6,172,3482,0,0,12,6,33,105,61,22,4,8,10,7,17,3,8,297,0,5,5,87,101,368,1387,3860,374,388,543,673,586,412,285,9078,0,0,0,9,31,58,108,64,19,12,13,4,7,5,9,345,0,0,0,3,11,58,136,243,155,202,499,37,51,16,29,1435,0,0,0,5,19,260,812,431,109,69,165,60,113,56,47,2148,0,13,26,59,25,57,25,41
CED236,0,3,9,6,10,18,22,14,6,3,3,3,8,0,0,104,0,3,3,5,0,12,42,61,5,10,11,7,29,34,27,261,0,4,10,20,0,0,0,0,0,0,0,0,0,0,5,40,0,4,7,5,0,6,8,7,3,0,4,0,0,0,0,48,0,0,0,0,3,15,18,7,0,0,0,0,0,0,6,59,0,100,73,43,21,11,21,17,0,0,3,0,5,0,8,311,0,11,21,14,6,0,0,3,0,0,0,0,0,0,11,63,0,0,0,7,0,5,5,3,0,0,0,11,9,6,7,62,0,4,3,17,5,18,17,121,13,13,17,21,17,20,24,307,0,7,0,0,6,5,10,9,0,9,8,0,3,9,3,67,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,10,0,9,25,27,18,15,24,20
CED237,0,0,3,27,32,33,46,70,21,16,22,27,26,14,7,358,0,0,9,12,54,391,531,542,120,127,200,218,249,168,112,2738,0,6,111,171,20,36,23,0,0,3,0,0,0,0,16,397,0,85,166,105,45,64,40,32,11,8,12,14,15,10,25,622,0,0,3,7,43,96,71,41,5,9,5,6,10,0,7,314,0,160,78,37,27,37,93,82,29,15,21,18,27,16,22,678,3,199,1502,1152,149,87,33,14,18,38,40,23,30,9,205,3488,0,0,4,7,53,80,55,33,8,14,21,14,13,8,11,313,0,6,9,114,54,150,454,1381,186,243,308,457,374,282,128,4146,0,5,3,9,18,38,117,119,15,24,33,43,108,129,5,675,0,0,3,4,16,47,45,101,41,103,195,34,38,11,6,652,0,0,0,5,48,148,219,127,36,30,47,12,15,34,18,734,0,9,24,44,39,59,80,111
CED294,0,0,0,4,0,0,3,9,0,0,0,0,3,3,4,31,0,0,0,0,0,5,4,23,3,3,25,11,13,31,19,140,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,0,3,0,0,0,3,0,6,3,8,33,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,3,3,0,0,0,5,3,12,0,36,0,0,0,0,0,7,7,21,3,3,7,7,8,57,15,130,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,3,0,4,7,3,17,0,0,0,0,0,0,0,5,3,0,0,0,0,20,9,27,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
