UCL_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
UCL213016,408,0,0,0,0,0,0,48,458,264,3,3,3,0,0,0,38,308,335,34,25,3,0,0,0,26,419,242,137,170,43,3,0,0,32,633,120,83,258,124,28,3,0,24,641,81,88,319,160,32,15,0,44,739,82,78,310,146,37,12,3,33,701,65,69,201,107,30,7,8,27,512,66,54,206,137,30,6,3,30,523,51,41,192,128,47,9,3,26,489,36,31,189,127,46,14,4,24,471,19,18,111,102,28,10,9,22,308,12,12,58,65,29,10,17,22,223,0,8,30,43,31,12,11,10,143,3,22,40,40,23,15,6,14,159,1771,680,2106,1238,363,111,58,415,6741
UCL213017,448,10,3,0,0,0,0,85,549,363,49,17,5,0,0,0,50,483,271,109,68,17,11,3,3,29,507,159,118,149,60,11,6,0,31,522,98,65,196,117,32,13,4,27,558,87,66,194,111,48,14,8,29,559,64,55,220,148,49,23,8,34,599,82,45,192,168,55,13,9,41,621,71,74,213,169,69,24,7,37,660,50,46,193,173,80,20,10,47,624,59,42,177,183,73,22,7,44,603,52,26,135,155,73,21,29,60,547,38,10,81,115,85,36,33,42,454,31,15,68,105,59,20,26,64,389,28,16,87,76,90,36,44,181,568,1903,747,2006,1592,734,257,195,802,8234
UCL213018,427,4,4,0,0,0,0,42,471,300,41,7,3,3,0,0,32,383,246,77,46,15,4,0,0,25,422,121,72,110,60,14,3,3,26,410,73,72,111,84,26,11,4,29,410,51,50,144,104,36,6,13,19,432,61,52,176,130,43,10,8,31,503,58,43,163,124,58,16,7,27,491,52,43,140,135,64,14,13,27,489,53,26,158,138,54,14,3,36,490,40,33,162,146,53,25,18,29,500,32,27,118,119,64,32,13,35,442,20,16,64,72,59,22,15,25,292,9,12,32,62,51,32,19,21,237,20,18,44,48,47,30,37,36,271,1557,596,1480,1238,574,209,154,439,6249
UCL214001,175,3,0,0,0,0,0,23,203,118,22,9,3,3,0,0,17,177,92,45,42,10,8,0,0,16,203,42,24,46,18,7,3,0,17,159,32,27,44,37,8,0,5,10,167,27,22,68,37,26,9,3,11,199,40,20,85,58,18,4,3,11,245,43,32,78,55,19,10,6,10,244,20,22,82,63,23,9,4,13,230,20,22,89,55,32,10,4,15,243,25,24,67,65,26,19,10,14,235,19,12,66,54,29,14,10,13,214,18,14,27,38,20,12,10,10,151,16,3,16,26,29,14,16,15,146,21,15,34,32,32,17,6,18,176,700,296,751,547,289,112,89,218,3001
UCL214002,203,3,3,0,0,0,0,39,251,153,34,14,0,0,0,0,22,222,104,47,36,14,5,4,0,17,230,63,50,58,26,11,3,0,16,232,37,35,61,50,15,3,4,22,226,34,23,63,60,13,7,4,16,228,50,39,95,58,33,9,9,20,304,43,29,105,78,41,11,3,24,339,51,36,104,87,38,14,8,24,353,36,34,117,72,40,13,10,31,354,43,28,156,93,37,7,15,34,407,28,15,94,68,40,20,14,25,300,15,12,58,74,44,25,18,21,262,16,14,41,49,36,16,17,30,217,27,16,57,73,44,28,26,30,292,904,411,1051,797,381,165,122,377,4218
UCL214003,179,3,0,0,0,0,0,31,211,131,17,6,0,0,0,0,5,160,103,30,17,6,3,0,0,17,189,69,41,57,20,11,4,0,22,225,65,38,74,46,7,6,3,19,260,53,69,107,49,14,3,0,32,326,63,60,126,59,10,4,0,23,346,63,47,132,54,15,8,3,27,354,75,42,88,63,32,5,0,36,348,78,41,127,72,34,8,9,37,414,66,40,138,84,26,11,7,34,390,43,14,87,87,28,13,3,29,308,25,13,62,54,45,9,11,35,261,12,5,35,49,26,12,10,29,179,14,11,55,43,30,13,12,74,251,1045,474,1116,686,280,98,67,443,4203
UCL214004,128,3,0,0,0,0,0,23,161,90,24,9,0,0,0,0,12,135,65,32,34,11,3,0,0,16,149,36,27,27,23,3,6,3,9,129,25,15,44,26,15,4,3,14,142,13,18,55,28,13,4,3,5,141,15,6,54,45,17,3,4,8,155,10,12,49,38,20,4,6,14,158,17,11,41,36,17,6,3,10,146,14,12,53,50,26,9,5,16,187,16,12,57,56,32,14,6,26,220,9,12,37,42,25,9,15,21,161,11,12,28,36,33,13,7,13,155,3,8,17,30,27,17,18,15,125,7,5,23,24,15,8,15,9,111,461,208,524,442,245,97,82,215,2279
UCL214005,33,0,0,0,0,0,0,7,41,9,0,0,3,0,0,0,5,19,13,7,0,0,0,0,0,0,22,3,9,6,0,0,0,0,0,20,5,3,17,8,3,0,0,3,32,5,3,13,14,0,0,0,0,44,7,6,14,6,4,0,0,0,33,4,3,13,6,0,0,0,0,32,4,4,13,12,6,0,0,0,35,7,0,11,13,3,4,0,3,36,3,4,19,13,7,0,0,3,49,3,0,12,8,0,0,0,3,27,3,0,6,4,3,3,0,0,17,0,0,3,0,3,0,0,0,14,0,0,3,0,0,0,0,0,8,99,41,125,85,34,11,7,20,430
UCL214006,278,0,0,0,0,0,0,28,309,203,4,0,3,0,0,0,14,226,124,35,23,3,0,0,0,13,200,88,67,104,35,4,0,0,18,324,53,66,157,70,15,3,0,24,379,34,34,193,117,16,5,0,17,419,29,49,147,92,29,5,5,24,377,31,26,140,98,27,7,5,18,354,29,27,113,74,29,4,0,13,287,32,22,73,55,23,5,3,11,219,8,24,98,72,36,5,0,18,264,9,17,69,53,25,9,3,21,210,3,3,35,31,11,12,5,9,114,3,9,15,16,12,4,5,17,89,5,17,33,29,13,3,6,36,141,944,393,1207,748,246,62,40,274,3910
UCL214007,238,3,0,0,0,0,0,31,279,192,24,14,0,0,0,0,15,247,131,34,31,13,7,0,0,19,231,68,49,53,35,11,0,3,14,238,27,43,74,43,15,4,3,10,215,40,19,82,54,16,4,3,10,228,37,42,103,64,26,6,3,12,296,49,18,115,72,37,3,6,12,310,47,30,117,78,26,4,3,23,326,31,27,95,103,37,10,6,17,330,29,19,95,84,48,6,3,18,308,20,16,76,84,35,25,13,25,287,12,9,50,58,43,16,13,26,227,9,6,35,48,32,20,18,26,188,11,13,49,52,45,19,30,54,270,933,352,996,791,373,127,112,310,3981
UCL214008,184,3,0,0,0,0,0,25,216,154,21,9,0,0,0,0,13,193,106,47,37,12,3,0,0,17,223,69,50,66,30,13,0,0,10,239,60,46,81,46,17,0,0,15,259,37,45,110,68,17,9,7,17,313,46,44,95,54,8,3,5,19,279,57,35,114,56,20,3,3,18,303,47,41,122,70,34,9,3,23,349,29,31,107,67,35,12,0,16,289,40,25,107,50,27,9,3,19,280,16,25,71,64,23,10,8,18,239,8,7,31,56,38,16,8,16,177,7,8,35,28,31,12,15,7,140,16,15,42,25,19,12,15,18,157,875,425,1022,615,288,92,72,263,3662
UCL214009,85,0,0,0,0,0,0,19,105,41,4,3,0,0,0,0,3,54,60,12,12,0,0,0,0,10,92,30,28,26,12,0,0,0,6,104,18,22,49,28,6,3,0,6,137,20,10,57,33,15,0,0,12,155,31,12,57,29,8,0,0,9,153,15,11,46,28,12,4,0,15,127,35,12,73,44,13,6,0,8,181,33,17,84,51,16,5,0,13,224,27,14,107,68,41,6,3,23,279,16,14,71,65,23,14,10,22,235,9,3,33,42,31,13,4,17,151,4,3,29,38,21,8,7,12,123,19,8,21,26,24,12,13,11,139,441,179,662,482,208,63,42,177,2258
UCL214010,223,0,0,0,0,0,0,35,255,149,18,10,3,0,0,0,18,189,80,39,33,7,0,0,0,16,165,61,34,62,31,9,0,0,15,211,24,28,71,43,15,6,3,10,198,28,33,101,62,19,4,0,16,273,27,42,102,55,22,8,4,20,267,23,23,68,60,18,0,3,27,219,20,20,66,43,28,3,3,5,191,15,12,58,44,18,3,5,11,171,9,15,65,54,20,7,3,23,206,7,15,49,48,16,11,3,5,158,8,7,27,36,21,7,16,20,144,0,3,17,25,18,7,9,14,99,5,15,19,15,17,9,8,11,100,674,309,763,525,217,61,60,243,2848
UCL214011,125,0,0,0,0,0,0,11,138,96,24,13,4,0,0,0,13,146,71,39,29,11,6,0,0,9,159,33,25,49,27,4,0,0,19,162,21,20,46,31,14,5,3,8,152,18,26,45,34,19,4,5,9,153,19,18,49,46,31,5,5,11,174,9,18,58,54,21,5,5,20,196,20,4,44,58,30,5,4,16,189,17,10,74,64,37,7,0,15,223,21,9,69,50,36,11,7,24,224,8,10,43,57,29,16,9,26,199,13,4,33,31,30,9,10,17,143,13,3,25,33,33,16,19,29,165,10,4,39,44,25,14,20,29,181,498,206,620,529,317,101,88,253,2614
UCL214012,125,3,0,0,0,0,0,25,155,80,19,5,0,0,0,0,9,113,42,27,26,5,0,0,0,12,124,21,22,35,24,10,0,4,10,128,15,12,46,25,8,3,3,8,123,16,15,42,33,17,0,3,18,147,29,19,55,40,4,3,0,18,178,27,30,71,47,23,5,3,22,221,19,17,51,68,16,9,3,20,193,24,29,114,84,25,6,3,29,301,26,24,119,71,28,6,7,29,312,16,19,81,66,27,7,10,21,255,11,6,39,49,28,11,10,20,173,5,3,26,33,22,5,3,33,131,9,4,27,23,15,3,11,50,138,461,256,734,576,217,70,64,320,2699
UCL214013,116,3,0,0,0,0,0,9,127,75,10,3,4,0,0,0,16,110,69,29,21,8,3,0,0,11,143,41,38,37,26,5,0,0,9,160,13,20,49,23,15,5,3,9,128,21,18,57,27,12,0,0,4,152,8,13,56,33,10,4,4,10,148,19,13,50,38,15,6,4,8,158,12,3,47,54,24,8,0,11,158,17,14,56,49,26,4,4,12,173,19,11,62,48,29,6,6,18,202,10,10,42,37,18,10,5,17,147,9,6,36,34,29,11,4,13,138,3,10,19,28,24,8,8,12,115,10,6,27,36,28,22,15,9,151,436,209,560,446,244,84,55,174,2207
UCL214014,167,3,0,0,0,0,0,27,193,121,28,16,4,3,0,0,8,181,79,41,25,18,6,0,0,7,178,48,41,45,26,16,5,0,7,176,27,18,52,24,12,5,3,10,142,33,19,58,49,21,13,8,15,211,39,23,60,48,23,6,3,10,205,30,24,76,74,30,7,6,21,260,32,36,72,64,31,12,3,12,260,36,26,100,54,32,15,4,20,288,28,27,98,83,40,17,8,28,326,24,22,70,74,30,25,7,30,289,11,15,40,56,49,19,17,31,245,9,15,32,38,35,22,8,26,183,16,17,64,53,22,11,15,30,224,684,351,800,650,347,148,91,277,3348
UCL214015,93,3,0,0,0,0,0,20,116,64,12,4,0,0,0,0,3,85,49,14,13,3,0,0,0,4,83,29,16,32,16,5,3,0,6,118,37,14,29,25,8,0,0,12,131,39,25,58,28,9,8,0,10,173,37,28,71,31,11,3,0,12,196,48,19,61,43,19,5,3,21,222,55,29,107,70,20,3,0,27,308,53,50,121,102,23,3,5,41,395,58,25,158,115,40,13,7,42,459,43,19,114,87,40,14,4,27,335,11,11,48,68,34,4,13,22,217,4,7,32,43,16,12,5,12,127,12,13,42,33,29,13,3,18,160,645,279,882,667,251,85,50,283,3132
UCL214016,165,0,0,0,0,0,0,29,198,101,33,12,6,0,0,0,19,167,72,17,26,12,8,0,0,11,141,48,22,33,24,3,3,0,17,149,25,21,34,31,3,5,0,12,142,24,29,54,32,13,9,0,21,183,12,22,53,28,17,11,3,18,159,30,29,69,47,22,8,9,21,222,34,26,75,41,34,5,10,11,227,20,15,70,50,22,11,3,26,226,10,16,60,57,24,5,3,23,192,8,8,39,38,25,11,5,22,152,4,7,35,36,19,13,5,23,132,11,7,16,19,10,16,8,28,105,0,3,12,21,17,9,11,36,114,565,256,581,420,220,97,55,323,2516
UCL214017,118,3,0,0,0,0,0,17,138,99,22,10,0,0,0,0,17,153,77,28,32,8,3,0,3,14,163,44,18,21,14,4,3,0,14,120,28,19,46,28,13,0,0,5,141,33,17,45,32,8,3,0,14,166,22,19,59,34,24,3,3,10,171,33,17,72,46,15,3,4,17,205,22,19,60,30,24,10,0,12,182,26,10,76,55,21,15,0,22,225,15,17,52,52,31,7,0,18,197,9,14,50,38,25,9,6,22,179,7,10,40,29,19,5,12,23,145,11,7,25,27,25,9,9,13,129,17,9,36,45,19,13,11,17,161,557,236,623,447,236,84,53,231,2463
UCL214018,276,3,0,0,0,0,0,41,320,205,18,7,0,0,0,0,28,263,123,44,48,8,0,0,0,20,242,74,57,104,41,15,3,3,24,315,35,56,114,54,24,3,3,25,309,33,47,104,71,30,9,4,34,339,31,41,118,91,37,11,6,24,360,30,37,113,63,29,8,4,22,303,33,22,87,70,25,7,3,21,269,18,21,66,62,30,4,3,16,221,10,21,64,46,16,7,4,14,185,3,7,26,25,12,3,0,14,100,6,0,14,14,7,5,4,17,67,0,4,3,9,0,3,3,3,27,0,3,7,8,3,7,3,3,32,879,366,875,573,227,72,42,307,3342
UCL214019,194,8,3,0,0,0,0,15,220,109,22,20,0,0,0,0,15,175,84,32,35,14,3,0,0,27,197,53,44,52,34,10,0,0,18,210,19,28,55,44,12,10,0,13,174,35,34,54,49,16,10,8,7,207,35,33,64,49,19,13,4,20,239,34,28,93,74,22,8,8,25,292,44,23,106,67,21,6,5,18,293,34,26,99,60,26,12,4,23,280,37,18,99,71,38,15,4,31,318,21,19,67,69,32,17,9,27,263,10,13,35,64,30,25,9,42,228,12,12,30,42,35,12,4,29,184,17,14,44,48,35,9,19,43,233,740,375,859,683,291,133,89,347,3518
UCL214020,125,4,0,0,0,0,0,33,166,107,23,4,0,0,0,0,4,148,67,38,40,12,0,0,0,16,166,34,33,62,25,12,0,0,21,190,26,21,62,46,12,8,0,11,183,19,24,70,48,16,7,0,18,204,22,16,72,60,28,4,4,22,227,28,18,78,59,19,0,3,21,224,19,22,65,73,26,6,5,16,241,33,26,104,82,25,11,8,28,324,29,22,115,92,30,12,7,38,341,24,22,94,85,43,12,14,33,326,15,9,54,55,39,14,14,21,233,13,7,35,32,31,14,17,33,179,19,13,30,26,36,15,18,49,215,589,302,883,693,332,115,100,359,3369
UCL215001,22,0,0,0,0,0,0,7,23,18,3,0,0,0,0,0,0,20,12,5,0,0,0,0,0,0,14,10,3,3,0,0,0,0,3,15,3,3,7,0,0,0,0,0,13,5,7,15,7,0,0,0,3,35,10,3,15,7,0,0,0,4,41,11,3,23,9,0,0,0,7,58,15,11,20,19,3,0,0,7,72,5,6,23,13,7,0,0,3,58,7,3,16,14,5,0,0,4,49,0,3,9,0,5,0,0,0,26,0,3,13,7,8,3,0,0,29,3,0,3,7,0,0,0,0,17,0,0,0,5,5,0,0,0,14,128,50,155,79,35,8,3,39,489
UCL215002,40,0,0,0,0,0,0,7,44,33,3,3,0,0,0,0,3,44,25,12,3,3,0,0,0,0,45,28,17,20,5,0,0,0,4,75,11,5,29,13,0,0,0,3,61,10,12,30,17,5,0,0,4,76,9,10,24,12,3,0,0,6,68,9,13,33,27,3,0,0,3,88,12,7,33,8,11,3,0,6,75,8,5,27,27,4,3,0,14,89,11,12,45,31,16,3,3,13,131,4,3,28,21,9,3,0,8,76,6,0,18,13,9,7,6,11,79,6,3,4,12,6,8,3,8,52,9,3,20,23,12,5,6,4,81,212,108,316,206,80,30,18,87,1068
UCL215003,38,0,0,0,0,0,0,13,51,41,3,0,0,0,0,0,0,47,38,6,4,4,0,0,0,3,53,28,13,4,3,0,0,0,5,55,13,8,19,6,0,0,0,3,54,11,7,30,24,5,0,0,3,78,17,7,38,16,3,3,0,7,85,7,12,37,28,4,0,0,4,104,22,8,26,22,6,0,3,5,100,8,13,38,32,7,3,0,7,102,12,3,49,36,10,0,0,4,120,5,8,38,27,7,4,3,7,99,3,0,17,16,12,5,0,5,59,0,3,9,22,11,0,3,3,46,7,10,12,21,5,6,3,5,67,250,107,322,244,81,24,11,69,1114
UCL215004,18,0,0,0,0,0,0,7,21,18,3,0,0,0,0,0,3,30,32,0,3,0,0,0,0,3,45,15,12,6,3,0,0,0,3,44,10,8,4,4,0,0,0,4,30,4,5,5,12,0,0,0,4,34,7,11,16,15,0,0,0,3,54,5,10,6,9,0,0,0,3,37,10,4,14,16,3,0,0,5,55,10,6,30,10,3,0,0,14,76,5,6,14,10,0,0,0,7,51,0,0,16,7,3,0,0,0,40,9,3,11,3,3,0,0,0,38,0,3,4,8,5,3,0,0,24,0,0,8,7,3,0,0,4,23,149,76,157,104,28,13,4,65,596
UCL215005,51,3,0,0,0,0,0,10,66,29,8,0,0,0,0,0,3,36,29,7,9,3,0,0,0,4,56,27,13,16,13,0,0,0,3,71,13,15,22,18,3,0,0,3,76,11,8,23,14,4,3,0,3,79,10,3,25,14,4,0,0,10,69,16,13,31,26,12,4,3,9,110,9,12,22,18,8,3,0,8,82,11,3,19,17,7,4,3,3,71,5,6,31,17,13,0,0,6,84,4,6,8,18,12,5,0,8,61,0,3,13,9,7,6,4,5,41,3,3,12,0,8,3,5,3,36,0,3,5,10,9,3,0,11,45,231,101,242,176,88,30,25,78,977
UCL215006,49,0,0,0,0,0,0,13,59,45,0,0,0,0,0,0,7,50,30,7,0,0,0,0,0,5,43,21,13,19,9,0,0,0,3,66,5,9,27,6,0,0,0,4,60,11,9,30,20,3,0,0,6,82,11,10,34,16,9,0,0,3,86,14,10,35,14,3,0,3,6,87,14,11,28,26,7,3,0,3,90,9,8,39,24,7,0,0,3,98,8,5,37,21,10,3,0,6,88,9,3,28,16,7,0,0,3,64,7,3,11,16,8,0,0,3,49,5,0,16,14,10,6,7,3,51,3,0,5,7,3,10,3,3,33,227,99,311,186,56,23,12,80,997
UCL215007,125,0,0,0,0,0,0,15,137,96,10,5,0,0,0,0,8,116,76,26,31,14,0,0,0,4,148,51,41,72,26,7,0,0,7,192,34,21,87,63,5,4,3,9,221,15,21,79,55,13,0,8,5,196,20,12,84,33,13,6,0,6,179,10,10,46,22,7,3,3,3,114,3,10,41,33,16,4,0,5,111,11,8,44,38,14,5,0,15,127,3,10,42,31,7,0,0,5,103,7,7,18,16,9,6,3,10,62,3,3,15,16,10,5,3,0,54,0,5,7,7,8,0,0,4,38,0,10,17,12,10,4,5,3,59,449,179,580,358,122,38,26,106,1864
UCL215008,46,0,0,0,0,0,0,3,50,28,0,6,0,0,0,0,3,40,22,14,3,3,0,0,0,3,44,15,8,25,12,4,0,0,3,64,3,8,27,20,7,0,0,6,71,3,9,36,14,7,0,0,6,78,3,11,31,15,9,0,0,3,81,3,3,23,14,5,0,0,5,55,5,3,18,8,8,3,0,0,45,0,7,11,17,3,0,0,3,46,0,3,7,7,3,0,3,4,33,0,0,3,0,3,0,0,4,17,0,0,0,3,3,0,0,0,10,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,135,75,197,118,54,11,3,40,633
UCL215009,16,0,0,0,0,0,0,3,22,11,3,3,0,0,0,0,0,17,5,3,3,3,0,0,0,0,16,3,4,10,3,0,0,0,0,28,3,0,4,8,0,0,3,0,19,4,0,3,3,0,0,0,0,16,0,3,11,0,6,0,0,0,24,3,0,9,7,3,3,0,0,25,5,3,22,10,0,0,0,3,45,0,3,13,14,4,3,0,0,34,3,6,6,10,3,4,0,3,34,4,0,10,15,9,3,3,0,38,0,0,7,8,4,3,0,0,18,0,0,0,3,0,0,3,3,6,0,0,0,0,0,0,0,0,11,67,29,96,74,28,24,9,14,351
UCL215010,61,0,0,0,0,0,0,11,67,55,0,0,0,0,0,0,3,58,24,5,3,0,0,0,0,6,42,8,9,13,3,0,0,0,0,37,4,8,26,22,3,0,0,3,68,8,9,47,25,0,3,0,0,94,6,3,39,29,3,3,0,6,88,7,7,27,27,4,4,0,4,81,6,7,21,31,12,0,3,7,82,4,5,23,6,3,0,0,3,53,3,4,19,14,5,0,0,4,50,3,0,15,15,0,3,0,0,36,0,0,5,3,0,0,0,4,18,0,0,3,4,3,0,0,4,17,0,3,0,3,11,0,0,4,22,187,63,258,187,51,12,8,65,827
UCL215011,17,0,0,0,0,0,0,0,23,6,4,3,0,0,0,0,0,10,9,5,6,4,0,0,0,0,25,5,4,3,3,0,0,0,0,20,3,0,4,3,3,0,0,4,11,4,0,6,10,0,3,0,0,24,0,4,10,4,3,5,0,0,34,3,0,14,5,5,0,0,3,37,3,8,13,8,3,0,0,0,40,5,3,17,12,3,0,0,0,42,5,3,26,15,6,0,3,3,58,4,6,18,11,0,7,0,9,58,0,0,8,14,3,0,3,10,39,0,0,3,3,3,4,3,9,20,0,3,12,0,4,5,0,13,43,77,45,140,89,40,21,15,51,478
UCL215012,56,0,0,0,0,0,0,11,66,30,0,0,0,0,0,0,10,41,20,6,0,0,0,0,0,3,35,18,22,18,3,0,3,0,4,70,22,19,32,13,4,3,0,7,90,18,14,45,17,0,0,0,11,110,10,10,38,16,5,0,0,6,96,22,10,36,18,7,7,0,8,105,17,17,47,30,10,3,0,7,124,19,15,45,35,9,3,0,7,134,24,14,36,32,17,8,3,16,146,14,16,25,20,13,3,3,3,98,12,8,22,19,7,3,5,6,78,5,3,8,8,11,10,4,9,60,7,10,13,6,9,8,3,14,64,289,161,374,223,92,42,23,118,1323
UCL215013,34,0,0,0,0,0,0,8,38,29,5,0,0,0,0,0,3,43,43,28,17,6,0,0,0,4,97,16,25,48,15,0,0,0,8,115,15,17,31,12,4,8,0,6,95,9,7,20,13,3,0,0,3,69,6,3,14,16,3,0,0,3,47,5,4,13,7,3,3,0,5,48,3,3,7,14,3,0,0,3,37,3,6,13,3,0,3,0,3,29,0,0,10,0,3,0,0,5,24,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,169,106,179,103,24,18,3,55,653
UCL215014,31,0,0,0,0,0,0,3,38,27,3,0,0,0,0,0,0,32,27,14,3,0,0,0,0,7,47,8,6,13,6,3,0,0,3,34,7,6,18,3,3,0,0,3,44,3,13,22,4,4,0,0,0,39,4,3,21,7,9,0,0,0,54,7,4,12,10,5,0,0,4,43,0,3,22,13,3,0,0,0,48,3,0,17,12,3,0,0,0,32,4,4,5,9,0,0,0,0,32,0,3,3,5,5,0,0,0,15,0,0,5,3,0,0,0,0,11,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,133,60,144,80,28,11,8,26,484
