SA3_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
20904,6349,506,5,16,528,15,6891,538,5718,283,33,6034,10,6576,3,512,272,3,785,5,797,3,37,3,17,52,0,59,540,6265,553,60,6873,13,7424,9,0,0,0,0,20,31,6901,6769,562,73,7405,48,14348,5442,326,6,13,346,18,5798,412,4523,241,23,4784,10,5209,3,402,255,3,660,4,668,0,34,0,16,52,0,50,418,4956,496,48,5497,13,5925,15,6,0,0,6,17,35,5873,5285,499,57,5845,43,11758,2877,157,0,4,160,0,3038,216,2201,133,17,2356,3,2576,0,246,173,5,421,0,428,0,16,0,4,26,0,28,216,2471,309,23,2803,4,3025,4,3,0,0,3,13,18,3104,2621,308,32,2961,15,6081,1773,89,0,5,91,5,1870,132,1199,73,3,1274,0,1404,3,129,114,0,241,0,247,0,3,0,12,11,0,13,136,1335,186,13,1527,5,1662,3,6,0,0,6,0,8,1908,1429,186,14,1630,3,3546,2345,94,0,0
21001,1710,154,3,0,157,0,1873,192,656,22,3,674,0,869,0,30,22,3,54,0,55,3,0,0,0,0,0,3,198,680,41,7,731,0,928,0,0,0,0,0,3,8,1909,834,46,7,889,4,2801,1726,129,4,0,130,7,1864,186,683,24,5,714,4,905,0,33,18,0,49,0,49,3,7,0,3,8,0,11,182,721,45,10,778,4,962,0,0,0,0,0,6,4,1916,850,51,13,910,12,2839,990,46,0,0,51,0,1042,72,435,14,0,445,0,523,0,23,10,0,33,0,35,0,0,0,8,8,0,8,72,456,26,8,485,0,561,0,0,0,0,3,3,5,1060,503,26,4,535,7,1604,572,30,0,0,29,0,607,53,250,17,0,271,0,330,0,13,16,0,26,0,31,0,0,0,0,3,0,3,57,268,33,0,304,0,361,0,0,0,0,0,0,4,628,301,35,4,337,3,971,797,39,0,0
21002,1453,25,0,0,25,0,1480,48,46,0,0,46,0,92,0,0,3,0,3,0,3,0,0,0,0,0,0,0,48,48,3,0,53,0,96,3,0,0,0,0,0,5,1505,75,3,0,81,4,1587,1646,25,0,0,30,8,1680,26,49,0,0,49,0,77,3,0,5,0,3,0,5,0,0,0,0,0,0,0,31,46,5,0,51,0,80,7,0,0,0,0,7,10,1683,77,5,0,78,11,1774,1033,14,0,3,19,3,1059,12,30,0,0,30,0,41,3,0,5,0,5,0,4,0,0,0,0,0,0,0,17,30,5,0,30,0,51,0,0,0,0,0,0,3,1051,42,5,3,48,4,1105,547,18,0,3,21,7,569,22,18,0,0,18,0,41,0,0,3,0,3,0,3,0,0,0,0,0,0,0,21,18,4,0,19,0,39,3,0,0,0,0,4,3,575,33,4,3,38,4,616,792,10,0,0
21003,1693,175,0,0,181,0,1872,230,2089,101,10,2204,3,2439,8,226,88,0,306,0,317,0,8,0,3,13,0,17,245,2325,186,14,2527,3,2777,7,5,0,0,5,9,17,1942,2502,193,17,2709,9,4667,1341,142,3,5,147,7,1493,148,1597,102,13,1706,3,1863,3,165,76,4,244,0,248,0,6,0,8,15,0,14,150,1763,176,25,1969,3,2119,3,0,0,0,0,3,4,1491,1907,177,32,2116,9,3618,637,71,0,0,69,0,710,80,736,51,3,785,0,861,3,83,51,0,126,0,133,0,3,0,5,9,0,9,82,821,96,8,927,0,1004,0,0,0,0,0,4,3,717,891,97,8,992,3,1719,383,28,0,0,28,0,417,34,433,32,4,467,0,503,0,60,29,0,84,0,89,0,5,0,5,5,0,5,38,494,60,10,560,0,595,3,0,0,0,0,0,4,425,522,60,10,593,3,1015,523,45,0,0
21004,1737,55,0,0,58,3,1796,93,143,4,0,152,0,245,0,6,0,0,8,0,10,0,0,0,0,0,0,0,98,149,8,3,155,0,252,0,0,0,0,0,0,0,1838,202,9,3,213,3,2055,1674,38,0,0,38,3,1712,67,142,4,3,146,0,213,3,8,3,0,11,0,13,0,0,0,0,0,0,0,71,148,7,3,157,0,225,0,0,0,0,0,0,3,1746,184,7,3,193,3,1942,917,23,0,0,23,0,937,32,80,3,0,84,0,121,0,0,0,0,3,0,3,0,0,0,0,0,0,0,37,85,3,0,84,0,126,0,0,0,0,0,0,3,950,106,3,0,110,0,1058,616,19,0,0,19,0,637,18,56,3,0,58,0,79,3,3,0,0,5,0,8,0,0,0,0,0,0,0,25,55,7,0,60,0,84,0,0,0,0,0,0,0,644,74,7,0,83,0,727,852,30,0,0
21005,2584,370,4,4,378,0,2973,331,5339,494,26,5863,8,6203,3,770,450,7,1229,0,1231,3,35,5,22,62,0,65,344,6141,946,60,7146,10,7505,7,4,0,0,6,18,33,2933,6523,953,65,7538,34,10504,2288,287,10,3,296,3,2590,240,4760,473,27,5256,13,5500,9,721,528,3,1254,0,1268,3,30,14,12,60,0,64,250,5517,1009,44,6568,12,6829,4,3,0,0,3,18,23,2543,5805,1016,45,6865,29,9441,1276,127,0,0,127,0,1414,165,2339,241,13,2596,4,2756,6,411,369,3,781,0,789,4,8,7,10,27,0,24,172,2762,617,26,3400,4,3571,3,0,0,0,0,11,10,1451,2887,617,26,3528,15,4998,885,80,4,0,82,0,972,102,1389,155,9,1546,0,1650,3,243,231,0,480,0,477,3,6,0,10,18,0,23,106,1638,389,18,2048,0,2153,3,0,0,0,0,3,7,989,1718,389,18,2128,3,3124,1243,102,3,0
21101,4521,178,0,0,182,8,4713,346,2070,88,4,2171,0,2511,10,175,84,0,263,0,268,0,9,0,0,13,0,16,354,2257,179,4,2441,0,2795,5,5,0,0,3,0,12,4889,2438,182,5,2627,4,7519,4713,163,4,4,163,3,4889,301,1719,66,10,1796,0,2095,9,155,72,0,232,0,238,0,15,0,3,15,0,15,311,1881,142,15,2038,0,2346,8,0,0,0,0,3,16,5032,2044,149,18,2204,9,7245,2670,86,0,4,89,0,2760,139,914,45,3,959,0,1100,5,79,73,0,151,0,156,3,4,0,0,3,0,7,147,1001,112,3,1121,0,1260,3,0,0,0,3,8,9,2818,1092,115,5,1209,8,4036,1806,73,0,0,74,0,1882,99,622,32,3,655,0,754,0,56,50,0,104,0,110,0,5,0,0,5,0,5,100,686,81,4,768,0,867,3,0,0,0,0,4,9,1910,759,84,4,847,7,2763,2598,77,3,0
21102,663,29,0,3,33,0,693,52,190,7,0,202,0,253,0,11,3,0,10,0,10,0,0,0,0,0,0,0,52,197,13,0,211,0,267,0,0,0,0,0,0,0,715,232,13,3,245,0,958,1022,38,0,0,33,0,1062,50,189,4,0,189,0,242,0,7,18,0,25,0,25,0,0,0,0,0,0,0,50,196,23,0,213,0,264,0,0,0,0,0,0,0,1080,230,23,0,248,3,1327,737,26,0,0,26,3,763,32,141,0,0,143,0,170,0,11,13,0,22,0,22,0,0,0,0,0,0,0,32,146,10,0,156,0,192,0,0,0,0,0,0,0,765,172,10,0,182,3,950,536,24,0,0,24,3,559,33,77,0,0,77,0,106,0,0,9,0,8,0,8,0,0,0,0,0,0,0,33,79,9,0,80,0,111,0,0,0,0,0,0,0,572,101,9,0,102,3,678,743,19,0,0
21103,4198,148,0,0,149,0,4352,215,1063,56,3,1129,0,1345,5,163,259,0,418,0,426,0,0,3,0,3,0,4,225,1233,313,3,1555,0,1779,3,0,4,0,3,3,10,4428,1382,318,3,1707,9,6142,3961,113,0,0,112,3,4076,185,750,44,0,789,0,975,3,142,212,0,359,0,361,0,3,0,0,3,0,3,184,890,255,0,1148,4,1339,3,0,0,0,0,4,7,4151,1003,255,0,1259,12,5422,2281,60,0,0,61,0,2346,76,306,22,0,330,3,403,3,40,95,0,131,0,138,0,3,0,0,3,0,0,75,345,117,3,465,3,541,0,0,0,0,0,3,3,2357,409,117,3,525,5,2894,1463,41,0,0,41,3,1507,45,172,9,0,187,0,229,0,37,69,0,98,0,100,0,0,0,0,0,0,0,48,214,76,0,288,0,336,4,0,0,0,0,0,4,1514,251,76,0,325,3,1845,2050,43,0,0
21104,1468,79,0,0,79,4,1547,171,1193,65,3,1258,0,1429,0,104,60,0,161,0,161,3,3,0,0,8,0,5,173,1296,120,4,1426,0,1594,3,3,0,0,3,5,12,1640,1381,120,4,1505,9,3156,1819,87,0,0,87,5,1916,147,926,48,3,980,0,1127,0,74,43,0,118,0,118,0,5,0,3,8,0,10,145,1011,93,7,1104,0,1253,0,3,0,0,3,3,6,1965,1098,93,7,1196,10,3172,1106,36,0,0,36,0,1146,65,457,17,0,471,0,537,0,36,37,0,70,0,70,0,0,0,0,0,0,0,65,492,51,3,543,0,606,0,4,0,0,4,0,4,1166,529,51,3,580,3,1751,641,31,0,0,26,0,672,42,240,18,0,261,0,299,0,34,21,0,55,0,55,0,3,0,0,7,0,7,42,273,42,0,317,0,360,0,0,0,0,0,0,0,689,303,40,0,345,0,1036,851,31,0,0
21105,6450,153,0,0,153,14,6616,227,372,14,0,389,0,619,0,41,80,0,116,0,116,7,0,0,0,3,0,3,235,414,92,0,504,0,741,12,0,0,0,0,8,19,6693,568,100,0,661,24,7380,6574,128,3,0,130,10,6716,215,348,20,0,369,0,578,0,27,76,0,104,0,104,4,0,0,0,3,0,5,221,376,95,0,470,0,689,22,3,0,0,3,15,38,6816,505,92,3,601,23,7440,3786,73,0,0,76,3,3864,116,186,3,0,186,0,306,4,9,32,0,43,0,48,0,0,0,0,0,0,3,124,193,39,0,230,0,355,5,0,0,0,0,3,14,3913,269,37,0,308,3,4228,2406,59,5,3,62,3,2474,73,127,4,0,132,0,205,3,12,25,0,37,0,38,0,0,0,0,0,0,3,78,137,33,0,173,0,243,3,0,0,0,0,0,7,2485,193,38,3,233,9,2722,3283,64,0,0
21201,4745,173,3,0,175,13,4935,199,870,27,4,902,0,1103,6,48,20,3,72,0,82,0,7,0,3,9,0,9,203,925,55,8,984,0,1185,4,3,0,0,5,5,20,4958,1101,53,9,1161,23,6137,4464,121,3,0,125,4,4592,151,638,12,4,663,0,809,4,42,12,0,56,0,62,3,3,0,0,3,0,4,155,681,29,7,720,0,877,9,0,0,0,0,9,10,4622,805,30,4,839,15,5477,2477,59,0,0,64,0,2540,76,290,12,0,299,0,372,0,19,13,0,32,0,32,0,0,0,0,0,0,3,75,311,18,3,334,0,409,0,0,0,0,0,3,7,2553,369,18,3,394,3,2953,1504,27,0,0,27,5,1537,40,162,10,0,174,0,215,0,17,5,0,23,0,23,0,0,0,0,0,0,3,39,179,16,0,197,0,238,0,0,0,0,0,3,6,1545,207,16,0,225,10,1779,2068,32,0,0
21202,3210,224,0,0,233,3,3442,321,2750,106,8,2868,3,3187,3,336,142,3,482,0,485,0,24,0,13,32,0,35,324,3111,244,27,3378,3,3709,4,7,0,0,3,3,14,3541,3342,253,28,3615,7,7168,3398,199,0,0,204,0,3598,275,2677,98,14,2790,0,3066,0,340,171,6,517,0,519,3,27,0,7,32,0,32,280,3043,278,20,3339,0,3625,0,3,0,0,4,13,18,3681,3246,277,20,3543,13,7235,2079,112,3,0,116,0,2191,136,1434,50,6,1489,0,1617,3,165,105,0,270,0,274,4,3,0,0,6,0,9,145,1596,159,3,1763,0,1904,3,3,3,0,3,3,12,2227,1706,161,5,1877,3,4107,1348,41,0,0,41,0,1388,92,831,52,6,889,0,978,0,103,71,3,178,0,181,0,9,0,0,6,0,9,96,939,123,11,1071,0,1168,0,0,0,0,0,0,0,1443,982,123,11,1118,0,2559,1996,78,0,0
21203,5229,353,9,7,366,12,5603,425,5045,192,42,5279,4,5703,10,627,242,0,875,0,885,10,41,0,8,46,0,54,445,5715,440,51,6195,0,6645,7,8,0,0,8,23,38,5678,6076,448,50,6569,41,12289,4944,287,8,6,301,6,5243,353,4388,155,37,4584,0,4935,10,583,285,5,873,0,888,3,40,0,9,49,0,55,372,5010,443,52,5510,0,5875,10,12,0,0,12,23,46,5324,5310,448,59,5818,28,11169,2695,123,0,3,125,3,2824,159,2032,85,16,2127,0,2284,4,277,174,0,458,0,463,3,9,0,4,15,0,20,162,2323,262,20,2605,0,2770,3,0,0,0,0,15,17,2862,2444,262,25,2733,14,5608,1701,78,0,0,81,0,1785,85,1065,72,8,1146,0,1227,8,146,119,0,267,0,276,0,12,0,6,16,0,16,89,1224,190,19,1428,0,1525,4,0,0,0,0,5,10,1798,1303,190,18,1510,11,3317,2272,101,3,0
21204,1664,287,4,3,292,0,1961,460,5210,351,44,5606,6,6076,16,1122,776,22,1921,0,1941,4,27,4,16,46,0,49,485,6361,1132,78,7573,6,8065,5,10,0,0,13,9,29,2151,6657,1141,83,7881,17,10049,1651,184,4,0,193,4,1846,282,3958,300,22,4282,0,4564,20,924,759,14,1695,0,1711,6,30,3,11,50,0,59,307,4909,1068,50,6023,0,6334,0,9,0,0,6,8,18,1956,5108,1073,49,6228,17,8201,933,79,4,0,86,0,1017,143,1879,160,17,2057,5,2198,5,433,508,3,946,0,955,3,8,3,4,19,0,18,153,2319,671,31,3020,4,3176,3,3,0,0,3,10,17,1088,2407,675,32,3111,12,4210,606,37,0,0,41,0,639,90,1142,120,4,1271,0,1361,3,284,362,0,652,0,652,0,3,0,4,10,0,13,92,1436,484,9,1930,0,2025,0,0,0,0,0,3,7,694,1472,487,16,1973,4,2672,762,57,3,3
21205,2267,250,3,0,253,0,2516,475,3908,145,16,4065,0,4541,5,267,120,0,392,0,397,8,12,0,6,17,0,26,489,4189,265,18,4474,0,4963,4,5,0,0,5,9,17,2759,4442,269,18,4728,9,7497,2740,229,0,0,227,7,2975,443,3676,145,19,3838,3,4283,5,239,175,0,415,0,416,3,10,0,3,11,0,20,450,3922,319,19,4259,3,4723,3,3,0,0,3,7,9,3196,4154,314,25,4493,14,7708,1741,113,0,0,121,0,1858,213,1941,88,11,2037,0,2252,3,119,118,3,238,0,241,0,10,0,3,8,0,13,219,2066,204,16,2288,0,2501,4,3,0,0,3,0,8,1962,2186,205,13,2410,3,4367,1089,65,0,0,65,0,1153,134,1177,55,6,1236,0,1370,3,103,91,0,193,0,200,0,9,0,3,10,0,10,134,1286,150,10,1442,0,1574,0,0,0,0,0,0,0,1220,1348,150,10,1507,7,2730,1478,93,8,0
21301,2126,371,9,4,384,0,2511,447,4582,293,18,4895,4,5346,15,764,740,12,1517,0,1537,9,24,7,28,53,0,65,476,5367,1043,62,6468,4,6943,10,12,0,0,13,34,56,2613,5747,1048,64,6855,38,9513,1914,257,3,3,266,4,2178,326,3655,274,24,3955,3,4280,9,632,658,6,1294,0,1300,3,16,7,11,38,0,40,340,4306,936,43,5287,3,5625,4,3,0,3,6,24,36,2254,4564,939,52,5556,32,7844,1097,108,8,0,117,0,1211,162,1897,162,8,2068,0,2235,6,365,437,3,804,0,814,0,21,0,11,32,0,34,172,2281,600,28,2906,0,3081,3,0,0,0,3,11,19,1269,2388,602,26,3024,7,4305,730,76,0,0,74,0,806,101,1213,100,5,1321,0,1418,3,252,309,0,555,0,558,0,7,3,11,24,0,21,104,1471,409,20,1895,0,1999,5,0,0,0,4,0,10,836,1548,412,20,1977,3,2815,997,83,0,0
21302,2805,171,0,0,174,9,2983,302,1209,61,0,1269,0,1567,3,105,42,0,143,0,149,0,3,0,4,7,0,7,304,1316,101,8,1424,0,1728,3,0,0,0,0,0,5,3114,1483,104,8,1593,9,4720,2653,146,3,0,146,6,2799,211,980,37,11,1029,4,1239,0,71,51,0,125,0,127,0,6,0,3,6,0,6,212,1060,94,14,1162,4,1378,0,5,0,3,7,3,12,2868,1206,93,12,1309,6,4189,1287,68,0,0,73,0,1362,114,433,16,3,455,0,569,0,39,29,0,71,0,71,0,3,0,3,4,0,4,114,471,47,8,525,0,648,0,0,0,0,0,0,0,1400,545,47,9,599,3,2008,766,34,0,0,34,0,803,75,254,17,3,272,0,344,0,24,17,3,42,0,37,0,0,0,0,0,0,0,73,276,31,4,314,0,386,3,0,0,0,0,0,3,840,309,31,4,349,0,1190,1050,47,0,0
21303,2406,178,5,0,180,6,2597,259,1336,46,4,1387,0,1649,8,181,160,0,340,0,344,0,6,0,4,7,0,8,269,1524,209,10,1734,0,2002,6,8,0,0,8,8,16,2686,1700,213,7,1920,13,4619,1715,108,3,0,106,5,1823,195,862,39,3,907,0,1106,3,144,121,0,270,0,270,0,4,3,0,10,0,10,198,1017,164,5,1184,0,1388,3,0,0,0,0,0,8,1916,1123,168,5,1297,3,3213,688,45,3,0,55,3,739,53,431,39,0,472,3,530,3,58,66,0,131,0,133,0,0,0,0,0,0,0,58,494,105,0,600,3,661,0,0,0,0,0,0,0,750,537,108,3,651,4,1408,372,29,3,0,26,0,402,34,206,25,3,236,0,271,0,55,66,0,116,0,116,0,0,0,0,0,0,0,34,260,85,4,349,0,385,3,0,0,0,0,0,3,404,288,91,4,378,0,787,467,28,0,0
21304,5240,440,5,6,453,13,5711,515,3169,85,16,3272,3,3790,8,175,141,0,314,0,330,3,30,4,13,41,0,42,528,3373,230,27,3630,3,4159,3,3,0,3,4,6,20,5777,3821,231,35,4091,23,9887,5311,340,6,3,346,11,5669,460,3175,93,16,3281,3,3742,8,193,116,0,303,0,313,12,23,4,14,37,0,49,477,3389,208,26,3626,3,4104,8,3,0,0,3,10,25,5798,3731,215,29,3979,22,9792,2715,176,3,0,179,8,2902,201,1634,73,3,1712,3,1917,3,98,79,0,175,0,182,0,11,0,10,19,0,19,208,1744,148,13,1907,3,2120,0,0,0,0,3,6,13,2923,1919,150,16,2088,16,5030,1648,102,3,3,105,7,1761,96,944,42,8,1005,0,1100,0,75,44,0,117,0,118,0,9,0,6,10,0,14,104,1029,90,13,1131,0,1235,3,0,0,0,0,3,4,1748,1131,92,17,1240,12,3002,2064,132,3,0
21305,5796,501,4,8,507,0,6305,737,9405,287,42,9731,3,10469,19,594,327,5,930,0,945,11,44,7,15,69,0,75,764,10048,618,71,10735,3,11495,12,15,0,0,15,15,40,6564,10556,620,77,11261,18,17844,5598,367,5,3,373,0,5974,522,6652,235,39,6928,9,7457,7,473,400,3,874,0,883,7,36,3,12,44,0,54,541,7165,637,56,7853,6,8403,10,15,0,0,16,12,32,6148,7539,636,62,8236,18,14403,2790,196,3,0,203,8,2999,264,2666,111,15,2791,3,3055,0,217,242,0,466,0,470,3,10,0,7,24,0,26,268,2899,355,20,3272,3,3545,7,7,0,0,7,4,13,3066,3096,361,23,3476,17,6560,1690,90,0,0,97,3,1781,143,1400,59,3,1466,0,1616,3,124,153,3,283,0,287,0,12,0,3,12,0,16,149,1540,219,13,1764,0,1920,4,3,0,0,3,3,9,1842,1637,219,13,1863,9,3714,2410,111,7,0
21401,5409,192,0,3,200,11,5616,317,775,22,5,799,0,1119,10,50,20,0,73,0,85,6,7,0,3,10,0,21,333,831,45,8,892,0,1218,3,3,0,0,3,15,18,5742,1022,49,17,1090,22,6855,4676,147,0,3,149,11,4832,257,646,29,3,674,0,938,6,48,24,3,72,0,81,0,7,0,4,5,0,14,266,703,50,8,757,0,1026,3,0,0,0,0,3,11,4944,847,50,7,905,20,5869,2484,66,0,4,72,4,2562,132,372,18,3,391,0,525,0,28,14,0,42,0,42,3,0,0,0,3,0,3,135,405,35,3,441,0,569,3,0,0,0,0,3,3,2625,467,35,4,509,5,3138,1484,28,0,0,37,4,1525,64,215,15,0,232,0,296,0,21,14,0,30,0,30,0,0,0,0,0,0,4,64,241,22,0,263,0,327,0,0,0,0,0,4,8,1552,268,25,4,297,5,1855,2085,59,0,0
21402,5695,95,3,0,101,14,5807,211,181,9,0,190,0,398,0,3,4,0,9,0,15,3,0,0,0,0,0,3,209,189,17,0,206,0,418,14,0,0,0,0,8,22,5921,285,21,0,301,25,6251,6509,150,3,0,158,7,6670,169,207,3,0,216,3,389,3,0,4,0,5,0,8,0,0,0,0,0,0,0,173,212,14,0,220,3,397,13,0,0,0,0,6,18,6694,358,18,0,379,19,7092,3682,69,0,0,71,6,3762,99,128,4,0,135,0,231,0,0,3,0,9,0,9,0,0,0,0,0,0,0,99,126,7,0,135,0,241,4,0,0,0,0,3,9,3785,200,15,0,211,9,4005,2247,44,0,0,44,3,2297,57,71,3,0,78,0,134,0,4,0,0,3,0,5,0,0,0,0,0,0,0,55,77,7,0,82,0,139,0,0,0,0,0,0,3,2304,123,7,0,125,4,2436,3020,62,0,0
