SA2_MAINCODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
209011196,10,18,40,38,35,21,9,0,0,165,8,26,64,42,56,30,21,3,0,241,200,474,980,1009,954,571,185,16,0,4408
209011197,20,34,81,80,81,79,23,0,0,386,11,33,72,79,74,62,15,3,0,340,485,900,2084,2374,2264,1901,403,25,3,10436
209011198,6,18,44,51,34,39,7,3,0,203,9,13,60,61,41,36,7,6,0,244,247,576,1589,1816,1499,1026,256,35,3,7057
209011199,0,18,66,54,37,21,6,0,0,211,5,26,82,58,59,40,11,3,0,282,176,527,1826,1344,1089,762,146,19,3,5888
209011200,10,20,40,23,36,34,13,0,0,174,9,16,45,58,39,25,13,3,0,211,250,501,1295,1276,1369,988,281,31,0,5994
209011201,0,3,17,17,36,25,5,0,0,110,3,14,18,23,37,30,11,8,0,142,191,354,560,669,978,819,274,45,6,3897
209011202,3,13,60,73,54,43,14,4,0,277,19,23,53,66,65,47,30,0,0,310,328,592,1539,1993,1765,1429,393,33,8,8078
209011203,7,32,55,49,56,39,9,3,0,251,13,25,46,73,65,40,22,5,0,287,375,763,1734,2218,1974,1293,343,36,3,8747
209011204,8,16,39,45,36,25,3,3,0,171,3,24,24,41,43,26,6,0,3,171,185,345,1006,1148,898,653,154,15,3,4404
209021205,9,37,41,31,29,22,4,0,0,173,15,41,52,37,54,29,6,4,0,232,360,753,1149,900,1046,555,105,14,0,4879
209021207,12,39,128,99,86,42,16,0,0,425,27,58,189,146,127,74,18,3,0,644,344,1121,3738,2736,2012,1212,251,11,10,11445
209021208,14,32,93,83,73,46,8,3,0,354,14,60,149,135,105,72,26,7,0,569,338,936,2930,2558,2037,1166,223,25,8,10217
209021428,7,31,84,75,73,29,10,0,0,303,15,49,121,94,79,52,4,4,0,417,242,948,2948,2414,1777,979,157,11,3,9491
209021429,7,16,51,56,34,28,11,0,0,200,4,31,70,62,43,32,6,0,0,251,204,519,1526,1592,1312,685,117,12,3,5976
209031209,15,52,74,75,115,86,19,0,0,429,30,36,65,80,137,75,22,3,0,441,659,1077,1598,2575,3138,2404,576,38,5,12071
209031210,3,6,8,22,23,19,3,0,0,84,5,7,6,12,20,13,4,0,0,62,117,152,253,420,448,369,70,7,0,1840
209031211,13,10,16,14,12,12,4,0,0,84,0,6,14,26,38,20,3,0,0,107,101,122,275,409,518,354,55,4,3,1847
209031212,3,8,13,19,31,12,9,0,0,97,8,9,5,23,30,36,16,5,0,129,154,226,295,457,722,589,185,23,3,2657
209031213,7,21,27,30,65,44,10,0,0,200,3,18,37,34,54,44,21,6,0,212,309,504,752,982,1318,893,226,24,4,5004
209031214,4,16,15,25,32,16,3,3,0,116,9,9,14,26,46,23,13,0,0,145,207,309,392,735,951,652,197,22,0,3467
209031215,12,42,62,61,81,55,9,0,0,330,22,25,49,53,69,61,11,3,0,290,537,769,1225,1550,1874,1331,237,13,0,7534
209041216,3,19,26,26,23,19,0,0,0,115,6,18,59,30,33,22,5,0,0,177,177,425,886,717,710,398,60,5,0,3369
209041217,3,8,33,19,28,16,9,0,0,110,3,17,42,35,34,33,6,0,0,160,102,307,699,528,460,464,97,17,0,2681
209041219,12,39,97,95,70,37,17,0,0,359,20,52,172,141,119,78,14,3,0,603,356,848,2459,1981,1489,932,188,14,7,8266
209041220,10,40,63,77,76,54,7,0,0,329,20,51,101,81,139,76,19,0,0,478,486,1030,1836,1612,2286,1470,199,9,0,8925
209041221,5,27,69,42,32,39,4,0,0,227,5,26,52,62,73,43,15,0,0,275,242,621,1377,978,1246,1036,158,4,0,5669
209041223,8,41,95,76,70,32,7,0,0,318,19,64,167,130,129,77,16,4,0,604,257,796,2139,1513,1387,1006,188,15,0,7299
209041224,16,44,88,69,63,46,11,4,0,334,18,36,97,89,90,67,13,3,0,418,401,664,1843,1707,1748,1116,193,24,3,7706
209041225,3,17,32,40,45,22,6,0,0,177,15,19,42,26,59,36,20,0,0,222,209,337,651,788,921,621,158,21,7,3703
209041430,25,40,147,132,87,33,5,3,0,476,17,37,126,119,92,36,11,3,0,444,484,736,2914,3089,2004,968,191,9,0,10401
209041431,6,25,56,62,52,24,4,0,0,230,13,39,92,76,70,65,3,4,3,370,288,633,1440,1286,1248,846,98,16,3,5852
209041432,0,29,41,38,20,18,10,0,0,155,9,20,69,37,39,29,10,0,0,213,134,375,941,760,693,532,100,4,0,3543
209041433,3,10,47,54,22,12,0,0,0,154,11,29,95,79,49,22,3,0,0,284,159,399,1650,1581,779,344,50,0,0,4967
209041434,8,28,113,84,36,24,3,0,0,300,15,31,108,65,68,34,5,0,0,327,243,643,2761,2234,1235,643,105,12,3,7889
209041435,8,25,57,70,52,24,0,0,0,235,17,20,58,78,63,29,6,3,0,262,304,502,1421,1909,1297,544,67,6,0,6049
209041436,6,27,45,58,50,17,7,0,0,209,21,22,52,66,61,23,11,0,0,259,329,561,1245,1473,1349,693,103,6,0,5762
209041437,0,13,69,40,18,7,0,0,0,148,3,21,87,72,29,16,3,3,0,237,104,305,1836,1167,473,243,42,10,0,4180
210011226,0,7,34,23,32,26,5,0,0,132,4,13,38,34,45,29,3,0,0,173,100,291,1005,857,754,493,95,14,0,3608
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,4,14,29,38,32,52,13,3,0,174,0,14,36,30,39,28,11,3,0,168,187,383,633,857,938,707,215,22,3,3942
210011229,6,37,100,105,90,69,24,9,0,441,8,44,98,122,145,75,30,9,0,533,431,975,2368,2711,2621,1639,481,67,0,11297
210011230,0,12,29,27,17,18,5,0,0,109,12,4,26,29,45,27,9,4,0,147,183,306,715,843,908,492,100,10,0,3563
210011231,9,17,26,41,37,24,4,0,0,152,6,5,17,43,47,36,6,3,0,169,253,465,736,1084,1210,833,188,16,0,4784
210021232,7,17,35,47,54,39,12,0,0,212,16,16,30,61,60,39,14,4,0,241,359,485,977,1516,1604,992,238,15,3,6188
210021233,0,4,4,7,10,13,5,0,0,40,0,0,6,25,26,19,8,0,0,83,61,75,174,364,438,344,113,12,0,1583
210021234,5,6,15,18,22,20,5,0,0,95,3,13,15,18,15,6,5,0,3,79,109,172,298,428,597,374,113,3,3,2092
210021235,5,27,36,32,42,32,18,3,0,200,9,15,32,30,45,44,10,4,0,189,209,348,644,936,1143,857,249,26,11,4427
210031236,3,13,36,44,20,19,3,0,0,142,6,3,48,23,40,25,5,0,0,153,103,289,1001,992,710,361,77,8,4,3537
210031237,7,19,51,49,36,24,4,0,0,192,6,33,95,78,57,40,10,6,5,326,169,513,1399,1212,925,535,62,17,9,4842
210031239,7,39,122,77,85,44,11,0,0,384,9,48,145,117,75,59,12,0,0,471,343,1012,3523,2875,2217,1270,214,21,3,11483
210031438,11,30,112,84,69,51,7,0,0,362,20,65,174,130,81,44,17,6,0,531,293,980,3255,2131,1536,858,151,22,6,9226
210031439,0,3,13,13,16,7,0,0,0,59,0,0,13,11,12,5,4,0,0,44,62,87,303,438,342,160,33,3,0,1433
210031440,3,7,31,33,22,10,3,0,0,115,3,9,28,20,13,20,6,0,0,110,72,214,581,504,450,239,55,5,3,2136
210041240,18,33,33,46,70,46,7,0,0,254,11,25,42,55,53,31,16,0,0,237,378,628,1076,1316,1606,1084,195,11,0,6294
210041241,22,64,143,127,104,76,12,0,0,552,35,53,90,112,136,72,21,0,5,521,750,1359,2957,2795,2944,2006,392,27,16,13240
210051242,3,17,54,33,29,19,3,0,0,156,13,32,96,54,66,28,8,3,0,305,133,506,1272,739,665,453,71,12,0,3838
210051243,3,23,49,51,40,23,6,0,0,195,15,54,106,81,76,35,7,8,0,378,193,553,1212,871,830,436,98,14,3,4215
210051245,9,33,75,62,74,60,11,0,0,326,15,43,78,84,96,84,22,3,0,433,385,806,1743,1639,1764,1399,319,14,3,8073
210051246,8,38,73,61,90,58,15,0,0,352,15,56,88,63,110,62,17,0,0,416,483,965,1732,1544,2009,1233,250,17,3,8237
210051247,7,17,37,31,35,18,0,0,0,144,18,44,85,81,88,43,7,3,0,354,223,599,1065,865,981,511,52,7,0,4308
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11,13,15,21,3,3,0,0,58
210051249,11,29,72,76,53,26,5,0,0,276,32,66,109,109,131,42,7,0,0,481,450,922,1590,1776,1885,719,90,0,3,7428
210051250,3,12,32,18,24,14,0,0,0,102,4,27,46,43,46,28,11,3,0,203,82,277,896,642,552,422,111,5,0,2982
210051441,3,15,34,38,23,21,4,0,0,136,9,23,63,48,56,34,3,0,0,231,174,396,882,764,796,498,89,3,0,3596
210051442,5,13,53,66,30,20,0,0,0,193,8,31,72,79,52,22,3,0,0,268,230,470,1311,1628,964,409,50,0,0,5051
210051443,10,26,85,41,67,35,3,0,0,266,21,55,112,82,97,38,6,0,0,412,376,783,2023,1670,1513,784,90,4,0,7244
210051444,3,22,82,51,23,5,4,0,0,186,12,43,133,89,35,23,3,0,0,333,173,528,2498,1736,715,278,32,0,0,5961
210051445,4,9,35,9,14,5,3,0,0,82,5,10,30,18,16,9,7,3,0,100,74,190,578,360,342,150,30,12,0,1730
211011251,6,26,68,51,44,27,12,0,0,233,9,19,89,58,70,47,9,4,0,314,212,502,1605,1264,1182,773,205,20,3,5760
211011254,10,29,65,61,72,45,9,0,0,291,14,31,76,85,106,52,9,3,0,376,341,681,1588,1720,1658,1096,258,21,0,7366
211011255,11,19,21,30,47,37,3,0,0,170,8,9,26,33,58,38,3,0,0,178,285,457,435,703,1113,633,73,6,0,3702
211011256,21,47,71,61,90,67,13,0,0,379,11,31,67,95,90,85,20,3,0,401,453,888,1636,1559,1891,1461,214,16,4,8123
211011257,6,16,18,47,47,27,0,0,0,176,9,16,19,31,66,35,5,3,0,191,291,416,618,973,1166,612,106,4,0,4191
211011258,3,27,32,50,65,40,6,0,0,214,7,27,44,51,83,46,14,7,0,270,369,592,905,1147,1502,947,202,14,3,5683
211011259,8,18,59,55,60,51,12,0,0,256,11,35,64,52,63,68,18,0,4,317,281,598,1366,1412,1368,1343,317,21,7,6705
211011260,13,45,55,69,86,67,11,0,0,344,14,39,72,85,81,85,24,6,0,406,448,908,1662,1502,1943,1748,374,19,5,8617
211011446,8,41,137,105,66,71,19,3,0,457,5,50,129,127,142,91,29,9,4,580,418,964,2709,2393,2067,1676,416,41,5,10694
211011447,6,28,68,62,63,36,18,3,0,293,11,25,77,66,93,60,13,0,0,354,287,550,1569,1487,1488,1040,238,20,5,6691
211011448,11,29,57,74,71,47,18,0,0,309,12,40,70,85,90,56,9,0,0,370,441,691,1546,1666,1701,1273,251,22,3,7590
211011449,0,4,17,28,29,18,0,0,0,95,10,9,24,31,27,23,10,0,0,120,118,171,439,518,525,392,80,0,0,2245
211021261,9,23,40,52,82,63,23,3,0,291,13,29,57,69,87,74,27,8,4,366,434,730,1089,1490,2027,1385,427,61,9,7642
211021262,10,19,19,30,56,34,13,3,0,192,8,20,26,42,75,49,23,4,0,244,369,531,575,874,1510,1035,280,53,4,5225
211031263,9,31,69,45,61,36,5,0,0,256,14,21,64,59,85,47,15,0,0,316,342,585,1415,1301,1383,940,174,11,0,6139
211031265,20,41,68,73,110,72,20,0,0,400,17,32,69,76,120,56,25,5,0,396,702,1040,1575,1844,2626,1674,340,26,5,9840
211031266,7,38,72,79,67,47,9,4,0,324,13,26,101,87,63,45,15,3,0,358,322,689,2249,2028,1552,1044,243,25,3,8159
211031267,17,44,72,104,80,54,19,3,0,387,18,38,80,88,103,57,21,4,0,397,478,840,2088,2426,2241,1440,364,57,0,9948
211031268,3,12,22,36,54,43,9,3,0,186,5,11,36,38,52,39,15,4,0,202,267,421,765,1066,1144,906,232,21,0,4821
211031450,4,35,94,76,62,44,15,0,0,325,10,43,83,60,57,49,26,6,3,338,251,622,2038,1723,1329,1045,267,22,8,7306
211031451,9,26,45,49,58,50,20,3,0,254,10,30,64,65,53,47,19,3,0,289,331,599,1344,1368,1312,927,261,28,8,6179
211031452,0,10,35,20,14,17,8,0,0,104,0,5,18,26,20,14,7,0,0,95,105,170,553,566,508,322,96,0,0,2323
211041269,6,24,40,36,61,25,14,0,0,205,5,12,46,51,50,33,14,0,0,209,197,396,1068,1199,1033,656,200,32,0,4772
211041270,5,25,68,69,50,52,11,0,0,285,3,24,99,75,60,27,12,5,0,317,332,639,2005,2061,1754,1086,294,28,0,8196
211041271,3,21,61,50,51,27,8,0,0,224,4,20,59,47,64,23,12,8,0,240,233,435,1436,1432,1194,687,158,21,6,5602
211041272,3,17,25,52,57,28,5,0,0,191,4,12,33,62,47,20,15,4,0,187,233,361,914,1339,1112,714,198,25,0,4894
211041273,4,16,23,33,58,33,14,0,0,189,10,20,31,49,57,47,24,7,0,245,308,537,800,1040,1262,969,350,27,3,5289
211051274,10,21,53,54,69,31,4,0,3,243,12,26,38,61,63,45,9,4,0,256,270,430,820,1185,1311,980,216,18,7,5241
211051275,10,26,50,46,42,39,15,3,0,230,9,13,33,42,61,37,17,0,0,217,296,503,1059,982,1134,809,240,18,3,5040
211051276,23,37,71,50,74,58,14,0,0,314,18,42,55,59,102,64,25,6,0,367,340,508,1057,1318,1517,1194,337,59,5,6333
211051277,5,18,52,47,45,32,7,0,0,211,8,32,55,43,39,43,11,0,0,229,170,438,1106,871,843,686,158,16,3,4292
211051278,24,51,88,109,102,87,21,0,0,476,22,47,88,87,117,74,25,8,0,465,579,924,1826,1928,2204,1480,341,43,3,9332
211051279,10,9,22,29,26,28,5,0,0,123,18,15,12,19,34,28,6,3,0,139,211,208,404,603,705,510,137,15,0,2785
211051280,4,14,30,28,37,28,10,0,0,154,6,5,38,36,30,26,5,0,0,158,186,316,657,716,762,577,157,10,0,3383
211051281,17,59,137,82,116,70,17,4,0,508,20,71,135,124,109,85,18,3,0,573,632,1156,2649,2348,2301,1682,395,31,0,11182
211051282,0,17,15,28,41,36,12,0,0,145,7,14,43,52,51,51,20,8,0,258,227,329,638,1083,1192,1106,335,33,3,4940
211051283,9,18,58,49,51,43,6,0,0,228,11,19,47,40,74,41,12,0,0,254,364,458,994,1047,1193,804,154,11,0,5023
211051284,10,17,31,46,59,30,3,0,0,196,14,23,37,39,61,45,5,3,0,225,271,448,849,1192,1298,973,173,14,0,5217
211051285,8,13,49,46,63,26,11,3,0,218,14,13,42,40,57,45,11,0,0,230,255,376,691,817,953,693,190,32,0,4010
211051286,25,41,79,87,83,52,16,0,0,388,27,47,60,104,129,79,28,4,3,476,345,618,1256,1469,1803,1366,337,39,14,7249
212011287,13,25,84,61,61,37,17,0,0,296,17,31,78,71,103,60,8,4,4,378,450,736,1629,1598,1621,822,175,9,4,7053
212011288,19,17,36,41,53,33,7,0,0,213,17,27,31,35,60,52,17,3,3,247,270,373,607,771,1141,769,208,41,8,4191
212011289,24,34,60,81,104,77,24,0,0,400,24,27,62,108,106,86,26,3,3,447,546,747,1331,2040,2328,1692,374,42,9,9111
212011290,12,11,42,29,39,27,7,0,0,165,19,9,34,43,51,29,16,3,4,214,219,307,678,697,787,592,199,42,10,3541
212011291,12,28,140,69,57,32,6,0,0,350,19,60,117,100,90,54,14,4,0,451,362,1005,2779,1911,1484,854,178,19,6,8590
212011292,23,58,167,108,92,55,11,7,0,519,40,67,168,162,125,76,12,0,0,646,667,1158,3459,3235,2477,1278,243,18,6,12545
212021293,13,53,86,80,104,63,17,3,0,419,30,45,67,97,159,87,24,5,3,523,715,1108,1786,2325,2818,1847,384,37,6,11022
212021294,28,49,115,137,136,51,12,0,0,528,21,53,124,172,142,71,15,0,0,591,738,1115,2377,3734,3035,1380,231,17,6,12630
212021295,0,23,48,35,27,18,7,0,0,166,9,45,132,84,73,33,9,3,0,389,127,434,1144,912,652,435,89,20,0,3819
212021297,0,15,48,38,45,17,7,0,0,172,10,37,82,60,61,47,7,3,0,307,188,445,1129,933,923,703,122,8,0,4455
212021299,11,13,30,31,64,50,19,0,0,212,24,22,15,34,56,44,12,3,0,203,291,485,512,658,1027,753,177,15,3,3919
212021453,3,27,43,51,58,37,3,0,0,226,6,32,71,59,79,64,7,3,0,322,232,549,1165,1082,1216,971,161,13,0,5384
212021454,11,26,57,44,59,41,7,0,0,243,14,34,91,66,67,72,29,3,0,370,241,670,1301,1216,1250,1221,226,14,0,6136
212021455,8,30,48,55,100,42,3,0,0,289,16,38,72,73,109,59,15,0,0,377,407,741,1300,1385,1781,900,125,10,0,6648
212021456,10,34,88,69,52,47,7,0,0,306,11,45,105,73,99,58,18,0,0,408,287,670,1693,1320,1311,913,158,6,3,6365
212031300,18,49,96,82,85,57,15,0,0,390,28,67,126,128,143,89,17,3,0,597,407,928,2053,1945,1799,1258,238,22,9,8643
212031301,7,53,159,124,60,33,8,0,0,451,29,70,219,171,118,42,14,0,3,654,433,935,4248,3610,1794,730,138,15,6,11913
212031302,16,46,118,79,71,31,9,0,0,368,28,53,142,126,112,69,16,0,0,537,486,902,2579,2464,1825,929,133,11,4,9343
212031303,21,29,43,42,43,41,6,0,0,224,7,24,35,40,46,33,21,4,0,199,263,442,921,976,988,745,160,18,0,4509
212031304,9,37,113,74,47,13,7,0,0,303,13,44,164,120,73,41,5,0,0,471,270,692,2559,1875,1186,579,88,6,5,7257
212031305,18,55,102,83,78,49,4,0,0,397,25,105,213,194,177,111,22,4,0,845,500,1237,2493,2406,2306,1460,187,10,0,10605
212031306,4,18,70,71,49,25,0,0,0,235,12,35,110,123,85,40,5,0,0,416,249,562,1891,2341,1392,634,83,5,0,7151
212031308,15,11,40,29,41,33,7,3,0,167,8,12,35,55,54,36,11,0,0,213,226,331,651,826,975,724,142,21,7,3906
212031457,15,39,37,53,88,31,6,0,0,270,12,37,47,74,95,47,13,3,0,328,561,731,889,1612,1796,879,128,14,0,6605
212031458,7,32,73,94,63,37,16,0,0,315,26,59,81,132,114,61,10,0,0,484,431,761,1511,2074,1789,875,151,16,3,7608
212041309,3,18,45,53,40,34,5,0,0,203,10,22,70,75,65,54,20,3,0,310,234,526,1170,1109,1170,872,220,19,3,5321
212041310,9,26,94,48,35,23,5,3,0,241,9,42,127,66,59,46,6,0,0,356,156,610,1913,1197,868,526,127,8,4,5407
212041311,5,34,131,104,52,43,6,0,0,377,28,136,353,251,174,88,20,3,0,1057,339,1279,3691,2596,1629,990,202,18,6,10741
212041312,6,47,105,77,71,52,11,0,0,372,12,66,177,151,127,97,21,4,0,656,328,869,2297,1959,1782,1334,289,17,0,8881
212041313,5,21,39,38,62,41,8,5,0,226,5,13,42,44,54,41,15,4,0,221,289,476,767,1122,1238,971,244,35,0,5136
212041314,15,51,121,130,108,70,19,0,0,509,21,83,189,198,191,113,29,7,0,830,431,1139,2953,2877,2476,1615,331,15,4,11846
212041316,5,10,25,26,34,19,6,0,0,134,3,13,60,50,49,36,6,0,0,222,100,268,761,699,641,451,136,9,0,3063
212041317,11,65,136,119,69,43,3,0,0,451,13,92,227,154,151,106,22,3,0,767,284,1090,2534,1644,1451,912,166,19,4,8099
212041318,9,24,70,52,59,34,18,0,0,267,4,57,132,102,114,63,11,0,0,496,184,578,1379,1039,1083,691,154,7,0,5123
212041459,4,32,119,50,28,18,7,0,0,257,10,42,133,100,71,41,7,0,0,417,126,570,1985,1150,817,577,120,6,7,5350
212041460,7,35,104,98,52,33,12,0,0,345,11,85,184,134,127,69,19,3,0,647,266,846,2187,1527,1286,874,200,24,0,7204
212051319,10,28,56,55,53,34,16,0,0,252,8,47,129,97,77,50,5,0,0,419,306,810,2468,2010,1653,971,253,24,9,8500
212051320,7,39,102,44,30,14,4,0,0,244,12,69,155,68,50,29,3,0,0,384,359,1333,3156,1469,910,550,115,15,0,7896
212051321,5,17,38,53,71,37,21,0,0,249,14,41,125,104,101,62,30,9,0,487,383,843,1567,1997,2195,1462,424,52,7,8935
212051322,3,25,51,50,71,43,8,3,0,260,17,36,105,95,109,44,9,9,0,432,318,828,1789,1845,2022,1228,268,57,14,8372
212051323,6,24,34,38,61,50,11,0,0,216,5,25,59,59,103,48,15,4,0,326,292,684,1292,1350,1821,1119,294,42,10,6894
212051324,7,23,56,70,77,39,15,0,0,284,16,44,99,81,91,56,18,15,5,419,336,763,1773,1882,1998,1179,307,52,13,8308
212051325,10,23,65,71,92,53,19,3,0,330,13,37,120,106,98,69,25,10,0,475,282,744,2163,2160,1828,1257,332,33,3,8813
212051326,10,35,80,83,90,38,15,3,0,347,9,42,129,113,99,40,22,4,3,462,401,985,2703,2410,2160,1140,243,25,9,10070
212051327,3,28,53,43,85,58,27,0,0,301,7,33,82,83,96,83,24,12,0,430,361,807,1400,1777,2159,1623,563,80,9,8778
213011328,0,14,51,26,17,7,3,0,0,125,3,27,82,40,39,24,6,0,0,225,105,327,1152,767,482,310,64,9,0,3219
213011329,5,18,34,54,50,24,0,0,0,182,12,26,59,70,61,40,0,0,0,267,202,438,922,1189,997,562,62,0,0,4375
213011330,9,34,130,86,65,49,12,0,0,384,24,92,243,198,132,76,17,3,0,781,370,964,3357,3039,1859,1102,173,14,5,10888
213011331,3,22,34,31,30,18,0,0,0,136,13,33,46,53,74,30,3,0,0,260,173,471,810,662,889,514,62,0,0,3587
213011332,3,26,58,37,65,40,3,0,0,233,10,36,77,68,70,53,7,0,0,329,246,664,1328,1135,1198,1089,176,14,0,5851
213011333,9,30,71,39,45,35,5,0,0,232,9,33,99,93,86,66,11,0,0,400,164,532,1251,1053,953,812,164,12,6,4945
213011334,13,52,109,75,72,39,12,0,0,362,16,99,192,135,113,85,15,6,0,668,240,902,2229,1384,1226,805,156,12,0,6961
213011335,9,31,90,70,60,27,10,0,0,287,21,83,163,121,129,79,12,0,0,601,221,859,1755,1220,1154,749,123,0,0,6093
213011336,0,28,55,37,28,14,0,0,0,166,0,27,96,85,32,35,9,0,0,286,116,434,1355,1002,686,446,77,3,0,4120
213011337,3,29,56,48,45,34,9,0,0,223,9,54,117,88,87,59,7,0,0,423,182,547,1199,943,868,568,92,3,0,4412
213011338,5,43,75,61,53,36,8,3,0,276,8,68,172,140,125,69,13,7,0,593,242,774,2014,1602,1368,798,150,18,3,6963
213011339,6,27,59,33,57,19,5,0,0,208,9,35,80,72,74,31,6,3,0,314,274,603,1351,1371,1268,634,96,11,0,5606
213011340,10,41,45,53,101,51,14,0,0,329,13,45,77,93,123,94,21,4,0,468,536,1120,1442,1480,2521,1737,246,8,0,9089
213021341,4,8,38,53,48,33,8,0,0,188,4,28,59,58,66,45,15,3,0,282,203,413,1315,1570,1391,910,199,22,0,6025
213021342,14,40,93,93,78,42,11,0,0,366,12,44,115,78,87,74,11,0,0,432,336,834,2294,1887,1973,1353,201,19,6,8906
213021343,5,23,80,52,39,28,3,0,0,225,9,38,110,68,62,42,15,0,0,337,193,473,1731,1427,1030,599,126,17,4,5601
213021344,4,34,60,67,41,58,12,0,0,276,12,33,81,94,83,43,16,0,0,361,272,626,2154,2844,2097,1199,176,10,0,9381
213021345,8,10,16,19,21,18,0,0,0,96,10,15,25,27,34,29,3,0,0,130,113,215,494,612,614,333,35,3,0,2416
213021346,8,15,33,42,56,45,22,4,0,218,6,26,40,61,96,40,18,0,0,290,364,585,1068,1586,2199,1395,328,29,3,7559
213031347,4,40,112,65,46,20,4,0,0,292,13,66,168,111,93,61,14,0,0,530,204,980,2823,1767,1205,723,87,10,3,7802
213031348,4,30,112,50,37,28,3,0,0,266,11,54,156,71,60,36,3,0,0,391,192,985,3492,1859,985,604,113,11,0,8246
213031349,3,31,75,45,52,29,6,0,0,239,9,39,92,52,57,31,15,0,0,300,195,744,2181,1477,1200,730,130,13,3,6665
213031350,3,7,38,37,24,17,0,0,0,131,8,11,57,60,32,14,7,0,0,183,92,357,1552,1542,983,419,61,3,3,5019
213031351,3,15,64,58,35,20,0,0,0,203,3,24,124,58,59,32,5,0,0,311,133,539,2009,1571,983,523,80,10,3,5861
213031352,7,19,66,68,51,30,3,0,0,245,6,28,52,82,54,22,7,0,0,261,211,550,2169,2441,1702,834,148,8,0,8059
213041353,18,57,94,61,79,43,17,0,0,365,25,49,81,83,95,58,27,4,0,417,573,858,1899,2107,2140,1412,290,19,3,9307
213041355,5,45,104,86,79,32,3,0,0,365,32,48,119,97,90,33,11,0,0,423,592,939,2613,2721,2194,1027,143,8,0,10243
213041356,18,32,83,65,56,50,15,0,0,319,21,57,102,100,97,67,13,3,0,456,433,774,1735,1623,1599,1194,243,15,3,7612
213041357,25,45,100,85,53,40,6,0,0,363,27,65,135,118,108,54,11,0,0,529,464,898,2671,2412,1736,1228,204,5,0,9624
213041358,18,39,86,70,43,42,10,0,0,302,24,42,72,91,77,55,7,0,0,364,439,792,2025,1827,1413,984,151,18,0,7637
213041359,0,3,4,10,6,8,0,0,0,25,3,7,13,15,13,4,5,0,0,57,53,85,133,155,171,107,22,0,0,721
213041360,3,20,79,113,67,20,7,0,0,305,16,40,98,153,89,36,10,0,0,441,437,638,1995,3244,1719,662,87,7,0,8777
213041461,3,10,16,20,16,6,3,0,0,75,3,15,18,38,24,16,0,0,3,122,81,209,412,516,496,289,37,5,3,2035
213041462,0,11,37,31,16,0,3,0,0,97,0,12,52,50,19,10,8,0,0,151,131,219,705,978,478,198,28,0,0,2739
213041463,3,29,63,89,75,21,3,0,0,291,8,46,88,138,86,49,0,0,0,415,450,741,1969,3051,2118,924,136,10,0,9400
213051361,26,43,87,78,76,61,12,0,0,368,17,56,120,108,96,73,14,0,0,488,562,1016,1961,1749,2287,1469,196,7,0,9253
213051362,16,32,53,62,51,57,16,0,0,285,18,58,119,95,83,62,12,4,0,455,381,898,1912,1687,1729,1383,311,12,3,8315
213051363,6,16,54,24,11,7,0,0,0,123,10,32,115,47,36,14,5,3,0,260,105,428,1632,1037,586,313,50,4,0,4163
213051365,10,38,155,147,68,19,0,0,0,439,21,84,279,246,119,57,10,4,0,822,570,1184,5354,4911,2422,968,128,5,0,15548
213051366,6,18,125,85,19,18,3,0,0,274,9,73,249,169,73,25,3,0,0,603,199,686,4365,3131,1219,479,71,12,0,10155
213051368,0,16,56,28,41,34,6,0,0,182,6,20,80,47,62,31,15,3,0,267,248,475,1115,1054,1163,882,212,20,4,5172
213051369,15,31,102,80,56,36,10,0,0,335,17,44,131,124,76,44,10,0,0,442,443,878,3213,2896,1841,935,175,14,0,10398
213051464,3,15,53,46,35,21,4,0,0,172,5,19,74,78,53,25,10,0,0,262,226,466,1502,1807,1275,520,86,4,0,5889
213051465,10,22,75,111,79,22,3,0,0,325,19,43,133,166,94,44,11,0,0,517,450,729,2576,3787,2451,824,115,5,3,10943
213051466,4,15,60,73,46,11,0,0,0,215,3,17,105,105,38,16,3,0,0,292,210,383,2280,2637,1012,321,44,0,0,6880
213051467,12,43,60,59,57,32,5,0,0,276,13,50,110,97,85,67,15,0,0,446,338,857,1903,1767,1729,1167,177,13,0,7956
213051468,12,29,55,38,44,26,13,0,0,221,16,26,46,57,60,49,13,0,0,262,272,613,1368,1121,1312,967,155,6,3,5816
214011370,16,57,123,76,96,46,11,0,0,427,15,41,132,125,146,117,21,3,0,616,530,967,2368,2280,2195,1381,247,4,0,9975
