POA_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
POA3371,0,0,0,0,0,0,0,3,3,7,9,3,12,0,0,4,19,19,3,40
POA3373,0,0,0,0,0,0,0,3,3,17,24,0,38,3,0,3,48,35,3,79
POA3374,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,10,0,12
POA3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
POA3377,0,3,0,0,0,3,5,3,11,103,87,12,207,7,9,20,222,148,3,381
POA3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3379,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,11,11,0,24
POA3380,0,3,0,0,0,3,5,0,5,46,62,13,121,5,0,5,126,114,0,244
POA3381,0,0,0,0,0,0,0,0,0,6,5,0,13,0,0,0,13,8,0,23
POA3384,0,0,0,0,0,0,0,0,3,6,0,0,6,0,0,0,6,9,0,15
POA3385,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,9,0,12
POA3387,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,7
POA3388,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,15,0,20
POA3390,0,0,0,0,0,3,0,0,6,9,7,0,12,0,0,3,17,18,4,40
POA3391,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,0,9
POA3392,0,0,0,0,0,0,3,0,3,3,7,0,6,0,0,0,6,13,0,26
POA3393,0,0,0,0,0,0,0,0,0,9,33,3,48,6,0,6,56,50,3,104
POA3395,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,7
POA3396,0,0,0,0,0,0,3,0,3,7,3,0,12,0,0,0,12,12,0,20
POA3400,0,6,0,0,0,6,8,5,15,159,172,13,341,17,23,40,383,288,7,676
POA3401,0,0,0,0,0,0,0,0,0,31,26,0,57,3,3,10,64,32,3,103
POA3407,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,6,0,10
POA3409,0,0,0,0,0,0,0,0,0,11,8,0,18,0,0,0,18,11,0,29
POA3412,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,9,5,0,15
POA3413,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
POA3414,0,0,0,0,0,0,0,0,3,18,8,0,30,4,0,8,32,36,0,68
POA3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3418,0,0,0,0,0,0,0,0,0,12,17,0,27,0,0,0,31,37,0,71
POA3419,0,0,0,0,0,0,0,0,0,6,7,0,16,0,0,0,19,6,0,27
POA3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3423,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,12,0,19
POA3424,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,7,14,0,25
POA3427,0,0,0,0,0,0,0,0,0,33,37,3,77,7,3,9,86,48,0,132
POA3428,0,0,0,0,0,0,0,0,0,12,5,0,20,0,0,0,18,10,0,30
POA3429,3,13,3,0,3,17,9,4,28,589,438,53,1081,38,39,82,1157,550,14,1724
POA3430,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,10,0,14
POA3431,0,0,0,0,0,0,3,0,3,41,31,3,73,5,0,3,83,30,0,112
POA3432,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
POA3433,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
POA3434,0,0,0,0,0,0,0,0,3,46,46,3,96,7,4,5,105,53,0,164
POA3435,0,0,0,0,0,0,0,0,0,24,31,0,49,5,3,9,58,38,0,97
POA3437,0,4,0,0,0,4,3,3,5,100,102,11,210,5,0,12,224,85,3,304
POA3438,0,0,0,0,0,0,0,0,0,25,28,3,51,3,0,3,53,18,0,74
POA3440,0,0,0,0,0,0,0,3,3,17,15,3,36,0,0,0,36,15,3,50
POA3441,0,0,0,0,0,0,0,0,0,9,3,0,17,0,0,0,14,6,0,27
POA3442,0,0,0,0,0,0,0,0,4,79,79,6,170,5,3,11,182,76,0,257
POA3444,0,5,0,0,0,3,0,3,7,88,97,8,199,3,4,10,209,127,3,338
POA3446,0,0,0,0,0,0,0,0,0,13,12,0,26,0,0,4,25,16,0,39
POA3447,0,0,0,0,0,0,0,0,0,6,7,0,10,0,0,0,9,9,0,23
POA3448,0,0,0,0,0,0,0,0,0,9,9,0,12,0,0,0,17,5,0,18
POA3450,0,0,0,0,0,0,5,0,3,78,107,3,191,10,8,15,202,128,6,342
POA3451,0,0,0,0,0,0,0,0,0,47,59,5,112,8,14,21,127,81,0,208
POA3453,0,0,0,0,0,0,0,0,3,19,14,0,28,0,0,0,31,35,0,61
POA3458,0,0,0,0,0,0,0,0,0,16,20,0,37,0,0,0,38,14,0,56
POA3460,0,0,0,0,0,0,0,3,3,22,36,3,62,3,3,4,67,51,3,124
POA3461,0,0,0,0,0,0,3,0,3,28,48,4,81,0,12,8,89,62,0,156
POA3462,0,0,0,0,0,0,0,0,0,5,11,0,16,0,0,4,19,15,0,42
POA3463,0,0,0,0,0,0,0,0,3,12,25,0,42,0,0,3,44,41,3,87
POA3464,0,0,0,0,0,0,0,0,0,3,8,0,13,0,0,0,17,29,0,44
POA3465,0,3,0,0,0,3,16,4,18,78,104,10,191,20,18,36,221,290,11,522
POA3467,0,0,0,0,0,0,0,0,0,9,15,0,16,3,0,6,20,19,0,40
POA3468,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,6,0,8
POA3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
POA3472,0,0,0,0,0,0,0,3,3,10,6,4,20,0,9,9,27,41,3,73
POA3475,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,13
POA3477,0,0,0,0,0,0,0,0,0,5,5,0,6,0,0,0,6,11,0,18
POA3478,0,0,0,0,0,0,0,0,3,16,26,3,48,0,0,0,52,47,0,98
POA3480,0,0,0,0,0,0,0,3,0,4,12,3,22,0,0,0,22,22,3,46
POA3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
POA3483,0,0,0,0,0,0,0,0,0,5,6,0,15,0,0,0,15,10,0,23
POA3485,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,3,0,3
POA3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3490,0,0,0,0,0,0,0,0,0,3,6,0,12,0,3,3,19,13,0,28
POA3491,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,8
POA3494,0,0,0,0,0,0,0,0,0,8,0,0,11,0,0,0,12,3,0,18
POA3496,0,0,0,0,0,0,3,3,10,50,51,4,110,7,5,13,129,139,8,271
POA3498,0,0,0,0,0,0,0,4,4,54,42,11,101,5,4,4,101,62,4,167
POA3500,0,8,0,0,4,14,40,14,67,407,381,32,816,59,57,112,930,746,27,1707
POA3501,0,0,0,0,0,0,0,0,4,13,10,0,30,0,0,0,25,16,0,49
POA3505,0,5,0,0,0,5,5,0,7,55,32,3,93,11,4,10,109,84,4,198
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3507,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,6,0,7
POA3509,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,4
POA3512,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
POA3515,0,0,0,0,0,0,0,0,3,11,13,4,35,3,3,7,38,16,0,58
POA3516,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,8,11,0,21
POA3517,0,0,0,0,0,0,5,0,5,7,10,0,16,0,0,3,19,25,0,42
POA3518,0,0,0,0,0,0,0,0,0,6,4,0,10,0,0,0,15,40,0,57
POA3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
POA3521,0,0,0,0,0,0,0,0,0,7,3,0,11,3,0,4,15,11,0,24
POA3522,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,5,0,15
POA3523,0,0,0,0,0,0,4,0,4,18,25,0,45,8,4,11,59,91,0,147
POA3525,0,0,0,0,0,0,3,0,3,6,11,0,20,4,0,3,26,15,0,36
POA3527,0,0,0,0,0,0,0,0,3,3,6,0,14,0,0,0,14,13,0,32
POA3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11
POA3533,0,0,0,0,0,0,0,0,0,3,9,0,14,3,0,4,16,18,0,30
POA3537,0,0,0,0,0,0,0,0,3,4,4,0,9,0,0,0,8,15,0,26
POA3540,0,0,0,0,0,0,0,0,3,3,3,0,6,0,0,0,8,3,0,11
POA3542,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
POA3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
POA3546,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,4,8,0,8
POA3549,0,0,0,0,0,0,4,0,5,31,17,3,51,3,3,5,61,65,3,128
POA3550,0,11,0,0,0,11,20,8,42,503,559,68,1129,53,70,126,1256,847,23,2124
POA3551,3,7,0,0,0,7,4,0,12,292,297,39,627,16,25,47,675,297,0,971
POA3555,0,3,0,0,3,4,11,4,25,260,240,30,532,31,23,54,583,429,7,1025
POA3556,4,5,0,0,0,5,12,3,23,152,186,22,359,25,28,45,407,378,7,793
POA3557,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,3,11,11,0,26
POA3558,0,0,0,0,0,0,0,0,0,11,15,0,23,0,0,0,23,19,3,39
POA3559,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,9,6,0,20
POA3561,0,0,0,0,0,3,0,0,8,31,41,6,70,3,3,7,83,78,3,158
POA3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10
POA3563,0,0,0,0,0,0,0,0,0,12,14,0,23,0,0,3,23,8,0,36
POA3564,0,3,0,0,0,3,15,8,21,166,178,12,354,16,19,40,388,244,13,642
POA3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3566,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,10,0,12
POA3567,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,10,7,0,15
POA3568,0,0,0,0,0,0,0,3,3,15,23,3,37,0,0,4,39,41,3,83
POA3570,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,10,15,0,28
POA3571,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,4,0,9
POA3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3573,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,3,6,0,12
POA3575,0,0,0,0,0,0,0,0,0,3,8,0,15,4,0,4,20,17,0,38
POA3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
POA3579,0,0,0,0,0,0,3,0,4,50,34,3,81,4,0,7,93,81,0,172
POA3580,0,0,0,0,0,0,0,0,0,7,9,0,11,0,0,3,15,19,0,35
POA3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3583,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,9
POA3584,0,0,0,0,0,0,0,0,0,4,7,0,9,0,4,3,11,20,0,31
POA3585,0,0,0,3,3,3,7,8,14,117,120,7,251,10,15,21,272,182,6,461
POA3586,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,0,13
POA3588,0,0,0,0,0,0,0,0,0,4,5,0,9,0,0,0,9,6,0,13
POA3589,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,5
POA3590,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,7
POA3591,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
POA3594,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,4,4,0,16
POA3595,0,0,0,0,0,0,0,0,3,4,6,0,10,0,0,0,10,16,3,26
POA3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
POA3599,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4
POA3607,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
POA3608,0,0,0,0,0,0,0,0,0,31,15,0,44,0,0,3,45,39,0,88
POA3610,0,0,0,0,0,0,0,3,4,14,9,0,24,0,0,0,28,19,6,48
POA3612,0,0,0,0,0,0,0,0,0,17,13,3,31,3,0,6,34,35,0,69
POA3614,0,0,0,0,0,0,0,0,0,5,4,5,18,0,0,0,18,0,0,19
POA3616,0,0,0,0,0,0,4,0,4,38,43,7,85,8,3,9,94,80,4,180
POA3617,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,8
POA3618,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,11,11,0,19
POA3620,0,3,0,0,0,3,0,0,5,91,85,5,185,9,10,18,204,122,0,333
POA3621,0,0,0,0,0,0,0,0,0,15,19,3,41,0,9,8,43,31,0,82
POA3622,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,8,0,9
POA3623,0,0,0,0,0,0,0,0,0,12,9,0,21,3,0,3,29,25,0,54
POA3624,0,0,0,0,0,0,0,0,0,6,4,0,8,0,0,0,13,17,0,28
POA3629,3,5,0,0,3,6,8,4,19,108,121,20,254,14,16,27,283,225,8,511
POA3630,6,8,0,0,0,15,20,16,49,391,371,46,807,42,66,109,913,679,22,1618
POA3631,0,8,0,0,0,8,4,0,12,109,80,17,204,4,6,10,212,94,3,306
POA3633,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,3,0,7
POA3634,0,3,0,0,0,3,0,0,3,18,15,0,38,0,0,0,41,19,0,54
POA3635,0,0,0,0,0,0,0,0,0,12,3,0,13,0,0,3,20,9,0,29
POA3636,0,0,0,0,0,0,7,3,11,42,66,9,112,8,12,19,129,109,5,247
POA3637,0,0,0,0,0,0,0,0,0,6,3,0,8,0,0,0,8,9,0,15
POA3638,0,0,0,0,0,0,0,0,3,18,30,0,48,0,0,3,48,29,3,81
POA3639,0,0,0,0,0,0,0,0,0,3,10,0,6,0,0,0,10,14,0,26
POA3640,0,0,0,0,0,0,0,0,0,8,6,0,14,0,0,0,14,19,0,33
POA3641,0,0,0,0,0,0,0,0,0,9,9,0,19,3,0,4,22,16,4,44
POA3644,3,5,0,0,0,5,3,3,9,94,72,23,189,8,6,15,205,141,6,356
POA3646,0,0,0,0,0,0,3,0,5,3,3,0,8,3,0,3,12,13,0,23
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3649,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,3,9,10,0,19
POA3658,0,3,0,0,0,3,10,3,17,82,67,15,159,10,5,12,170,137,3,316
POA3659,0,0,0,0,0,0,0,0,0,9,8,0,11,0,0,3,14,15,0,30
POA3660,0,3,0,0,0,3,3,6,10,96,98,10,205,19,11,28,229,181,8,419
POA3662,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,8,0,0,8
POA3663,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
POA3664,0,0,0,0,0,0,0,0,0,5,10,0,16,3,0,6,17,13,0,33
POA3665,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,6,9,0,11
POA3666,0,3,0,0,0,3,4,0,7,42,46,9,98,5,3,7,109,87,3,198
POA3669,0,0,0,0,0,3,0,3,6,15,15,3,28,0,0,3,30,15,3,46
POA3670,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,9,9,0,17
POA3672,0,0,0,0,0,4,13,3,22,111,135,12,254,13,9,26,280,231,3,519
POA3673,0,0,0,0,0,0,0,0,0,10,8,3,14,0,0,0,19,21,0,40
POA3675,0,0,0,0,0,0,0,0,0,16,12,0,28,0,5,5,36,18,0,54
POA3677,0,5,0,0,0,5,17,16,39,188,240,22,448,29,26,60,506,370,17,898
POA3678,0,0,0,0,0,0,3,0,3,34,36,3,79,0,5,6,81,46,0,135
POA3682,0,0,0,0,0,0,0,0,0,3,4,0,11,0,0,0,8,11,0,18
POA3683,0,0,0,0,0,0,3,0,4,16,16,4,33,0,0,3,35,19,0,58
POA3685,0,0,0,0,0,0,0,0,3,38,32,6,78,3,4,8,80,45,0,128
POA3687,0,0,0,0,0,0,0,0,0,15,17,0,31,0,0,0,30,9,0,41
POA3688,0,0,0,0,0,0,0,0,0,8,15,0,29,0,0,0,31,11,0,40
POA3690,5,16,0,0,3,17,13,3,37,488,449,48,992,66,52,112,1104,660,17,1781
POA3691,0,0,0,0,0,0,0,0,0,84,67,8,155,9,4,14,165,91,0,257
POA3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3695,0,0,0,0,0,0,0,0,0,12,3,0,15,0,0,0,15,3,0,15
POA3697,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,3,0,14
POA3698,0,0,0,0,0,0,0,0,0,6,9,0,11,0,0,0,11,6,0,21
POA3699,0,0,0,0,0,0,0,0,0,14,15,4,35,0,0,0,33,18,0,47
POA3700,0,0,0,0,0,0,0,0,0,14,16,0,31,0,0,3,36,17,0,53
POA3701,0,0,0,0,0,0,0,0,0,10,7,0,13,0,0,0,13,7,0,19
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA3707,0,0,0,0,0,0,0,0,0,10,21,0,27,0,0,3,29,20,3,51
POA3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
POA3711,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,3,8,0,14
POA3712,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,5,0,6
POA3713,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,10,14,0,26
POA3714,0,0,0,0,0,0,0,0,7,30,16,0,48,3,7,11,59,34,8,101
POA3715,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,4
POA3717,0,0,0,0,0,0,3,0,3,20,26,0,44,7,7,8,57,29,0,90
POA3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3719,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,3,0,12
POA3720,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,7,9,0,18
POA3722,0,3,0,0,0,3,0,0,4,43,70,8,118,0,3,4,117,43,0,170
POA3723,0,0,0,0,0,0,0,0,3,19,24,4,54,0,3,3,54,21,3,77
POA3725,0,0,0,0,0,0,0,0,0,3,3,3,10,0,0,0,7,4,0,12
POA3726,0,0,0,0,0,0,3,0,3,4,0,0,6,0,0,0,6,7,0,15
POA3727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,7
POA3728,0,0,0,0,0,0,0,0,0,6,10,0,15,0,0,3,20,11,0,29
POA3730,0,0,0,0,0,0,3,3,10,69,91,11,172,21,3,19,188,129,3,322
POA3732,0,0,0,0,0,0,0,0,0,3,9,0,13,0,0,0,12,9,0,19
POA3733,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
POA3735,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,11,10,0,17
POA3737,0,0,0,0,0,0,0,0,6,34,40,6,78,3,3,7,89,68,5,164
POA3738,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,10
POA3739,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,10
POA3740,0,0,0,0,0,0,0,0,0,7,11,3,25,0,0,0,23,12,0,39
POA3741,0,0,0,0,0,0,0,0,0,27,39,3,61,0,0,0,62,32,0,93
POA3744,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,8,7,0,13
POA3746,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,3
POA3747,0,0,0,0,0,0,4,0,3,52,54,8,112,7,7,11,124,54,3,180
POA3749,0,0,0,0,0,0,0,0,0,16,14,0,24,0,0,0,24,13,0,43
POA3750,0,0,0,0,0,0,0,0,6,88,52,6,147,5,8,15,161,114,0,273
POA3751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
POA3752,3,8,0,0,0,14,7,7,18,355,238,16,615,22,15,39,652,275,6,932
POA3753,0,0,0,0,0,0,0,0,3,18,20,3,31,0,3,3,35,29,0,69
POA3754,0,11,0,0,0,16,11,6,28,566,427,55,1044,31,47,71,1116,554,11,1685
POA3755,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,5,6,0,11
POA3756,0,3,0,0,0,3,4,3,9,144,116,22,285,26,13,41,323,195,3,520
POA3757,0,7,0,0,0,7,6,0,13,111,72,6,192,7,7,20,212,142,3,358
POA3758,0,4,0,0,0,4,0,0,4,21,21,3,45,0,0,0,43,21,3,63
POA3759,0,0,0,0,0,0,0,0,0,10,9,0,22,0,0,3,20,12,0,39
POA3760,0,0,0,0,0,0,0,0,0,3,3,3,10,0,0,0,10,3,0,12
POA3761,0,0,0,0,0,0,0,0,0,9,20,3,34,0,0,3,35,7,0,44
POA3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3763,0,0,0,0,0,0,0,0,3,15,16,3,34,3,5,3,40,11,0,56
POA3764,0,0,0,0,0,0,0,0,0,119,111,10,241,4,7,18,253,139,0,396
POA3765,0,3,0,0,0,3,4,0,12,77,61,0,145,3,4,8,154,80,0,238
POA3766,0,0,0,0,0,0,0,0,0,14,10,0,26,0,3,3,23,13,0,35
POA3767,0,0,0,0,0,0,0,0,0,14,16,0,29,0,0,0,29,12,0,44
POA3770,0,3,0,0,0,3,3,0,3,36,37,0,74,5,0,4,82,43,0,121
POA3775,0,0,0,0,0,3,4,0,3,45,37,0,82,3,0,3,84,33,3,125
POA3777,3,5,0,0,0,5,8,0,11,116,153,19,285,5,11,14,304,181,7,489
POA3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3779,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,3,7,9,0,14
POA3781,0,0,0,0,0,0,4,0,6,67,74,3,143,0,7,7,148,52,3,202
POA3782,0,0,0,0,0,0,0,0,3,87,77,17,181,4,0,9,186,72,0,263
POA3783,0,4,0,0,0,4,0,0,4,21,31,3,57,3,0,3,61,26,0,84
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3786,0,0,0,0,0,0,0,0,0,12,20,0,28,0,0,0,29,7,0,43
POA3787,0,0,0,0,0,0,0,0,0,11,6,0,19,0,0,0,24,17,0,34
POA3788,0,0,0,0,0,0,0,0,0,12,21,3,37,0,0,0,32,21,0,55
POA3789,0,0,0,0,0,0,0,0,0,3,9,0,7,0,0,0,7,5,0,11
POA3791,0,0,0,0,0,0,0,0,0,19,9,3,35,0,0,0,35,13,0,49
POA3792,0,0,0,0,0,0,0,0,0,10,11,0,24,0,0,0,24,13,0,39
POA3793,0,0,0,0,0,0,0,3,3,57,49,3,109,0,7,4,113,54,4,170
POA3795,0,0,0,0,0,0,3,0,3,9,8,0,17,0,0,0,21,12,0,36
POA3796,0,3,0,0,0,3,0,0,6,138,86,18,241,3,7,12,246,117,3,370
POA3797,0,4,0,0,0,4,0,0,3,39,41,4,82,0,3,3,85,59,0,150
POA3799,0,6,0,0,0,10,0,0,13,77,111,10,199,10,7,22,219,137,5,358
POA3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3802,0,7,0,0,0,7,12,3,23,291,207,21,522,24,33,58,581,455,11,1050
POA3803,0,0,0,0,0,3,7,4,10,125,79,11,213,25,7,35,248,224,10,486
POA3804,0,0,0,0,0,0,0,3,3,41,43,5,89,0,3,3,92,54,3,152
POA3805,3,14,3,3,9,19,11,18,54,717,510,55,1283,60,55,112,1396,859,28,2287
POA3806,4,16,0,0,0,16,9,0,27,719,434,37,1191,34,46,76,1266,523,4,1802
POA3807,0,3,0,0,0,3,0,0,3,78,64,7,143,3,9,6,154,54,0,211
POA3808,0,0,0,0,0,0,0,0,0,23,23,0,50,0,0,0,50,20,0,68
POA3809,0,0,0,0,0,0,0,0,0,136,75,10,225,6,4,15,235,68,0,308
POA3810,4,23,0,4,3,26,24,11,59,686,615,60,1359,66,83,141,1503,862,27,2398
POA3812,0,0,0,0,0,0,0,0,4,24,13,0,41,0,3,3,43,24,3,73
POA3813,0,0,0,0,0,0,0,0,0,3,11,0,15,0,0,0,13,7,0,23
POA3814,0,0,0,0,0,0,0,0,0,16,18,0,40,0,0,0,37,22,0,67
POA3815,0,0,0,0,0,0,0,0,3,23,24,3,46,0,3,7,55,27,0,79
POA3816,0,0,0,0,0,0,0,0,0,37,32,3,71,4,6,7,82,41,0,123
POA3818,0,3,0,0,0,3,9,3,16,124,142,24,293,19,15,30,323,250,9,586
POA3820,0,0,0,0,0,0,4,0,8,189,184,25,394,11,21,35,426,262,4,694
POA3821,0,0,0,0,0,0,0,0,0,30,17,0,49,0,0,0,49,44,0,93
POA3822,0,0,0,0,0,0,0,0,0,10,4,3,15,0,0,0,15,13,0,30
POA3823,0,0,0,0,0,0,0,0,0,20,12,0,38,0,0,0,37,24,0,60
POA3824,0,0,0,0,0,0,0,0,3,47,60,9,120,7,0,10,128,69,0,197
POA3825,0,3,0,0,3,10,23,10,41,217,247,26,494,53,39,93,582,540,20,1140
POA3831,0,0,0,0,0,0,0,0,0,15,11,3,26,0,0,3,29,25,0,55
POA3832,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,9,4,0,17
POA3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
POA3835,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,3,13,3,0,20
POA3840,3,4,3,3,3,7,14,7,36,135,185,21,342,53,53,102,448,469,13,934
POA3842,0,0,0,0,0,0,7,3,8,65,61,3,122,7,13,18,142,134,3,284
POA3844,0,3,0,0,0,3,13,8,26,348,334,38,725,54,54,113,836,436,13,1286
POA3847,0,0,0,0,0,0,0,0,0,15,15,3,29,0,0,3,31,34,0,67
POA3850,0,12,0,0,0,11,5,12,24,157,174,16,350,23,15,35,390,257,8,657
POA3851,0,0,0,0,0,0,0,0,0,31,32,6,63,0,0,0,65,59,4,125
